"RegionName","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"New York","NY","New York","Queens",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45445920303605,4.66666666666667,4.64313399778516,4.65686274509804,4.632,4.61988304093567,4.59953290634368,4.63917525773196,4.69234779818721,4.68615384615385,4.67914438502674,4.64278505104101,4.62542517006803,4.59868021696137,4.62962962962963,4.7392334638368,4.75247524752475,4.76575121163166,4.7987012987013,4.84787018255578,4.85074626865672,4.8,4.77707006369427,4.78752859034549,4.71610405495429,4.70871214448062,4.67384851124901,4.6957671957672,4.74672983397619,4.7688938087403,4.81213748657358,4.76744186046512,4.6875,4.68340847936143,4.67533897687605,4.55940464658579
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2,,1.59530908547979,1.69875424688562,1.70235050994618,1.70342238227685,1.73697270471464,1.8508064516129,1.8270944741533,1.83893468611287,1.83374083129584,1.83014354066986,1.8723492531809,1.86170212765957,1.80321915648003,1.79060356393459,1.84241791474654,1.87265917602996,1.85840707964602,1.84534270650264,1.80040120361083,1.81103770988164,1.85185185185185,1.81733060946544,1.79762640449438,1.88335358444714,1.88679245283019,1.86796157688045,1.85548144302224,1.83936235438381,1.83054393305439,1.85,1.91415313225058,1.85051546391753,1.80132076016129,1.78571428571429,1.84615384615385,1.85748903761828,1.81338383838384,1.8579686209744,1.88356164383562,1.86953062848051,1.88293202810452,1.97538971982305,1.97137505721375,1.98787589615601,1.96467560823456,1.99014563106796,1.98429319371728,1.97968234323432,1.98399558498896,2.01067615658363,2.07096206547482,2.08955223880597,2.13063321567014,2.11462023675797,2.14723926380368,2.09677419354839,2.11162913441239,2.13768115942029,2.19728845254792,2.19512195121951,2.19728845254792,2.33420026007802,2.34260614934114,2.37128129602356,2.37301587301587,2.40457768137525,2.44154858897154,2.4277202683298,2.42500731996986,2.47252747252747,2.46835443037975,2.49215665673314,2.48920939546952,2.49465909090909,2.38441682286015,2.36641221374046,2.42279411764706,2.43704305442729,2.60770975056689
"Chicago","IL","Chicago","Cook",3,1.5625,1.6,1.64473684210526,1.62771739130435,1.6,1.5,1.49520488230166,1.61062542030935,1.61062542030935,1.66666666666667,1.69354838709677,1.62845117845118,1.63333333333333,1.66938775510204,1.72222222222222,1.73333333333333,1.75,1.74418604651163,1.75,1.71428571428571,1.72727272727273,1.74985172004745,1.73684210526316,1.85365094386612,1.81155303030303,1.82352941176471,1.6875,1.73333333333333,1.875,1.875,1.875,1.8375,1.87104861111111,1.83333333333333,1.89357163871727,1.90909090909091,1.93068035943517,1.875,1.95893545279383,2.02083333333333,2.0625,2.07638888888889,2.10488888888889,2.21972734562951,1.90442608637249,1.86016949152542,1.8830985915493,1.9,1.85448577680525,1.83409785932722,1.80859080633007,1.88888888888889,1.84692910672754,1.7922619047619,1.81515151515152,1.81310953154256,1.78571428571429,1.77777777777778,1.77222222222222,1.8,1.81268274853801,1.81818181818182,1.79328955797566,1.83673469387755,1.86666666666667,1.875,1.83333333333333,1.7980200845666,1.76,1.73884908279251,1.77777777777778,1.82648173647818,1.94444444444444,1.90161290322581,1.91666666666667,1.8978102189781,1.92307692307692,1.92857142857143,1.92933947772657,1.89892399267399
"Houston","TX","Houston","Harris",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3847933307145,1.35897435897436,1.41817536386226,1.38095238095238,1.37321428571429,1.35694404104947,1.33053221288515,1.39247311827957,1.36769801733254,1.38095238095238,1.39882524974415,1.39863745700842,1.37797619047619,1.375,1.39596959729688,1.36304288631722,1.35321618037135,1.36996925835788,1.4453288646837,1.41548555843691,1.39329612441992,1.39686566395385,1.40449438202247,1.39749371903134,1.38258336681398,1.35386119257087,1.37799856784819,1.38143096434554,1.41111064168531,1.44927536231884,1.45758354755784,1.42482123212321,1.41892717497556,1.421903839055,1.41391717723685,1.37551581843191
"Philadelphia","PA","Philadelphia","Philadelphia",5,1.08122362869198,1.06719778098563,1.16548944168698,1.15449493312406,1.15497076023392,1.15497076023392,1.16146975511696,1.03092783505155,1.12364657401422,1.10301310989969,1.07794361525705,1.11687435765673,1.12820512820513,1.21527264969888,1.21357165171598,1.22373343738982,1.16695449790471,1.18464052287582,1.20355467672216,1.15942028985507,1.11340206185567,1.12101368138103,1.09723210052157,1.11169962335217,1.17632338220574,1.23674911660777,1.28838900862069,1.24267215164211,1.19047619047619,1.16581767540234,1.08225108225108,1.04166666666667,1.02777777777778,1.02777777777778,1.03732638888889,1.0509900990099,1.07975363535743,1.17138053797468,1.26132439377008,1.30495169082126,1.28968253968254,1.22516556291391,1.19047619047619,1.16975308641975,1.12079701120797,1.11111111111111,1.11607142857143,1.09845502266762,1.0894495412844,1.10662087533291,1.14457831325301,1.30029589322739,1.30091140684361,1.29390018484288,1.22448979591837,1.1965388863005,1.1488188976378,1.13973004694836,1.12928348909657,1.1350422832981,1.2,1.30558241994412,1.37455673758865,1.39311184017991,1.34462151394422,1.35448916408669,1.31191950464396,1.26146788990826,1.24172185430464,1.19952038369305,1.15248226950355,1.17636213777546,1.21212121212121,1.28446655591378,1.33427032091825,1.3671875,1.32415254237288,1.2847578987927,1.22815995977662,1.21848739495798
"Phoenix","AZ","Phoenix","Maricopa",6,,0.886500433626438,0.869894099848714,0.875796178343949,0.872938894277401,0.842696629213483,0.785175879396985,0.87823953286443,0.916784659050501,0.922619047619048,0.929054054054054,0.927033492822967,0.884250353705369,0.873198750283382,0.906816760475297,0.931414055884843,0.916898873694451,0.882352941176471,0.879479851264982,0.868528610354223,0.860302075657284,0.850678685930799,0.857449088960343,0.850183823529412,0.842967244701349,0.851741610504415,0.844339622641509,0.8410489424028,0.836767476486007,0.849929178470255,0.846406850696414,0.840857787810384,0.847280334728033,0.855263157894737,0.857800878972279,0.854457488853844,0.857331323030532,0.844277673545966,0.841174389812522,0.854166666666667,0.85003035822708,0.872727272727273,0.895754244021794,0.901962349264687,0.90158924205379,0.887096774193548,0.893796992481203,0.879996474827061,0.874382814720091,0.872727272727273,0.880679994497684,0.913915094339623,0.916206261510129,0.925073591253154,0.926935659760087,0.911532413694518,0.913054170529199,0.916279069767442,0.930583501006036,0.938967136150235,0.963302752293578,0.957239419811828,1.00253807106599,1.0064043915828,1.01036269430052,1.00480944151355,1.01141048824593,1.01141048824593,1.01244343891403,0.989672977624785,1.0292260428525,1.05201011230988,1.05598712314138,1.07076963626779,1.05211115464753,1.02461538461538,1.03228950377836,1.02982954545455,1.02758751902588,1.02496714848883
"Las Vegas","NV","Las Vegas","Clark",7,0.828357683196393,0.825825825825826,0.827277553796891,0.842749529190207,0.828357683196393,0.803066989507668,0.803066989507668,0.797688157336332,0.805767599660729,0.795135640785781,0.788631346578366,0.789881852686853,0.780814520624303,0.770020533880904,0.78125,0.775656324582339,0.77297148946424,0.779037521846132,0.783475783475784,0.78377710749389,0.777977259126272,0.768156424581006,0.789332913222111,0.777126099706745,0.769822940723634,0.765957446808511,0.768900343642612,0.768900343642612,0.76593137254902,0.767059751635587,0.756302521008403,0.765957446808511,0.766871165644172,0.764793144064993,0.763081395348837,0.760019120458891,0.759734093067426,0.761828388131516,0.767148014440433,0.768927444794953,0.770811921891059,0.765484370718546,0.76680927128052,0.775324478456094,0.780532598714417,0.780409041980624,0.776243485572927,0.771516754850088,0.77120822622108,0.773446017110442,0.776273885350318,0.7847533632287,0.78125,0.787536403839931,0.786568563886445,0.794107621511907,0.800415179192968,0.801801801801802,0.804020100502513,0.806451612903226,0.81007712629244,0.82680591818973,0.831600831600832,0.835105402525704,0.837182448036952,0.852272727272727,0.845832227516103,0.847574169330819,0.847457627118644,0.84501951418221,0.853839315186949,0.857588357588358,0.8759521218716,0.88683351468988,0.888817692835299,0.879158180583843,0.924024640657084,0.873266588561082,0.886339937434828,0.90531561461794
"San Antonio","TX","San Antonio","Bexar",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.984756097560976,0.978792822185971,0.970873786407767,0.986486486486487,0.964759897731875,0.957225350494139,0.937747035573123,0.97083682781413,1.02672378620971,1.01626016260163,0.980162633615319,0.970695970695971,0.966620305980529,0.932885906040268,0.937747035573123,0.932708688245315,0.941422594142259,0.939786256001205,1.03061224489796,1.03061224489796,1.03061224489796,1.02573099415205,1.07971703756293,1.07146244191212,1.05587583375086,1.05042016806723,1.06648853095759,1.03061224489796,1.02432212555393,1.02075689419978,1.042498131328,1.01736664012739,0.975299210593328,1.03422619047619,0.995,1.03515625,0.992869032019792
"San Diego","CA","San Diego","San Diego",9,2.49688279301746,2.30668356220899,2.36458175946369,2.30870712401055,2.08710801393728,1.9723865877712,1.96303844583929,2.18430034129693,2.09948320413437,2.01709401709402,2.08893400111706,1.79640718562874,1.82328190743338,1.81071218652038,1.79376882616826,1.76056338028169,1.75925925925926,1.73841059602649,1.77757520510483,1.76915914625412,1.76600441501104,1.77099660397074,1.7692593631188,1.8048128342246,1.8107476635514,1.81183736990565,1.73187940987813,1.70020227316509,1.74229226058494,1.72419111234019,1.70984455958549,1.70454545454545,1.6955266955267,1.72648514851485,1.74231843575419,1.7430441898527,1.7504118616145,1.79900744416873,1.80392156862745,1.78845301240859,1.82012847965739,1.84849452872709,1.82833776893194,1.8973922153428,1.87960687960688,1.87066974595843,1.91034225771662,1.90657769304099,1.89549180327869,1.90223455077824,1.89624764337408,1.89753320683112,1.93703358208955,1.95318391779789,1.95530726256983,1.94866920152091,1.94117647058824,1.95530726256983,1.96969696969697,1.97837831314894,1.98015497944609,1.97841726618705,1.97278911564626,1.96223316912972,1.98487712665406,2.01286657463629,2.02421961262422,2.04576976421637,2.0428060771086,2.04062616474096,2.06679487546112,2.08659186002282,2.11304807184363,2.13968957871397,2.12311052744425,2.06492467410819,2.05756013745704,2.06044991529652,2.08044382801664,2.11304807184363
"Dallas","TX","Dallas-Fort Worth","Dallas",10,,,,,,,,1.10468476117441,1.11016225448335,1.10470701248799,1.17130355276907,1.14942528735632,1.10312613317556,1.07741098962714,1.08181818181818,1.07692307692308,1.11556064073227,1.09444621695533,1.06477373558119,1.04487424340366,1.06121575342466,1.0446075663467,1.06438623971363,1.07480653482373,1.1,1.09282577183531,1.01851851851852,1.01041689023067,1.04826546003017,1.07091690544413,1.07609594706369,1.19702602230483,1.21264940239044,1.23504484558303,1.22852319393834,1.19077789379475,1.20450606585789,1.29054172510519,1.25660375660376,1.29958960328317,1.31362978531509,1.3964606683091,1.35452436749725,1.26336248785228,1.28518616318986,1.28632682229633,1.27569099929128,1.21212121212121,1.22290161200667,1.2090146818308,1.20898100172712,1.22945304466905,1.26234906695939,1.2593792153777,1.2532337840687,1.25448028673835,1.26042666272976,1.25925925925926,1.24610591900312,1.2706043956044,1.22307692307692,1.24895833333333,1.28617363344051,1.31166359312722,1.29423707897627,1.33724651273252,1.34782608695652,1.3473400154202,1.31897476972367,1.35490577806339,1.32943638238596,1.3455235867012,1.36239782016349,1.364289446186,1.35883016926507,1.34740701938188,1.33587786259542,1.3375486381323,1.34586466165414,1.34210180685592
