"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,420000,419000,429900,444450,455000,467000,469900,475000,469900,469000,469000,459900,449000,439000,459000,480000,499000,510000,519000,525000,528750,525000,525000,525000,529000,525000,545000,538000,549000,549000,550000,559000,565000,569900
"Chicago","IL","Chicago","Cook",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274900,269900,259900,289900,299000,299900,306500,302450,299450,299000,299999.5,299000,287000,274900,269900,284700,299000,298750,299000,299000,299000,294000,289900,285000,279900,289000,289900,302900,310000,317000,319000,315000,315000,310000,320000
"Philadelphia","PA","Philadelphia","Philadelphia",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,164995,176450,199000,194450,182250,184950,199000,199900,209900,203000,189900,188900,189900,190000,194600,194700,189950,199900,219950,230000,232000,227900,210000,201750,209900,219000,219900,209000,199900,214700,229900,229900,229900,230000,229900,224000,223210,225000,225750,224900,220000,225000,227000,235000,240000,239900,244950,235000,229900
"Phoenix","AZ","Phoenix","Maricopa",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,123450,132900,129700,129700,129999,132500,129900,127400,129000,130000,128000,129900,129900,134700,135000,135000,144900,151900,149949.5,137700,145000,154900,157500,165000,167949.5,173900,175000,169900,173200,180000,189900,179700,170000,183200
"Las Vegas","NV","Las Vegas","Clark",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100400,104250,99999,1e+05,105000,107500,109900,110000,104900,110000,114900,114900,110000,112000,115000,119000,119900,119999.5,122000,120000,119900,120000,124000,124900,125000,126950,129000,135000,135000,135000,135000,136900,139000,140000,146055.5
"San Antonio","TX","San Antonio","Bexar",6,82500,84900,86300,87000,87500,88200,88200,88200,89900,89000,88100,86500,84900,82500,83000,84900,84925,85000,84900,83997.5,79500,74900,80000,77689.5,79000,79000,79000,77450,76000,79500,79900,79900,78500,78500,84250,85000,84975,87250,89500,90000,95000,97000,95000,92500,92500,95000,95250,98900,98900,99500,102000,104949.5,105000,104000,105000,104000,101000,98000,99500,101000,99500,109000,105000,100500,102000,100168,114500,108000,120000,114900,109000,114975,114500,115000,115000,119900,128500,128500,130000,128500,125000
"San Diego","CA","San Diego","San Diego",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364000,375000,385000,395000,399000,399000,379000,389800,405000,399999.5,399900,399000,399000,394646.5,399000,399000,411000,425000,429999,410000,439000,429800,430000,434767,431000,439000,447963.5,449000,445000,452500,450000,464900,459900,459900,459450
"Dallas","TX","Dallas-Fort Worth","Dallas",8,,,,,,,,,,,,,,,,,,,,,,,,136900,125000,139900,142000,142750,147250,144000,142250,139900,139900,147450,159999.5,160000,163950,172399.5,179000,180000,184900,179250,179900,188000,194900,199000,198000,184500,167500,189000,195000,190000,198500,180000,174000,185000,175000,179900,174450,179900,190000,2e+05,215000,233000,237500,225000,225000,225000,239900,249900,250000,259000,252450,260900,289000,299900,299999,309700,305000,307750,320000
"San Jose","CA","San Jose","Santa Clara",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,439969,435000,425000,438000,449000,449000,449450,449894,449000,449888,439950,411750,399000,399999,426944,472475,465000,490000,490000,499000,499000,499000,499000,499940,499450,510000,525000,549000,550000,581900,569975,550000,548000,565000
"Jacksonville","FL","Jacksonville","Duval",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59900,60000,55500,62950,64900,65250,64900,65000,69900,69900,70000,74900,69000,65000,69900,74950,75000,79900,79000,75950,74900,75457.5,77000,83950,84900,79900,82950,84900,90000,90000,89900,94900,92000,92500,94000
