"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367000,366000,359900,349000,369000,365000,359000,374950,375000,379950,375000,360000,349000,359000,411000,409000,435000,450000,430000,428000,425000,425000,449000,455000,449900,450000,475000,469000,478500,475000,479000,480000,475000,486500
"Chicago","IL","Chicago","Cook",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2e+05,204900,209000,209000,214500,215000,215000,209000,2e+05,206000,209250,209999,210000,219000,219900,220000,219900,218000,222000
"Houston","TX","Houston","Harris",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108500,103450,104950,115000,120000,124900,129000,129500,129000,129950,143000,129950,148000,149900,141750,142500,149450,150000,148000,139900,150000,149700,153000,165000,155500,155000,149925,151726,154830,167475,169900,169900,167487.5,172150,173995
"Philadelphia","PA","Philadelphia","Philadelphia",4,275000,279500,275000,274950,275000,275000,269900,265000,260000,259900,249999.5,249000,249949.5,259900,245000,229900,237500,234900,225000,228275,219900,199900,229950,221183,221480,228500,239900,234245,2e+05,219450,234900,235000,230000,235000,235000,239900,245000,239900,242425,249375,239999,239900,249950,245000,245000,249000,259000,259000,249900,257000,267500,269000,264500,265000,269900,275000,275000,269000,239900,239500,264000,270000,275500,270000,274000,280000,270000,269900,274950,280000,289000,281250,279900,289000,287250,284750,279900,281900,281500,279000,289900
"Phoenix","AZ","Phoenix","Maricopa",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94500,106500,106000,108450,109900,112250,99900,115000,115000,129900,139900,125000,137000,139900,139950
"San Diego","CA","San Diego","San Diego",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249000,259000,255000,250000,260000,269950,269000,287000,289000,274000,264000,269500,275000,268000,259000,260000,275000,275000,280000,289000,308000,299000,295000,310000,310000,315000,320000,326000,329000,329000,323700,324900,334900,334950,325000
"Dallas","TX","Dallas-Fort Worth","Dallas",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94900,111211,119500,117500,119000,115900,117500,120750,117500,122500,115450,122000,115000,119950,129950,129000,121000,118700,124500,121500,120000,122500,125000,129000,128500,129250,135000,135950,142000,139450,139900,139000,130000,136900,149900,151500,149000,152450,159875,160000,165000,168500,170000,172000
"San Jose","CA","San Jose","Santa Clara",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329900,335000,330000,319900,335000,335000,374944,375888,354499.5,368000,375000,375000,365000,373500,390000,399650,399950,399000,395000,399000,397000,420000,448500,425000,425000,403975,399975,399975,419000,439000,472000,471500,439000,435000,429975
"Jacksonville","FL","Jacksonville","Duval",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65900,62200,66950,65000,69900,72000,69900,69900,69000,67850,66700,72700,69990,69900,65000,63700,68400,69950,74200,66000,65500,72500,68850,67800,67500,74000,82900,82500,79700,74950,77750,79000,80000,77549.5,82750
"San Francisco","CA","San Francisco","San Francisco",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649000,645000,629500,625000,649000,649000,649000,697000,704999.5,699000,699000,695000,699000,729000,744000,719000,692000,760000,772500,774500,786500,774500,780000,778000,799000,799000,799000,828000,799000,827944,818000,849000,843500,799000,799000,799000,799000
"Fort Worth","TX","Dallas-Fort Worth","Tarrant",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189900,215000,212000,215000,225000,220000,235000,225000,192000,202475,189900,197450,209975,202425,195000,192450,209500,214900,209500,214950,220000,227000,227950,234900,225000,218900,209000,209000
"Memphis","TN","Memphis","Shelby",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123700,129900,135400,129000,129900,138250,132400,143500,128450,117500,129900,132200,129000,131000,115000,115000,119000,127500,127500,127500,127500,127500,131450,125000,127500,127500,127500,149900,149900,149900,139900,149900,149000,139900
"Charlotte","NC","Charlotte","Mecklenburg",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144500,146500,148000,155700,155400,150000,154500,154900,153500,149000,154500,161250,155000,164900,149900,164900,165000,179900,175900,180000,197990,199800,187037.5,189900,184950,179900,189900,189900,189900,188331.5,186200,187250,178900,181768.5,179000
"Boston","MA","Boston","Suffolk",14,349000,359000,352000,349900,349900,349000,340000,339450,339000,339450,347000,339000,339000,325000,328250,324900,344950,338000,330000,329000,335000,329000,316735,299000,334900,328500,329000,329950,329000,325000,329000,320000,324950,325000,339997.5,345000,389000,389950,379000,382000,399000,381950,389000,409000,409000,399000,425000,408250,425000,424900,409000,399999,417000,399000,409499.5,424900,450000,455000,474900,489900,499000,495000,459000,469450,479000,479000,489000,492000,485000,495000,489900,490000,492450,520000,499000,519900,525000,528500,510000,529000,549000
"Seattle","WA","Seattle","King",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225000,225000,229000,229000,239950,246250,249450,249900,244995,249900,249999.5,255900,249999,249975,252900,250000,259975,261400,275000,275000,279475,279900,280000,282000,275000,277250,296950,317000,325000,325000,331900,331900,339900,360000,359000,366900,370000,385000,380000,359000,350000,368500,375000,389000,377000,379725
"Denver","CO","Denver","Denver",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233000,240000,218000,240000,240000,246200,265000,264950,269950,286000,288250,269900,275000,279950,289900,292950,3e+05,292999,278950,279000,289900
"Washington","DC","Washington","District of Columbia",17,279000,283900,299000,309500,299000,295000,297500,299900,299900,299900,299700,295555,294900,295500,299000,295250,299000,299999,268000,304975,299000,289000,299000,299000,275000,298000,299900,309885,319000,325000,320000,314900,314900,315000,314000,312000,309950,299949,314950,325000,329000,334950,337000,332000,329000,325000,328250,325000,324950,329000,339000,330000,335000,337000,329250,325000,349000,349900,334900,332000,334000,325000,330000,339000,347000,349900,330000,359000,363500,369000,365000,359900,364900,369000,359000,369900,368000,361000,359000,350000,339697.5
"Nashville","TN","Nashville","Davidson",18,,,,,,,,,,,,,,,,,,,,,,,,132400,139900,149000,157700,159000,158000,156500,156900,150900,137450,141400,149900,149900,164900,168450,164975,169900,169900,177450,169950,189000,195000,198500,189900,199450,207445,206900,209250,210900,204900,212000,214900,214950,209950,219900,216999,232450,229900,232500,219900,239900,239500,229738.5,219950,235000,239000,259900,267000,267000,254900,249950,250000,249900,253500,255450,242500,240000,239900
"Milwaukee","WI","Milwaukee","Milwaukee",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147400,141900,137450,134927.5,135000,129450,129450,129900,129900,130000,127450,124950,134650,130300,144900,146900,139900,153700,169500,169900,169000,169200,168500,165875,149000,157200,159694,160650,159000,164900,157450,149900,149450,142900,144900,139900,140000,144900,159000,165000,165000,150000,150000,139900
"Portland","OR","Portland","Multnomah",20,,,,,,,,,,,,,,,,,,,,,,,,174900,175000,173000,175000,187000,185000,179777,179999.5,179999,183400,2e+05,210000,225000,229900,229000,225000,232500,226000,239700,230000,245000,239000,239500,242450,249000,242500,249950,275000,265000,252500,267000,277500,269900,264950,264950,259950,259900,250200,255000,274900,275000,292450,274900,275000,279000,279000,289450,279925,287500,289000,319900,322500,299000,314000,339450,330000,339900,330500
"Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260000,279900,273500,275000,267000,279999.5,280000,268250,259900,252000,276000,265000,250000,252140,249000,239900,247000,250944,282236,284750,277486,289000,299000,298950,299900,298450,295000,298000,309900,319950,309000
"Colorado Springs","CO","Colorado Springs","El Paso",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,109950,111000,112500,109950,104750,93000,99000,113500,109000,105500,110750,114000,115000,119900,119900,119900,128750,121000,131850,129500,124450,126000,128400,127500,130000,139900,144900,141750,145400,147500,135000,150000,155000,150000,146950
