"RegionName","State","Metro","CountyName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Arlington","VA","Washington","Arlington",47,3.28,4.15,2.46,0.76,2.46,2.24,0.79,1.27,1.92,2.33,1.87,1.95,4.49,3.8,1.6,2.91,0.97,1.06,1.56,2.64,1.36,2.66,1.42,2.93,4.6,3.07,2.31,1.44,4.03,3.08,2.89,2.62,3.49,4.39,5.14,6.63,3.3,6.47,4.93,3.68,4.02,3.05,3.02,1.91,5.88,3.11,3.86,4.68,3.98,6.01,5.61,7.01,2.51,3.98,3.68,2.62,5.95,5.49,7.87,6.86,8.6,2.98,3.72,4.7,3.8,4.46,3.08,4.06,3.74,5.79,6.53,6.44,12.02,11.17,8.53,6.16,5.11,3.31,6.53,3.65,6.33,6.54,6.67,11.76,20.78,21.01,9.43,14.57,13.66,10.48,14.29,13.5,14.37,18.52,10.38,16.95,23.68,20.78,15.15,21.83,16.57,14.57,13.2,17.2,16.75,17.99,19.8,13.29,23.48,22.14,23.03,24.02,18.39,16.79,23,22.05,17.86,18.12,19.31,20.69,23.21,21.5,24.4,21.56,22.45,19.82,26.02,24.27,18.92,25.17,18.25,20.53,25.74,18.46,9.57,20.38,17.87,17.67,14.43,17.49,19.32,11.07,14.39,15.5,15.3,11.8,14.61,15.85,12.79,10.33,14.86,14.23,14.53,13.9,10.37,12.63,9.71,9.79,10.34,15.14,11.61,10.97,12.9,12.31,10.78,15.03,11.97,14.14,15.18,14.4,10.2,14.01,9.8,9.24,12.29,9.91,13.59,14.21,16.87,13.24,12.71,13.39,12.44,10.04,12.55,10.47,13.33,14.83,15
"Gilbert","AZ","Phoenix","Maricopa",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33,30.35,34.43,29.43,24.62,24.58,26.74,16.26,15.72,22.41,18.25,14.29,17.83,17.12,20.43,25,18.6,23.75,20.38,21.89,18.77,23.05,17.31,23.73,18.83,20.54,16.67,20.43,21.05,18.93,16.95,21.35,15.49,14.38,15.54,11.8,12.77,14.56,15.28
"Scottsdale","AZ","Phoenix","Maricopa",49,9.75,9.35,6.75,7.08,8.55,6.9,7.5,7.63,9.03,8.7,8.32,11.19,7.46,5.82,9.53,8.6,7.42,5.52,8.43,5.94,4.95,10.47,8.45,10.53,8.17,18.98,21.58,25.59,18.08,6.07,6.47,4.82,6.14,6.67,5,4.73,6.78,3.01,6.57,3.55,4.32,4.27,3.4,3.78,3.22,3.13,6.59,4.46,5.21,2.5,1.82,1.62,2.91,1.88,2.5,1.24,2.39,2.27,4.26,4.52,1.04,1.71,2.44,2.05,1.82,1.72,1.84,3.99,4.63,2.87,3.02,3.54,6.1,3.1,1.97,3.89,4.8,5.88,5.7,9.85,11.74,8.1,6.73,10.8,12.92,12.25,16.03,13.33,14.49,16.49,18.1,17.84,17.95,25.31,26.55,24.82,28.28,40,26.9,33.17,26.7,31.52,25.42,29.23,38.68,27.62,32.77,40,41.49,41.67,29.57,42.16,38.63,42.68,51.28,39.89,48.17,46.41,47.59,52.08,37.97,47.11,48.1,43.24,39.12,46.77,43.7,47.83,46.22,51.32,45.69,49.23,49.56,45.05,39.84,29.03,32.84,31.78,34.93,31.1,29.73,31.72,29.47,29.73,28,28.04,23.99,22.98,21.43,20.4,12.92,21.47,20.14,23.05,22.94,19.1,24.12,17.56,19.83,18.37,21.99,18.47,17.16,21.1,15.74,13.85,18.49,21.61,24.91,17.75,16.78,16.27,17.91,21.1,17.84,23.61,15.67,20.24,18.18,17.79,22.1,17.89,15.14,16.67,18.91,8.75,16.67,17.4,19.08
"Winston-Salem","NC","Winston-Salem","Forsyth",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.41,33.33,27.96,30.65,27.05,26.56,23.83,27.34,33.59,33.33,30.1,34.48,34.45,33.33,35.14,29.81,29.57,30.06,33.33,34.38,39.86,32.41,38.68,35.4,39.02,33.77,37.04,36.36,35.29,30.54,25.19,32,34.64,27.44,35.76,35.77,27.39,33.33,34.71,31.85,37.44,28.3,27.72,33.49,39.21,32.93,29.79,29.08,38.51,31.5,33.05,31.54,27.7,26.27,34.29,34.31,33.33,40.11,32.79,34.85,23.36,31.96,35.29,35.85,22.5,29.03,26.54,30.47,30.11,35.47,33,29.11,27.23,25.34,34.16,33.68,31.69,31.51,28.42,22.35,27.51,24
"Richmond","VA","Richmond","Richmond City",51,3.38,2.29,1.5,3.83,3.23,1.22,1.97,2.51,4,1.33,2.62,2.78,3.21,6.04,2.18,2.99,1.4,1.54,1.37,2.68,3.06,2.42,4.38,4.47,1.98,3.23,4.07,1.74,4.51,6.1,2.76,7.33,6.78,5.84,9.6,6.11,5.16,3.74,2,4.87,3.42,1.2,1.92,3.66,1.59,2.61,3.35,2.15,9.13,3.95,4.7,4.84,4.93,3.29,3.84,4.61,3.22,4.55,3.54,3.7,4.68,3.05,3.7,1.86,4.06,3.37,4.15,4.59,6.91,6.6,4.35,3.92,5.06,4.03,5.61,2.55,3.41,3.6,6.98,7.06,5.66,5.33,5.21,8.51,12.63,10.3,9.31,15.95,9.96,8.37,13.36,15,17.44,18.97,19.86,29.1,26.13,35.09,29.49,26.04,26.4,19.4,21.88,20,24.18,23.33,31.82,26.71,24.48,29.91,28.8,26.99,25.2,27.89,20.93,30.32,33.78,37.33,28.36,26.45,36.21,36.14,33.1,31.16,29.81,32.51,24.1,26.88,30.83,31.21,24.24,20.53,20.53,28.23,30.87,28.42,33.46,24.59,29.1,22.03,25.44,28.43,23.64,24.06,24.39,16.23,30.32,21.09,26.24,22.15,18.79,20.46,18.23,17.48,16.99,24.68,27.12,21.5,25,19.71,20.73,17.78,23.26,23.81,23.86,21.34,18.9,25.31,28.23,23.01,18.67,17.61,16.74,17.39,16.52,18.02,12.05,11.45,19.02,18.18,12.3,23.26,15.3,16.08,10.31,12.23,12.44,9.6,7.87
"Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",52,3.6,3.8,1.71,2.62,3.15,2.57,2.94,1.84,2.27,3.12,1.94,2.4,2.86,3.47,1.86,2.77,3.26,2.46,3.22,3.03,1.48,1.93,2.79,1.79,2.35,2.49,3.33,2.48,3.44,3.02,2.13,3.32,3.32,2.57,2.87,3.48,2.54,3.2,2.16,2.1,1.51,0.7,0.85,1.35,0.78,1.43,1.74,1.35,0.93,2.96,0.65,1.49,1.41,4.28,6,4.69,4.49,6.2,2.3,4.07,3.15,4.01,3.05,1.43,3.65,1.73,3.9,1.79,5.05,5.53,7.3,9.09,8.64,10.15,10.32,9.02,9.76,9.94,7.92,12.26,5.42,11.8,12.15,16.67,14.74,19.76,17.79,17.01,17.3,21.28,21.48,23.86,27.27,26.7,37.5,31.11,41.13,40.74,37.66,39.69,36.07,32.7,34.57,33.33,35.24,37.26,33.86,43.52,51.3,43.42,39.45,37.93,36.16,37.99,35.05,37.62,44.67,44.39,49.75,45.17,48.9,48.07,46.31,42.69,43.19,38.57,45.15,41.82,48.33,49.76,40.75,49.25,43.98,41.95,40.55,36.05,39.54,42.81,35.56,37.94,41.25,41.45,33.93,38.02,36.51,36.43,36.25,33.83,33.88,31.22,32.78,26.27,29.21,28.53,30.47,27.33,24,26.58,21.01,26.63,24.88,20,24.18,19.41,23.89,22.15,24.6,19.38,23.5,23.36,16.36,16.89,16.06,17.74,21.32,14.75,19.57,22.15,17.79,17.91,19.34,18.61,14.53,16.58,16.36,17.88,13.56,19.3,12.2
"Bradenton","FL","North Port-Sarasota-Bradenton","Manatee",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.07,51.14,55.93,55.38,56.16,59.78,58.7,54.88,54.43,52.12,51.06,43.81,52.8,49.81,48.72,40.6,49.56,46.41,39.73,43.67,46.75,43.51,42.56,45.25,39.18,40.46,37.71,36.75,35.02,33.46,32.26,30.32,30.09,34.18,28.11,31.77,27.34,27.2,22.14,30.45,25.65,25.74,21.2,24.36,28.64,27.78,25,25.67,18.55,23.96,24.48,18.79,15.98,17.69,22.46,19.85,13.55,18.18,15.18,21.3,19.94,18.9,19.25,15.67,20.89,17.62,12
"Reno","NV","Reno","Washoe",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.11,35.83,35.44,39.46,40.57,32.24,26.03,38.1,33.2,31.14,28.37,27.24,22.92,28.63,18.97,24.53,21.72,22.84,25.88,26.9,20.41,24.19,20.53,20.22,15.83,14.86,19.29,18.27,19.44,18.31,19.26,17.72,13.15,15.15,13.17,18.39,20
"Spokane","WA","Spokane","Spokane",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.87,25.21,17.83,20.54,21.57,24.24,23.66,21.43,21.11,26.92,22.09,23.93,17.9,20.87,18.72,20.74,17.68,23.81,17.39,28.97,21.88,18.06,14.04,22.9,16.99,16.25,19.14,16.73,16.36,13.19,18.08,17.32,19.19,14.77,14.88,13.45,13.52,10.32,10.47,8.44
"Grand Rapids","MI","Grand Rapids","Kent",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.56,29.86,40.37,29.84,34.24,26.63,36.59,25.87,31.3,31.09,26.92,28.57,26.4,25.19,17.74,22.73,25.14,24.85,23.43,22.58,21.43,24.24,14.29,23.33,16.67,19.9,12.16,12.98,13.88,13.37,10.53,14.38,10.87,16.88,18.85,12.65,16.37,12.82,7.69,7.14,7.69,6.38
"Oceanside","CA","San Diego","San Diego",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.03,29.63,29.13,24.75,22.22,21.05,12.82,20.41,16.92,17.91,15.09,11.59,11.76,10,11.11,13.41,14.17,18.75,14.46,20.99,12.28,18.89,19.35,17.57,10.84,7.55,19.23,14.63,8.96,11.4,10.17,22,11.36,14.29,13.16,12.9,7.66,14.71,10,9.15,17.16,8.92,11.82
"Woodbridge","VA","Washington","Prince William",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.97,54.05,44.77,51.98,52.48,49.65,47.5,43.96,48.28,44.44,54.88,52.33,47.62,40.77,39.39,38.71,36.65,35.29,44.14,44.83,46.81,49.15,51.11,40,42.74,33.12,26.79,23.9,28.8,29.82,27.39,24.22,22.73,25.56,29.2,16.22,18.29,16.58,16.36,17.29,18.45,19.89,20.81,12.58,18.75,29.17,18.28,20,19.53,21.68,15.58,18.22,14.75,14.44,18.12,12.99,18.52,22.67,21.65,14.14,22.28,18.06,17.79,13.29,15.57,21.74,15.38,15.85,17.78,15.82,19.19,13.33,22.29,20,16.08,12.3,20.83,21.27,17.73
"Ocala","FL","Ocala","Marion",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.14,46.67,35.19,36.84,31.19,40.38,40.98,35,41.26,31.03,39.76,44.64,40.91,41.18,37.07,36.67,42.86,51.09,46.85,50,48.48,47.37,41.98,52,49.48,49.07,51.82,50,50.46,56.3,57.58,56.14,57.76,59.18,47.32,46.53,53.68,43.24,51.09,54,49.17,57.02,57.25,51.91,56.07,55.66,47.41,55.28,50.29,49.48,55.17,51.34,39.34,49.21,46.05,48.03,45.65,43.61,34.64,47.85,45.08,47.62,38.8,38.91,37.89,35.26,37.44,37.5,36.08,31.3,34.48,34.63,36.93,37.33,32.94,34.39,35.06,34.5,34.33,27.37,25.1,28.57,29.05,29.58,29.75,31.67,28.04,36,24.51,27.36
"Boise","ID","Boise City","Ada",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.5,29.51,31.58,28.79,26.92,30.34,30.49,24.14,29.63,27.45,25.76,28.21,25.93,35.38,25.96,27.93,31.65,32.12,19.85,23.47,25,18.56,11.83,16.67,25.35,25.45,24.6,13.94,15.53,17.98,12.87,18.64,14.88,10.78,18.63,11.67,13.75,13.76,17.61,20.86,17.84,16.23,19.85,15.13,13.22,19.69,20.8,20.43,15.15,13.18,11.17,16.3,14.11,13.52,9.42,13.12,12.27,18.97,13.41,11.36,11,15.72,16.67,16.42,12.35,13.94,10.71,17.61
"Huntington Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.14,22.73,25.96,14.44,16.3,17.98,20.24,14.29,13.85,16.9,17.54,27.45,13.89,13.64,7.89,11.39,15.87,13.64,11.76,19.51,13.43,12.07,14.29,10.17,13.95,12.26,8.08,13.27,16.36,4.55,7.22,9.46,9.68,11.36,12.12,11.59,5.21,4.17,7.78,7.38,9.09,10.85,7
"Newport News","VA","Virginia Beach","Newport News City",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.58,25,20.38,24.18,30.43,30.39,30.2,25.7,24.9,24.18,28.81,21.98,23.58,24.19,33.62,26.13,31.25,31.68,37.5,34.65,30.82,35.47,31.61,30.54,28.04,22.93,20.29,20,28.1,29.31,33.03,26.35,33.54,30.87,26.07,30.37,32.47,26.9,26.67,19.23,25.22,20.25,27.17,23.08,25.6,26.62,22.82,21.99,22.45,20
"Tempe","AZ","Phoenix","Maricopa",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22,25,29.41,20.39,19.63,19.17,20.45,17.12,18.82,18.39,18.68,19.75,5.3,13.4,20.62,15.57,23.97,17.91,10.39,12.87,10.67,16.67,20.56,16.84,19.75,16.81,16.11,11.54,11.18,16.03,22.38,19.47,26.67,14.12,16.81,13.68,17.17,14.75,10.79,14.29,12.9,18.24,15.22,10.16
"Vancouver","WA","Portland","Clark",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.77,46.67,43.18,48.57,37.18,37.35,40.18,36.7,41.82,37.5,36.9,39.08,31.31,28.17,27.14,36.46,31.25,25.66,26.27,25.97,31.25,26.77,23.08,23.46,20.48,20,29.09,29.35,20,30.99,23.74,19.53,20.47,16.79,27.01,15.56,22.77,18.07,18.31,14.39,18.99,14.01,13.79,18.92,10.84,11.45,10.69,4.58,6.34,7.14,4.4,5.77,5.33,6.81,3.93,3.95,3.33,2.56
"Pueblo","CO","Pueblo","Pueblo",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.45,28.26,28.42,26.47,24.49,27.5,25.23,32.43,26.44,28.38,22.97,23.66,28.3,19.38,16.04,27.86,26.27,32.69,21.31,19.18,25,28.36,17.05,18.27,28.28,18.25,22.05,15.7,15.71,24,13.14,22.92,18.69,14.29,22.06,23.01,16.93,19.86,15.82,16.27,15.7,10,9.68,22.12,9.23,9.09,8.91,11.45,8.33,6.25,10,8.03,7.98,6.25
"Fredericksburg","VA","Washington","Spotsylvania",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25,33.33,26.44,26.9,23.49,21.26,29.69,23.77,31.18,20.37,21.31,16,18.18,28.85,19.71,23.53,23.98,21.74,25.76,22.22,18.56,20.86,28.09,29.41,22.5,23.19,22.09,24.31,21.78,23.5,24.85,35.95,28.18,24.56,27.18,29.27,28.46,26.11,24.88,21.78,21.11,19.5,20.66
"Clarksville","TN","Clarksville","Montgomery",67,11.7,11.54,6.45,6.52,20.4,7.5,11.34,7.49,9.42,12.69,3.7,15.09,10.08,14.05,11.8,8.7,9.94,11.18,5.61,7.39,10.62,11.11,4.1,13.39,10.57,10.28,10.57,14.47,11.48,9.66,11.86,10.5,10.44,12.78,10.45,10.69,6.15,11.03,6.14,6.28,5.06,8.87,6.42,7.78,8.55,12.33,6.81,12.92,13.3,16.18,11.41,11.22,10.42,5.26,6.25,5.99,5.46,5.96,7.18,9.95,8.38,8.94,9.09,6.51,5.23,4.18,5.25,5.6,5.47,7.4,9.21,7.55,6.04,6.94,4.43,6.71,3.98,4.86,2.46,6.19,6.69,8.88,10.63,14.13,7.74,9.39,12.74,15.17,10.08,18.1,14.16,16.11,15.91,15.89,19.74,24.62,10.42,15.38,10.1,12.81,7.47,11.55,11.49,12.5,14.34,17.27,18.72,20.59,6.2,6.67,4.68,9.26,7.37,7.54,8.64,13.33,17.5,12.59,11.86,14.78,15.38,12.37,14.19,13.89,10.92,9.56,11.89,10.29,9.77,14.46,14.62,15.69,13.74,14.53,12.43,7.73,13.9,7,12.85,16.48,14.11,12.39,17.68,14.29,17.82,19.8,10.83,16.67,15.34,19.08,14.54,15.98,19.75,15.19,18.02,20.93,19.05,26.43,19.87,16.35,20.13,12.61,11.66,19.59,20.5,20.13,18.12,19.39,12.5,16.22,18.07,16.98,15.35,14.12,15,23.91,22.47,19.54,18.6,14.69,20.86,22.07,16.02,16.48,13.98,16.1,9.95,16.89,20.45
"Peoria","AZ","Phoenix","Maricopa",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.16,31.14,25.4,32.96,41.1,33.82,26.47,25.26,26.37,22.95,23.08,28.88,31.09,31.41,22.88,27.4,28.57,24.41,22.28,27.68,23.65,26.51,25.26,21.2,25.16,17.79,18.8,15.19,15.84,19.3,17.8,12.23,20.41,8.65,16.67,14.44,16.34
"Fairfax","VA","Washington","Fairfax",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.91,37,28.32,25.53,27.98,26.17,24.81,31.97,25.69,28.57,31.82,36.84,33.61,28.67,30.91,25.69,27.14,27.46,23.85,24.44,28.89,25.66,30.95,35.59,28.03,27.1,32.21,21.85,20.42,27.5,29.47,29.47,26.27,31.78,25.71,30.65,20.8,19.33,26.63,19.1,31.43,19.43,22.88,19.58,17.99,17.65,26.14,18.46,16.09,17.39,16.87,18.82,19.37,16.96,17.86,16.43,15.32,16.24,10.96,16.48,17.05,18.95,20.56,13.89,18.75,17.32,14.39,22.31,16.67,16.9,15.73,22.83,13.28,18.29,14.93,13.82,16.32,17.68,13.01,20.45,12.93,20,17.95,27.72,15.09,15.72,15.45,9.04,6.62,9.09,8.11
"Boynton Beach","FL","Miami-Fort Lauderdale","Palm Beach",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.74,38.43,39.25,39.3,35.21,33.2,26.17,29.5,28.08,26.17,29.07,27.63,24.51,24.4,28.57,28.79,22.76,22.17,27.5,21.7,22.34,24.89,25.62,17.69,21.74,24.07,21.86,19.86,18.21,20.7,19.44,20.96,20.1,16.97,15.65,18.12,14.59,20.14,15.87,14.97,12.18,13.33,11.54
"Salem","OR","Salem","Marion",71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.29,37.8,31.33,25.24,33.04,36.17,29.29,34.65,30.63,26.6,22.99,28.77,42.42,31.25,29.79,24.63,26.61,28.79,22.4,28.47,22.58,24.21,17.29,21.05,26.74,23.2,16.15,15.79,12.97,17.44,16.96,16.37,12.32,14.29,13.04,12.12,19.47,11.28,7.01,7.87,6.75,4.48,7.6,4.71
"Hollywood","FL","Miami-Fort Lauderdale","Broward",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.48,51.94,46.53,51.14,51.38,52.69,44.88,40.86,48.81,46.83,42.03,44.25,45.97,36.8,44.12,44.14,49.54,43.24,45.24,41.82,43.59,40.6,35.76,33.12,29.79,36.24,31.76,25.58,37.5,31.97,34.92,36.29,38.61,29.37,27.5,32.18,33.08,26.54,27.27,25.83,28.78,26.09,21.74,27.59,19.44,18.75,21.94,24.11,22.37,15.17,19.7,19.64,20.15,19.17,16.88,17.76,19.33,14.97,17.78,16.31,17.34,14.89,16.67,14.47,11.88,15.27,16.76,11.88,19.01,18.9,16.17,8.81,11.61,16.49,10.64,12.35
"Lakewood","CO","Denver","Jefferson",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.72,26.9,28,24.14,27.5,22.56,20.13,27.59,23.64,23.66,17.72,15,16.79,20.81,18.09,21.33,17.62,11.41,20.11,13,17.29,27.54,15.19,15.09,13.73,15.24,10.17,9.42,10.23,5.13,6.54,9.09,8.33,4.6,16.05,6.15,3.07,5.79,2.36,1.67,2.55,2.65,1.21,0.95,2.73,3.7,3.23,3.62,7.19,5.75,2.98,2.01,1.29,3.49
"Alexandria","VA","Washington","Alexandria City",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.26,21.58,21.3,19.16,28.03,21.67,18.9,21.71,22.64,20.29,12.5,20.72,20.44,18.92,23.28,17.39,30.17,27.78,26.58,24.75,28.95,25.81,32.93,34.17,24.14,29.08,25.17,28.28,32.65,30.1,21.1,25,22.22,24.05,26.03,30.7,21.24,22.65,19.4,20.25,25.31,14.41,20,18.83,23.45,18.81,16.81,17.22,18.56,19.62,16.52,15.91,19.38,17.36,16.45,25.41,25.19,12.68,19.28,18.52,21.47,16.67,15.09,15.62,18.07,15.67,14.56,23.08,17.29,13.64,18.52,13.33,20.48,13.88,20.43,16.32,17.47,16.05,19.26,13.82,19.69,18.67,20.45,19.05,13.5,21.1,12.08,6.67,6.98,17.14
