"RegionName","State","Metro","CountyName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"New York","NY","New York","Queens",1,1.67,1.89,1.55,2.66,2.51,5.48,2.61,0.99,1.38,1.64,1.85,2.07,2.51,2.25,2.06,1.55,1.67,1.93,2.72,3.56,1.74,1.29,1.79,0.89,1.83,4.5,1.69,2.47,1.91,1.56,1.91,1.69,1.24,3.32,0.54,1.34,1.29,1.94,1.68,1.36,1.46,2.04,1.65,1.68,1.78,1.21,1.35,2.45,1.88,1.7,2.14,2.34,1.83,3.34,2.41,1.37,2.27,2.24,2.78,1.8,1.98,2.22,2.54,2.29,1.86,1.96,2.43,2.57,2.77,2.58,2.53,2.58,4.19,3.29,3.03,3.72,3.14,3.55,3.05,3.31,2.81,3.43,4.79,5.27,5.32,5.24,6.62,7.25,6.35,5.59,6.41,7.69,6.2,7.07,7.47,10.9,9.97,13.57,13.33,15.04,14.05,16.3,20.12,17.29,16.82,15.71,16.04,14.82,15.56,19.26,18.41,17.83,16.99,14.88,15.45,18.36,16.87,16.82,14.5,13.13,20.63,16.61,17.07,16.58,20.33,15.3,15.36,17.99,16.03,20.5,17.55,19.11,19.26,21.38,18.76,20.94,17.59,17.98,17.84,16.95,16.84,17,16.5,16.37,16.79,21.04,17.41,17.96,12.68,13.86,13.41,12.9,12.94,12.39,12.63,12.15,11.26,12.62,10.77,11.87,10.47,13.37,8.35,11.64,9.15,10.85,10.03,8.62,10.3,10.42,11.07,9.99,10.16,8.53,6.5,7.96,7.63,7.54,7.73,7.29,7.92,7.36,7.97,7.67,9.28,6.5,5.96,4.36,5.17
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.82,29.46,28.96,27.77,28.76,25.91,28.11,27,24.17,21.8,21.61,18.5,19.16,15.31,14.35,13.72,13.54,12.94,15.18,15.17,12.57,12.61,11.78,10.46,10.64,9.63,10.45,9.39,8.44,9.47,8.45,8.9,8.73,10.7,7.53,8.91,7.27,6.07,6.52,7.07,7.26,7.19,5.11,6.34,6.42,6.98,6.67,5.87,3.82,5.94,4.74,4.77,5.03
"Chicago","IL","Chicago","Cook",3,2.58,2.18,2.02,5.49,1.76,2.91,2.82,2.38,2.03,2.7,2.32,1.58,3.47,2.75,4.06,3.59,3.26,2.4,2.1,1.98,2.01,2.44,3,2.55,3.14,4.64,3.08,4,3.94,1.79,2.94,4.49,2.91,3.43,4.48,3.62,3.2,4.3,3.48,3.2,3.62,3.15,3.86,3.29,3.24,3.36,3.61,3.69,3.49,4.05,4.32,3.86,3.72,4.24,4.01,3.78,4.13,3.71,4.5,5.54,4.63,4.82,4.7,4.14,3.89,5.07,5.98,4.27,4.79,6.57,5.91,7.73,6.43,6.61,6.28,7.81,6.49,6.36,6.74,6.74,7.89,9.34,9.91,12.03,10.89,17.93,14.91,15.12,15.98,15.74,14.13,15.51,14.62,20.15,22.2,24.74,31.14,34.83,35.33,35.32,33.17,32.73,31.42,34.23,33.1,32.02,38.1,38.13,41.59,48.65,45.28,42.24,42.36,42.23,40.97,46.53,43.12,49.62,45.86,48.35,49.92,52.99,50.99,50.95,55.19,49.17,49.12,49.91,51.49,48.81,51.61,52.26,54.73,52.43,57.85,59.28,56.26,58.98,55.82,56.33,51.71,54,51.38,51.04,56.15,57.01,59.4,51,48.76,47.16,41.75,41.55,43.13,40.71,38.16,37.95,37.75,40.88,37.88,39.78,35.14,31.79,31.91,30.33,28.95,31.07,29.88,29.83,30.49,30.96,33.33,27.99,29.17,24.92,26.04,23.87,24.78,23.28,27.12,25.66,26.69,27.55,23.26,23.08,24.47,23.56,23.57,21.35,24.21
"Philadelphia","PA","Philadelphia","Philadelphia",4,3.01,3.98,2.23,2.57,3.19,3.15,3.03,1.83,2.28,2.06,1.78,1.76,2.28,1.72,2.2,2.36,2.36,2.42,2.07,1.9,2.01,2.05,2.49,1.91,2.17,2.5,2.51,2.45,2.53,2.45,2.23,2,1.74,2.63,3.11,3.31,2.33,2.67,3.46,2.82,2.79,2.3,2.5,3.29,2.72,3.51,3.74,3.16,3.5,8.09,7.17,8.78,6.49,6.25,4.31,6.22,6.48,6.27,6.03,4.82,6.39,7.9,7.33,7.61,6.12,5.57,5.14,6.39,7.01,6.09,8.73,9.33,11,11.07,11.02,11.22,8.98,8.14,7.09,7.8,7.55,8.9,11.42,9,9.89,12.66,9.59,11.32,7.75,9.66,7.35,9.12,10.5,10.28,10.14,13.42,12.5,14.77,13.02,14.37,10.81,15.7,11.25,11.96,13.06,11.21,11.55,9.92,13.41,14.16,10.85,12.5,10.74,11.26,12.78,13.9,13.31,12.76,10.5,16.39,14.52,16.04,16.39,19.71,16.05,14.19,15.84,14.73,13.8,14.84,16.82,15.67,14.25,16.99,16.88,15.02,17.55,20.41,16.77,14.86,12.43,17.93,16.93,16.03,15.53,19.03,19.2,15.92,17.79,15.7,17.19,18.1,17.41,16.85,16.61,17.92,18.02,15.11,16.25,14.72,17.4,13.79,16.12,16.38,15.28,12.94,14.4,15.68,14.78,18.46,16.96,16.5,16.32,16.7,15.35,16.61,14.72,15.32,14.55,14.76,14.78,16.26,16.7,17.08,14.29,12.35,12.98,13.18,13.89
"Phoenix","AZ","Phoenix","Maricopa",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.05,51.75,45.64,46.11,44.52,37.31,36.76,41.79,31.43,37.03,24.14,32.1,30.76,25.4,29.66,24.81,23.38,22.27,23.16,21.79,24.79,23.84,16.69,18.61,18.24,18.8,15.96,20.45,16.79,19.02,14.98,20.11,14.61,19.55,17.45,17.89,25.43,16.49,23.62,17.34,16.16,13.39,12.44,14.86,15.78,14.72,16.13,14.36,13.46,10.4,13.74,12.65,12.26,11.98
"San Diego","CA","San Diego","San Diego",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.86,29.4,33.8,40.69,40.58,44.47,46.23,44.79,46.13,42.43,43.74,38.27,36.19,36.32,41.43,41.08,39.02,39.35,43.79,50.22,40.5,43.76,41.64,41.84,39.23,37.04,39.06,43.44,40.78,39.97,45.52,42.82,40.95,40.92,45.42,45.93,39.3,48.49,43.63,47.8,42.38,45.9,51.02,50.22,42.13,41.85,36.39,42.92,38.07,41.54,41.4,37.27,44.86,37.99,35.19,39.23,28.27,26.96,25.83,21.5,22.83,20.62,19.27,24.32,20.58,24.67,21.59,20.86,17.14,16.8,14.2,18.09,17.66,14.15,14.64,15.76,17.75,19.9,13.78,14.16,14.37,15.32,13.89,12.9,12.65,14.99,13.15,10.67,12.42,11.73,11.47,11.75,9.13,10.61,9.63,9.69,10.76,10.19,10.5
"Dallas","TX","Dallas-Fort Worth","Dallas",7,4.26,2.4,2.23,2.81,3.9,1.17,2.73,2.51,2.71,1.46,2.56,3.94,3.9,3.02,2.52,3.09,2.98,2.57,3.96,5.96,2.25,2.99,3.37,3.68,2.57,4.02,4.66,3.83,3.77,3.02,3.04,4.36,4.23,4.28,6.5,2.52,2.33,1.29,2.48,2.29,3.25,3.76,2.17,1.34,2.12,1.53,2.12,1.79,2.27,1.73,13.25,2.61,3.88,3.77,2.67,3.73,1.87,1.8,5.51,4.68,3.85,2.45,2.93,4.5,4.08,4.81,4.13,2.39,5.14,5.51,5.29,4.18,7.53,8.67,6.85,4.3,5.61,4.4,3.89,3.75,4.93,4.99,8.5,6.07,9.66,9.04,8.17,6.22,7.99,10.86,10.66,7.03,10.4,17.4,12.92,14.93,12.41,17.82,10.71,11.28,13.69,17.08,12.67,15,11.42,14.24,12.33,12.69,11.38,14.94,19.1,18.83,17.78,19.14,18.69,20.79,18.6,22.91,23.51,24.05,24.75,24.45,20.45,23.72,20.98,26.37,24.94,23.91,30.32,29.64,24.92,23.17,31.49,31.5,28.89,23.52,27,28.82,24.71,22.04,23.33,27.8,25.64,19.79,28.48,22.94,20.88,17.85,18.8,17.2,15.83,13.26,17.55,18.13,17.57,20,18.73,14.54,17.1,13.31,15.73,15.8,14.01,11.26,13.6,17.45,13.35,11.13,13.9,12.06,12.48,10.74,11.08,14.4,15.46,16.5,15.56,13.73,13.54,6.63,9.86,8.23,9.32,11.04,11.66,5.31,3.14,1.27,1.7
"San Jose","CA","San Jose","Santa Clara",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.43,33.87,45,37.6,38.66,33.86,33.51,38.07,35.32,37.6,36.26,41.94,39.86,42.97,40,32.18,41.31,34.23,36.41,39.66,41.3,45.56,36.17,48.37,46.74,46.52,45.54,41.45,38.14,38.4,38.42,42.86,47.72,46.3,48.73,54.95,43.57,40.51,36.89,36.81,32.94,35.57,30.73,31.06,31.59,29.65,31.6,29.73,32.73,20.47,17.63,13.93,12.53,13.67,12.89,11.27,13.27,10.88,10.26,10.25,11.07,7.97,6.64,7.39,5.03,6.08,7.14,7.79,4.88,6.9,5.95,7.36,5.13,6.11,2.88,3.03,3.95,2.29,2.05,3.16,2.94,3,4.25,3.47,2.03,1.87,1.88,1.2,1.78,2.3,2.3,1.4
"Jacksonville","FL","Jacksonville","Duval",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.22,53.72,54.89,55.26,50.48,52.98,45.7,51.24,48.8,48.56,57.91,59.64,56.4,57.39,56.71,54.65,53.85,51.19,53.52,51.58,48.6,51.61,51.75,49.72,47.81,46.88,42.03,40.58,38.92,29.32,35.77,40.9,38.62,41.19,38.75,33.41,38.7,30.36,34.04,28.2,36.8,37.28,35.47,35.65,34.09,40.05,33.33,32.67,31.55,29.52,25.19,27.9,27.1,27.43,25.77,25.93,33.23,28.95,29.08,27.3,27.06,26.17,23.26,22.83,22.07,21.67
"San Francisco","CA","San Francisco","San Francisco",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69,30.64,31.4,28.14,28.99,28.44,25.93,29.09,37.67,27.66,25.18,25.55,17.3,20.55,16.72,14.32,21.2,14.96,14.19,14.55,16.28,13.33,13.52,8.84,9.7,4.7,6.8,5.69,5.42,2.59,5.26,6.25,5.45,3.98,2.82,3.42,2.55,3.37,2.33,3.15,4.13,3.89,3.21,4.02,4.55,1.94,1.76,2.94,2.14,3.16,2.17,0,5.5,2.81,1.32,2.35,0.82,2.63,3.21,2.78,1.53,1.91,0.77,1.17,3.23
"Fort Worth","TX","Dallas-Fort Worth","Tarrant",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.25,28.89,26.74,36.79,26.97,34.96,28.52,30.11,31.23,30.04,31.72,35.87,31.46,36.63,35.84,32.17,36.39,39.94,34.64,32.15,38.34,34.52,34.92,36.78,41.92,41.53,34.18,33.13,39.69,36.81,33.73,39.34,37.12,35.16,35.71,41.2,37.5,36.21,32.94,37.87,35.24,32.05,32.77,28.98,30.49,28.72,29.96,27.11,26.09,23.53,22.5,23.68,21.61,24.81,25.66,22.47,25.87,24.57,17.89,22.22,19.6,17.89,21.84,16.03,17.14,19.09,16.31,19.6,15.86,16.22,14.56,14.04,11.59,9.04,13.86,15.6,13.8,4.89,4.24,5.75,2.09
"Memphis","TN","Memphis","Shelby",12,3.27,3.97,3.5,2.88,3.05,3.57,3.83,3.27,2.49,4.1,7.68,4.14,4.86,4.14,4.49,5.72,4.13,3.8,3.79,3.26,3.86,4.09,5.8,5.68,6.84,8.21,7.79,6.31,6.03,5.82,4.81,5.73,4.92,6.05,4.06,4.96,6.27,5.4,9.56,6.27,4.55,5.05,4.04,5.66,5.42,5.21,5.77,4.08,5.93,6.37,5.51,9.29,6.98,5.12,7.91,7.44,9.12,7.23,7.22,9.73,10.87,12.25,8.9,10.05,8.89,6.88,6.73,6.74,8.54,8.83,9.73,11.02,12.21,13.78,11.61,14.78,7.75,10.27,10.39,9.77,9.6,14.72,16.82,15.33,17.81,14.29,21.3,17.65,15.46,15.83,14.69,17.45,20.59,22.34,29.53,27.89,22.99,33.33,31.07,29.33,31.42,36.63,21.91,30.89,31.17,31.23,33.68,33.7,26.19,32.98,37.5,28.22,36.81,31.67,38.49,32.84,42.65,38.79,37.44,37.72,36.46,51.06,47.11,40.95,42.44,42.57,46.09,42.2,46.56,46.89,43.52,46.6,39.18,44.84,38.18,41.39,35.42,36.66,34.54,41.41,34.46,42.74,35.94,40.64,37.56,45.58,36.49,41.54,41.75,37.43,38.29,31.33,38.22,39.73,40.71,35.97,39.92,41.84,35.9,36.87,36.9,34.62,35.6,36.92,36.91,36.68,42.17,33.71,32.91,40.77,36.68,31.83,33.25,32.87,28.81,34.17,26.97,31.66,35.86,25.95,36.15,35.62,36.62,30,32.47,28.87,22.26,33.77,23.79
"Charlotte","NC","Charlotte","Mecklenburg",13,2.94,4.93,4.12,3.85,3.98,4.34,4.32,5.35,6.42,7.71,6.29,5.7,4.96,7.61,6.82,7.27,7.38,6.77,7.4,6.19,7.48,8.94,8.63,9.55,10.62,10.43,10.69,11.57,10.68,8.91,11.06,10.15,10.37,10.65,13.54,18.65,12.3,14.93,12.5,19.54,10.43,9.95,10.19,12.38,15.17,14.85,12.18,14.45,12.89,14.33,11.58,13.98,11.87,12.62,13.85,14.33,15.82,13.04,18.27,19.06,15.34,14.15,13.77,14.08,11.17,10.55,11.83,10.84,11.19,9.06,10.52,9.83,11.07,11.32,10.87,9.75,9.01,9.16,8.7,9.48,13.12,12.21,15.9,17.83,20.2,20,22.82,19.66,18.72,15.41,17.21,22.03,24.13,26.21,35.26,30.57,35.71,33.7,31.3,34.55,36.02,29,30.89,34.16,33.79,36.13,37.7,41.48,34.16,42.05,43.56,39.76,36.38,37.5,41.81,37.14,42.32,42.86,45.91,45.43,45.7,45.81,47.8,44.42,46.4,42.86,39.81,47.83,41.43,46.72,44.57,51.74,53.65,49.51,50.32,46.89,46.05,43.21,32.95,41.89,43.21,42.13,42.5,37.54,42.8,40.09,39.94,41.35,37.55,34.66,33.41,35.63,36.08,33.74,32.77,34.69,37.79,36.46,32.16,31.76,28,29.17,30.99,31.2,30.24,28.45,30.39,30.48,27.2,26.01,21.64,21.39,19.78,20.05,24.21,23.45,21.93,19.75,19.46,20.3,21.47,19.01,19.1,16.1,14.41,12.52,14.13,14.15,14.21
"Boston","MA","Boston","Suffolk",14,3.31,3.98,2.25,1.73,1.68,3.49,2.41,1.34,2.51,2.69,4.06,2.93,3,3.31,1.97,3.45,3.01,1.32,1.03,2.74,1.49,0.79,3.78,2.26,3.55,6.67,2.96,2.99,3.08,3.54,2.91,3.21,3.41,11.75,4.19,8.06,6.96,6.94,6.81,3.88,4.31,5.56,4.8,4.91,4.69,6.51,5.66,5.72,11.19,8.2,7.35,5.1,4.22,1.27,2.24,1.4,2.33,3.02,3.17,2.91,2.99,5.12,6.41,5.83,7.75,4.98,6.18,6.91,13.24,17.2,14.93,18.07,15.96,12.5,14.08,11.76,12.25,12.17,10.31,8.84,11.71,12.41,14.29,19.11,19.6,22.93,19.52,15.12,10.35,13.95,12.9,12.53,17.22,18.94,15.79,13.4,19.72,19.53,15.68,16.92,17.13,17.43,14.13,18.24,18.82,13.83,16.83,16.72,23.81,26.44,21.46,19.12,19.8,20.92,19.82,20.29,21.63,21.17,24.19,18.62,21.65,27.33,28.21,25.95,20,22.12,24.59,21.68,25.52,21.15,20.09,26.13,30.05,22.7,22.15,24.77,21.82,17.8,19.91,20.99,18.43,20,20.36,21.14,22.06,21.39,20.92,16.45,9.74,11.5,11.52,11.23,13.35,12.77,9.65,6.85,8.5,8.24,9.35,4.42,4.86,5.78,4.29,4.12,6.92,4.12,10.34,5.26,5.92,7.2,6.25,5.08,3.15,3.02,2.22,2.27,3.72,1.81,2.99,2.09,2.04,1.78,1.4,1.62,0.99,2.66,1.96,2.33,3.49
"Seattle","WA","Seattle","King",15,4.69,2.4,2.8,1.79,2.52,1.17,2.71,3.21,2.61,2.55,2.62,3.05,4.26,3.89,3.3,2.86,3.47,2.35,3.6,3.27,2.74,3.4,4.52,4.64,3.42,4.14,4.8,5.28,3.34,4.29,3.51,4.31,3.3,3.02,4.55,4.78,3.85,4.39,3.1,3.22,3.27,2.49,2.18,2.19,2.36,2.53,2.54,2.39,2.89,5.02,2.52,2.32,3.13,1.75,1.02,1.7,3.35,2.25,1.49,2.53,2.65,2.28,3.09,2.83,2.18,1.33,1.22,2.49,1.65,2.19,1.99,3.72,4.18,4.6,3.97,2.59,2.59,2.91,1.73,2.27,2.83,2.78,3.77,6.32,7.25,6.18,7.09,6.15,5.57,7.43,5.87,7.99,10.7,9.69,10.76,11.85,16.76,20,13.89,17.96,13.9,17.66,16.7,19.13,16.08,16.12,16.89,20.71,22.5,25.09,22.57,19.96,23.22,24.67,20.34,26.2,22.4,25,26.2,23.05,31.94,27.01,30.11,28.5,29.57,29.03,29.41,27.36,28.68,29.13,30.64,36.66,39.05,31.68,30.75,32.1,33.09,30.89,22.84,29.73,29.75,36.63,28.57,27.19,28.66,26.12,24.39,23.32,18.62,20.03,18.46,18.22,16.28,19.16,18.2,17.35,16.96,14.96,18.26,13.94,13.6,11.79,11.94,13.99,11.98,10.4,9.85,12.18,13.13,11.76,11.51,5.47,7.43,6.7,6.21,5.52,5.1,3.9,3.73,3.13,5.61,6.07,4.58,3.66,3.36,1.62,3.27,2.21,2.24
"Denver","CO","Denver","Denver",16,1.28,1.52,1.35,0.93,0.7,1.74,1.08,1.8,1.47,1.73,1.84,1.93,2.02,2.63,2.21,1.88,2.61,1.58,2.84,1.31,1.96,2.22,2.7,2.36,4.25,2.6,3.7,6.42,5.33,4.42,4.96,3.93,4.61,4.96,4.88,5.53,5.23,5.03,5.59,3.8,5.78,4.62,4.32,5.41,4.42,4.26,7.45,5.04,7.04,5.39,5.55,6.34,7.02,5.41,6.24,6.53,6.58,7.51,6.57,10.07,10.13,6.87,8.04,13.52,12.92,10.77,8.48,9.27,11.24,10.88,11.19,11.87,13.28,21.35,11.89,9.67,6.46,10.22,11.44,10.03,9.33,10.07,14.7,21.36,20.38,16.4,15.71,17.14,19.37,14.34,14.4,15.1,19.64,18.99,25.77,23.61,26.17,23.08,25.45,22.09,22.33,18.23,20.47,22.34,21.54,21.79,23.74,25.27,28.22,25.3,26.16,23.86,20.74,26,23.69,31.07,29.81,34.4,30.92,26.92,40,40.3,29.25,32.6,33.33,26.39,33.5,29.17,33.06,31.08,31.04,31.43,39.57,35.87,32.99,33.41,25.68,21.2,24.54,23.64,19.57,22.69,24.54,20.14,16.01,18.54,17.62,15.48,13.61,11.97,9.13,11.34,12.53,11.05,12.35,10.12,11.47,10.03,10.11,7.59,7.69,7.66,6.26,6.86,6.12,6.09,6.5,6.23,7.51,7.17,3.9,4.3,2.4,4.43,4.4,3.04,2.69,2.52,4,2.37,2.16,3.81,1.45,1.54,1.64,1.76,1.76,1.85,1.3
"Washington","DC","Washington","District of Columbia",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.11,19.73,18.73,20.3,16.08,14.72,17.71,20.51,23.53,20.96,21.59,20.66,19.87,16.89,15.8,15.44,18.86,13.1,15.01,14.07,16.04,12.93,13.71,19.28,14.63,11.31,10.54,11.52,10.78,9.58,6.65,8.94,10.3,8.7,8.53,11.75,8.81,5.43,8.3,7.84,6.25,6.43,5.95,8.7,7.52,7.94,5.74,9.15,8.14,4.88,7.65,4.6,6.33,6.78,4.88,6,5.71,4.98,6.11,6.63,4.94,4.42,6.64,4.56,4.3,6.29,5.63,5.6
"Nashville","TN","Nashville","Davidson",18,6.49,6.89,4.47,6.9,6.99,4.93,5.77,5.25,5.91,7.03,6.21,6.84,7.06,7.74,6.33,5.49,5.15,4.44,4.85,5.6,6.3,6.65,6.81,8.02,6.13,8.92,7.8,6.94,4.05,4.42,3.84,3.88,5.64,4.37,6.1,4.66,6.58,7.05,5.14,4.52,4.26,4.29,3.55,4.26,3.98,4.62,5.65,5.32,6.69,5.1,4.27,4.59,3.43,4.26,4.97,4.25,4.13,2.87,3.59,3.68,4.76,4.7,3.37,4.35,3.66,3.75,3.06,4,4.31,2.86,5.19,3.14,3.33,4.62,5.18,4.79,5.16,3.33,2.93,3.12,4.55,4.68,5.01,6.87,7.1,6.77,9.23,6.73,8.75,7.38,11.19,10.16,11.06,11.28,11.63,6.11,16.36,18.04,19.92,17.38,17.3,17.72,15.38,18.75,11.48,12.58,18.85,22.31,25,22.89,23.51,19.48,18.54,18.97,22.37,27.8,29.04,28.57,30.74,34.87,31.03,30.93,31.4,30.21,28.65,37.83,29,31.31,33.5,32.95,31.46,36.39,34.72,29.28,30.97,28.53,29.21,30.36,34.15,31.39,28.04,29.28,28.32,28.28,26.41,24.62,24.78,24.75,19.41,20.16,20.15,16.64,20.52,20.85,19.46,17.54,16.47,18.1,14.29,16.61,14.68,14.75,18.49,13.41,17.4,15.06,14.74,11.93,18.33,12.76,11.11,8.95,7.25,7.28,7.94,8.05,6.38,5.19,7.83,6.36,6.51,6.9,4.84,5.75,3.04,2.22,4.72,4.55,3.31
"Tucson","AZ","Tucson","Pima",19,1.6,3.62,3.19,2.42,2.22,2.26,1.83,1.71,2.75,1.77,1.72,4.15,2.14,3.07,3.91,2.16,1.29,0.95,1.91,2.4,0.96,1.29,2,2.04,2.43,2.09,2.56,1.7,1.72,1.05,0.87,1.63,0.79,1.29,1.9,2.07,1.45,1.77,1.74,0.83,1.13,1.31,0.63,1.94,2.31,2.01,1.92,2.05,2.45,2.2,1.46,4.13,2.49,2.8,1.77,2.83,2.72,2.98,3.73,5.49,5.61,3.99,3.61,7.36,4.37,6.7,7.43,7.45,5.08,5.98,3.51,9.03,8.61,7.85,5.34,6.37,8.17,9.16,6.78,12.01,11.29,7.41,8.26,7.8,10.42,12.9,9.62,15.18,12.01,14.98,20.37,13.88,17.9,18.44,20.51,15.75,21.82,20,17.93,20.86,27.27,24.12,25,24.44,30.65,23.47,24.58,32.78,41.28,28.79,27.4,27.64,30.77,34.18,23.33,37.16,35.53,38.69,32.33,32.56,43.64,45.24,37.43,35.39,34.64,40.4,37.32,44.51,52.29,52.59,50,45.92,48.75,36.26,36.12,39.22,42.91,40.65,40.36,37.99,38.86,40.71,38.36,26.46,36.32,35.8,34.28,34.38,30.81,33.14,31.01,26.54,26.83,25.96,27.54,33.63,27.5,30.62,29.71,24.55,22.87,25.25,27.79,22.32,26.1,24.65,22.52,30.15,22.99,16.7,24.72,22.45,25.28,26.69,24.9,25.33,27.64,25.7,23.97,25.75,23.95,19.94,22.02,23.85,22.18,22.74,23.13,21.26,13.89
"Portland","OR","Portland","Multnomah",20,5.47,3.51,3.62,2.8,3.42,2.45,3.03,3.39,3.66,4.66,4.33,4.23,4.2,3.53,3.15,2.86,1.66,2.64,3.02,3.32,3.26,2.26,3.65,2.06,2.59,3.69,3.26,2.6,3.68,3.21,3.38,1.82,4.31,3.27,2.54,3.68,3.73,4.31,3.46,2.95,3.1,3.66,2.32,2.63,2.99,3.3,2.39,1.95,3.21,3.87,3.18,2.91,3.48,2.53,2.34,2.94,2.1,3.23,3.01,2.63,4.28,4.36,2.66,3.06,2.89,2,1.12,2.35,2.74,2.74,3.33,4.5,3.02,2.44,3.57,2.67,2.96,3.34,2.43,3.34,3.41,4.33,5.16,4.57,6.31,4.23,5.93,6,4.5,6.75,6.29,7.68,8.94,8.29,12.17,12.82,14.55,22.27,15.36,15.65,13.56,13.28,14.59,13.4,14.14,14.74,15,17.59,23.11,20.97,14.88,15.2,14.1,17.56,19.75,19.71,20.92,17.74,20.25,20,27.94,25.4,23.44,22.22,22.12,24.29,23.08,22.13,20.9,26.56,21.91,27.32,27.92,27.19,25.88,23.81,21.82,26.62,22.16,25.14,23.29,23.7,23.42,22.8,20.26,19.44,21.84,18.73,17.52,13.61,13.2,11.99,13.79,12.64,13.02,12.85,9.84,9.71,12.75,11.14,11.72,9.67,9.84,10.16,7.91,7.92,10.46,9.15,11.43,9.01,8.64,9.13,5.37,5.41,4.67,4.95,3.78,4.97,3.36,4.5,5.1,6.53,1.94,2.79,1.9,2.15,1.94,2.62,1.47
