"RegionName","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650000,659000,650000,675000,649000,697522,709900,715000,712000,710000,719950,710000,719000,671250,675000,727000,749994.5,750000,780000,789000,779000,787069,789000,799000,799000,795000,799000,799000,799999,807000,8e+05,819000,829975,821000,829000
"Houston","TX","Houston","Harris",2,205000,215000,223000,225000,219900,220000,219000,215000,233200,227000,225000,216900,214900,218351.5,219950,224900,225000,225600,223990,218990,204500,199900,189900,199500,199900,209900,219000,228450,225240,230000,229500,224997.5,225000,224900,236500,235000,239781,249900,259300,260000,265000,269900,269000,269700,269900,282500,285000,279900,288745,299000,294954.5,306900,314425,319000,326990,330000,343920,338500,339999.5,350000,362945,375000,385000,399750,399495,389900,389900,395000,393371.5,399900,399900,399000,411629,399990,409995,408900,415000,409000,4e+05,399000,399000
"Philadelphia","PA","Philadelphia","Philadelphia",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189949.5,195000,190000,189900,198950,209000,211950,209250,199900,199900,199000,189900,187900,184000,185900,189900,199000,199900,196900,190800,185500,184900,178937.5,183500,179900,174949.5,179900,178800,179899,189900,185900,189900,189450,184900,189900
"Phoenix","AZ","Phoenix","Maricopa",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285000,279700,275000,284950,299111,299000,295000,297000,285900,293245,289995,289950,299500,299900,299931,305000,320000,325000,329400,330000,325000,329500,329900,335000,342990,339900,344995,349900,349900,349000,342500,349000,350000,340000,340000
"Las Vegas","NV","Las Vegas","Clark",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,238657.5,234900,234900,244900,246800,249900,250000,257990,259700,260000,264900,260000,265000,265635,269900,275000,281302.5,289900,285000,289000,289900,289900,289900,289900,289900,289999,289900,298375,299900,303070,3e+05,299990,304700,305000
"San Antonio","TX","San Antonio","Bexar",6,189900,192000,195000,195668,198000,198455,198000,195000,199900,199900,195000,193900,189999.5,191582.5,192000,195000,199900,199950,199900,195000,187000,185000,181945,179900,183950,182400,185000,189850,194043.5,195992.5,192000,190000,194000,199500,210000,209500,212484,219990,225000,229900,229990,230000,229900,230000,236000,241564,239990,249925,250000,256477,257000,258160.5,259970,256490,254950,259995,259000,256495,254945,265000,268499,268490.5,256733.5,264900,265000,265900,265990,265000,267990,262990,261990,263990,269000,266990,269900,269990,269995,274999,274900,274900,274990
"San Diego","CA","San Diego","San Diego",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675000,675000,657000,669400,693000,725000,725500,739000,739000,729900,749000,739900,750000,737000,739000,735500,785000,8e+05,819000,785000,815000,824944.5,820000,799000,795000,816276.5,822944,849900,849950,839450,850000,849900,849000,839777,827000
"Dallas","TX","Dallas-Fort Worth","Dallas",8,319950,329000,334500,339000,335000,329900,324900,313000,322000,309900,299900,289000,277000,279000,282990,289000,310000,3e+05,289900,272000,269900,279000,274980,274650,274850,289000,299899.5,314900,325000,329000,328500,315000,299900,309250,346900,349000,349900,350000,375000,385000,389000,390000,399000,399000,387980,382000,385000,376990,365000,372000,397500,425000,425000,419450,429000,435990,429000,430000,430000,425000,424900,450000,479950,495000,475000,469000,479000,475000,483000,485000,491500,479900,475000,495000,515000,525000,535000,544900,539450,525000,535000
"San Jose","CA","San Jose","Santa Clara",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,729950,729850,699000,749000,771500,789340,788000,799000,799000,785000,789000,799000,784806.5,759999.5,768944,792497.5,829999,824999,850000,865000,865500,849440,850000,849000,840000,849440,868000,899888,925000,899875,899000,928400,910000,899000,888000
"Jacksonville","FL","Jacksonville","Duval",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212990,209000,205990,205990,203990,205000,203900,207945,211700,216990,219275,217945,217000,222900,219900,219900,215000,219000,225250,229000,230000,239000,245000,249205,245000,244900,241326,239900,239900,240000,242990,245000,249900,250000,255745,259999,254900,250000,250000
"San Francisco","CA","San Francisco","San Francisco",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799000,1650000,1695000,1595000,1492500,1499000,1695000,1698000,1649000,1699000,1899000,1967500,1895000,1872500,1737000,1699000,1749500,1895000
"Indianapolis","IN","Indianapolis","Marion",12,154900,154900,159900,159900,159900,159900,159900,159900,159900,160000,159900,150000,149900,149900,152849.5,154900,159500,159900,159900,144900,144900,154900,149900,148974,144900,145000,147500,149900,149900,152000,149900,149900,149900,147500,148750,149900,146000,154900,160000,165000,169900,174900,170000,169900,169900,169950,169450,165000,164500,165000,169000,179900,179900,182995,184700,175000,175000,175000,175000,170000,172900,177725,178250,182500,185000,188500,184900,176900,179900,178000,179899,174250,169900,165000,174900,175000,180000,187900,187900,180000,183250
