"Date","RegionName","State","Metro","County","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2016-09-30,"Huntsville","TX","Huntsville","Walker",725,973,-0.00815494393476045,-0.0181634712411705,0.094488188976378,333
2016-09-30,"Oak Lawn","IL","Chicago","Cook",726,1334,-0.0052199850857569,-0.00373412994772218,0.034910783553142,7192
2016-09-30,"Newport Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",727,3337,-0.00536512667660209,-0.0208333333333333,0.00360902255639098,10388
2016-09-30,"Ewa Beach","HI","Urban Honolulu","Honolulu",728,2231,0.00224618149146451,-0.00446229361892013,-0.0223488168273444,6223
2016-09-30,"Kissimmee","FL","Orlando","Osceola",729,1025,0.00490196078431373,0.0229540918163673,0.0927505330490405,4668
2016-09-30,"Gaithersburg","MD","Washington","Montgomery",730,1834,-0.00163309744148067,-0.0118534482758621,-0.0301427815970386,12568
2016-09-30,"National City","CA","San Diego","San Diego",731,1936,0.0157397691500525,0.0248808893594494,0.0314331379861481,2594
2016-09-30,"Pasadena","MD","Baltimore","Anne Arundel",732,1588,-0.00438871473354232,-0.00935745477230193,0.00506329113924051,885
2016-09-30,"Skokie","IL","Chicago","Cook",733,1530,-0.00584795321637427,-0.0173410404624277,0.0247823174815807,7403
2016-09-30,"Carson City","NV","Carson City","Carson City",734,971,0.0114583333333333,0.0178197064989518,0.0788888888888889,2004
2016-09-30,"Gilroy","CA","San Jose","Santa Clara",735,2737,-0.00941006152732537,-0.0108420672208168,0.0555341303509449,1314
