"RegionName","State","Metro","CountyName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Salem","OR","Salem","Marion",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.71,62.2,68.67,74.76,66.96,63.83,70.71,65.35,69.37,73.4,77.01,71.23,57.58,68.75,70.21,75.37,73.39,71.21,77.6,71.53,77.42,75.79,82.71,78.95,73.26,76.8,83.85,84.21,87.03,82.56,83.04,83.63,87.68,85.71,86.96,87.88,80.53,88.72,92.99,92.13,93.25,95.52,92.4,95.29
"Hollywood","FL","Miami-Fort Lauderdale","Broward",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.52,48.06,53.47,48.86,48.62,47.31,55.12,59.14,51.19,53.17,57.97,55.75,54.03,63.2,55.88,55.86,50.46,56.76,54.76,58.18,56.41,59.4,64.24,66.88,70.21,63.76,68.24,74.42,62.5,68.03,65.08,63.71,61.39,70.63,72.5,67.82,66.92,73.46,72.73,74.17,71.22,73.91,78.26,72.41,80.56,81.25,78.06,75.89,77.63,84.83,80.3,80.36,79.85,80.83,83.12,82.24,80.67,85.03,82.22,83.69,82.66,85.11,83.33,85.53,88.12,84.73,83.24,88.12,80.99,81.1,83.83,91.19,88.39,83.51,89.36,87.65
"Lakewood","CO","Denver","Jefferson",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.28,73.1,72,75.86,72.5,77.44,79.87,72.41,76.36,76.34,82.28,85,83.21,79.19,81.91,78.67,82.38,88.59,79.89,87,82.71,72.46,84.81,84.91,86.27,84.76,89.83,90.58,89.77,94.87,93.46,90.91,91.67,95.4,83.95,93.85,96.93,94.21,97.64,98.33,97.45,97.35,98.79,99.05,97.27,96.3,96.77,96.38,92.81,94.25,97.02,97.99,98.71,96.51
"Alexandria","VA","Washington","Alexandria City",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.74,78.42,78.7,80.84,71.97,78.33,81.1,78.29,77.36,79.71,87.5,79.28,79.56,81.08,76.72,82.61,69.83,72.22,73.42,75.25,71.05,74.19,67.07,65.83,75.86,70.92,74.83,71.72,67.35,69.9,78.9,75,77.78,75.95,73.97,69.3,78.76,77.35,80.6,79.75,74.69,85.59,80,81.17,76.55,81.19,83.19,82.78,81.44,80.38,83.48,84.09,80.62,82.64,83.55,74.59,74.81,87.32,80.72,81.48,78.53,83.33,84.91,84.38,81.93,84.33,85.44,76.92,82.71,86.36,81.48,86.67,79.52,86.12,79.57,83.68,82.53,83.95,80.74,86.18,80.31,81.33,79.55,80.95,86.5,78.9,87.92,93.33,93.02,82.86
"Eugene","OR","Eugene","Lane",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.08,69.32,75.82,73.6,63.72,69.39,67.01,68.93,78.82,68,65.22,60.87,64.1,61.9,61.86,57.78,66.39,73.75,73.81,62.99,71.43,74.11,62.03,69.74,71.43,75.7,80.54,72.83,71.68,76.05,64.9,72.41,79.63,82.57,70.59,76.62,79.82,79.44,72.46,82.9,74.56,81.82,84.13,79.74,76.07,78.76,80,76.92,82.07,79.29,83.06,83.95,83.19,83.92,85.49,86.34,90.27,85.21,81.67,86.29,83.55,85.98,92.34,88.78,93.63,96.13,85.96
"Pasadena","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.85,66.07,69.49,75,65.43,72.06,65.71,64.62,65,67.69,77.78,64.1,76.6,68.75,78.26,85,84.52,90.38,89.47,88.42,88.89,82.95,87.84,83.33,86.96,90.91,87.84,91.89,92.75,92.75,87.78,87.65,96,91.53,91.84,90,95.92,88.37,98.8,90.62,91.67,93,92.08,89.61,89.74,95.29,94,91.43,92.96,93.62,91.03,92.65,95.52,93.81,93.4,100,97.53
"McKinney","TX","Dallas-Fort Worth","Collin",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.54,62.93,50,60,64.49,58.62,54.32,51.56,51.65,62.65,64.62,69.79,61.94,64.12,65.85,63.54,69.94,73.37,74.31,69.11,72.59,66.99,71.96,77.45,74.25,84.36,82.2,86.75,84.69,86.34,85.02,86.08,86.03,81.12,80.85,83.04,90.24,88.55,92.49,92.64,90.68,92.55,91.35,89.13,92.02,88.24,90.24,90.32,91.89,96.77,91.96,91.7,92.93,89.96,91.95,85.09,89.58,92.24,95.52,97.67,94.41,86.93,94.51,97.32,97.91,97.12,96.67
"Renton","WA","Seattle","King",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.36,52.33,56.47,49.44,56.92,53.85,64.2,55.74,60,71.15,62.64,65.17,59.62,63.37,74.8,74.36,76.19,69.89,68.52,66.67,80.95,74.36,73.85,74.03,80.25,78.07,84.04,79.61,82.76,75.76,86.84,72.6,80.33,83.33,89.8,86.67,88.19,89.03,85.14,85.71,87.69,82.3,87.78,85.47,95.59,88.06,91.74,86.82,92.16,96.53,95.04,94.04,91.4
"Abilene","TX","Abilene","Taylor",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.22,99.18,100,99.31,100,98.39,100,98.86,97.1,100,100,98.96,99.11,97.52,97.89,96.55,98.52,96.4,98.08,97.37,96.15,97.56,97.67,90.67,96.34,92.78,93.58,97.06,96.9,98.13,94.62,93.02,96.88,96.1,93.33,91.38,94.38,94.44,95.42,95.61,96.97,93.62,95,93.1,92.65,88.89,90.91,88,96.39,87.32,91.21,90.35,95.74,91.09,94.74,92.11,88,89.04,90.91,87.95,90.62,94.06,91.35,88.54,94.55,96,93.83,92.86,94.12,88.64,92.59,85.86,95,96.61,95.54,91.34,95.24,91.03,95.24,88.57,95.77,96.1,90.2,95.65,97.59,91.96,94.31,94.78,96.45,94.69,92.24,97.73,95.06,94.74,86.96,95.59,93.81,94.83,91.6,90.98,92.25,87.96,96.61,92.13,89.04,96.91,97.06,98.63,96.61,95.37,92.31,94,98.81,99.03,100
"Miramar","FL","Miami-Fort Lauderdale","Broward",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.09,63.64,59.6,53.95,51.09,52.43,61.63,65.98,74.14,68.75,66.67,72.86,72.86,78.75,67.47,72.88,68.18,74.36,75,71.13,74.14,80.7,83.08,79.41,79.45,84.34,82,82.35,86.08,82.95,77.05,89.02,87.3,81.82,77.78,84.71,88.41,79.07,90.38,87.72,74.51
"Frisco","TX","Dallas-Fort Worth","Collin",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.47,71.73,70.86,71.67,66.91,66.37,62.86,63.03,67.07,64.52,74.71,76.92,80.75,84.62,81.97,81.19,86.08,89.04,86.51,86.82,84.15,82.69,88.97,86.74,90.05,89.92,90.79,91.87,90.81,91.89,94.74,90.18,84.78,89.47,92.94,89.14,93.41,85.31,91.96,88.24,88.78,93.22,87.07,94.59,94.95,89.9,90.52,86.67,90,99.23,97.33,98.91,96.3
"Falls Church","VA","Washington","Fairfax",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.75,79.27,73.96,80,83.18,75,78.22,77.03,72.94,75,79.37,68.85,71.01,80.73,82.91,79.08,85.61,86.07,81.25,85.22,85.4,83.22,87.5,87.8,87.59,85.34,85.64,88.44,89.66,82.71,88.54,89.32,91.11,84.62,85.71,91.18,87.34,90.82,88.24,87.97,90.08,93.55,94.79,93.2,94.03,88.54,93.15,90.28,88.89,87.37,92.97,92.86,90,87.69,95.65,89.11,89.66,82.18,83.58,90,90,89.52,86.01,92.62,93.55,93.14,97.83
"Thornton","CO","Denver","Adams",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.17,55.45,51.9,61.05,53.66,59.02,59.18,66.94,74.42,72.19,78.42,76.54,73.38,72.41,71.77,74.17,69.57,66.15,80.83,75.32,84.08,87.89,84.97,91.01,91.41,88.68,92.62,90.91,90.79,93.06,92.73,95.86,96.55,96.97,96.94,98.4,98.33,98.04,97.44,98.01,95.45,97.98,97.04,99.28,99.4,99.42,100,97.95,97.8
"Westminster","CO","Denver","Adams",85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.71,59.8,68.42,62.59,68.75,73.21,65.98,62.82,74.24,67.61,75.73,71.2,82.01,80.25,83.45,78.17,81.82,86.82,89.22,89.66,75,84.91,85.56,88.29,91.27,92.81,90.51,88.96,90.62,93.2,95.65,96.81,94.59,93.98,96.69,94.07,98.21,98.88,97.07,96.52,95.76,98.1,98.15,97.47,97.67,100,98.21,98.5,98.57,99.27,100,99.16,100
"New Port Richey","FL","Tampa","Pasco",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.29,54.97,60.4,52.98,56.08,58.06,60.42,60.53,57.89,59.35,61.54,57.33,62.83,56.82,68.33,64.2,52.63,56.56,64.08,67.13,64.46,72.66,61.26,63.48,74.03,64.24,72.94,69.35,66.28,70.24,66.67,77.62,74.79,75.29,66.94,68.5,74.38,74.76,73.81,80.35,82.22,77.08,74.39
"Manchester","NH","Manchester","Hillsborough",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.74,61.97,73.49,62.2,68.42,63.89,60.23,71.72,64.41,66.1,70.45,68.57,66.15,78.79,64.86,60.4,62.83,71.59,69.64,68.75,69.7,65.62,76.47,69.23,60,60,73.02,76.92,64.58,68.91,75.26,76.34,77.22,78.95,75.76,64.62,70.67,75.29,78.91,78.33,78.89,75.81,79.17
"Bend","OR","Bend","Deschutes",88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.59,69.79,66.13,68.55,78.67,72.89,71.06,69.95,81.2,86.19,79.7,76.92,71.92,75.52,76.7,75,83.67,75.98,77.58,83.08,87.44,77.16,83.23,84.49,84.31,82.11,81.91,87.5,85.62,85.47,86.06,89.04,92.08,88.73,87.11,91.84,88.43,90.91,89.47,86,94.16,90.45,93.9,94.21,93.75,98.08,94.12
"Palm Bay","FL","Melbourne","Brevard",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.39,50.6,47.47,46.46,52.53,53.1,57.8,53.93,58.1,58.57,58.67,61.54,57.89,67.9,63.22,64.95,75.79,76.77,68.67,62.63,68.22,64.06,77.06,71.43,77.94,77.89,75.93,65.98,77.17,82.3,76.47,81.34,80.51,85.88,81.58,83.12,77.11,83.47,86.99,85.83,78.31,80.49,89.13,86.36
"Springfield","VA","Washington","Fairfax",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.67,82.5,75.47,73.63,80,80.77,77.42,74.55,77.78,71.64,72.97,78.05,72.73,76.92,85.85,85.71,78.67,81.32,75,84.91,77.5,89.71,80,80.95,74.58,84.29,89.09,88.89,81.13,84.87,84.09,86.67,88.07,86.96,81.54,92.11,85.29,87.29,91.67,86.84,91.6,90.08,88.89,87.88,89.16,86.49,83.67,86.79,84.52,85.44,91.53,92.86,89.26,88,93.81,90.91,94.92,84.21,94.44,87.5,94.62,92.86,91.53,92.68,90.21,86.24,81.9,92.59,82.46,89.36,88.46,86.96,87.78,88.46,93.43,88.82,91.85,91.27,91.94
"Wilmington","NC","Wilmington","New Hanover",91,,,100,98.68,98.92,99.55,98.59,99.59,98.71,97.34,97.18,98.73,100,97.5,98.3,94.03,100,98.23,100,97.89,96.34,95.94,98.91,94.68,97.16,98.33,97.55,99.16,98.94,98.38,91.64,85.13,86.35,82.07,83.98,78.54,82,83.63,84.33,85.06,88.19,91.48,90.78,88.44,90.76,88.19,90.35,89.01,89.19,88.69,91.53,93.68,88.98,90.64,90.32,94.18,94.67,92.01,92.96,94.66,93.09,94.31,92.43,92.23,91.16,94.83,95.17,94.94,93.44,96.09,91.94,95.45,95.79,92.74,97.13,94.9,94.88,93.4,97.2,96.92,93.79,90.85,92.61,89.05,89.58,89.08,91.03,91.67,93.1,93.68,90.78,89.34,84.43,87.79,86.81,83.87,86.21,75.31,77.19,77.14,80.31,81.75,83.12,77.6,73.11,76.36,70.15,69,72.73,73.08,79.58,65.61,72.66,69.19,67.35,71.31,70.54,68.42,60.78,72.18,72.06,70.31,63.54,70.94,70.49,61.19,66.17,61.87,56.45,69.16,57.58,58.62,55.7,55.7,63.38,65.89,65.43,66.67,62.99,58.49,66.36,61.21,65.22,62.28,70.3,56.6,66.2,65.41,66.51,70.62,69.7,66.32,67.05,65.68,72.36,67.1,69.81,67,68.21,70.25,69.67,68.53,69.78,71.89,64.89,65.31,73.81,72.09,66.09,70.5,69.64,68.93,81.99,74.91,78.16,73.2,77.39,66.67,72.32,75.69,85.71,81.48,75.32,75.71,79.3,78.21,79.74,80.6,84.62
"Beaverton","OR","Portland","Washington",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.38,48.53,50,50,50.94,59.02,50,56.1,62.69,67.33,56.82,60.44,63.49,70,66.07,62.5,60.26,61.62,69.75,65.81,71.53,76.47,80.37,78.1,77.65,80.85,74.55,79.03,75.31,81.05,82.11,84.89,86.62,78.63,85.45,87.6,87.01,84.47,81.67,84.51,83.21,82.35,90.21,90.07,89.71,91.38,87.63,90.4,90.76,94.49,89.89,90.41,93.85,98.41,97.48,97,98.81,98.92,100
"Saint Augustine","FL","Jacksonville","Saint Johns",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,46.28,49.23,48.15,46.85,58.44,63.45,53.74,61.44,64,57.64,55.77,59.13,65.2,65,61.17,59.3,51.61,58.33,57.72,61.06,48.57,53.91,59.31,53.02,53.59,55.87,53.7,60.76,55.86,64.23,63.25,64.95,70.48,76.81,67.79,67.52,70.65,71.01,70.47,71.32,74.8,65.12,66.25,74.67,79.22,70.25,72.55,72.34,67.35,75.41,67.09,75.64
"West Palm Beach","FL","Miami-Fort Lauderdale","Palm Beach",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.64,58.33,54.67,63.57,65.96,66.86,58.18,71.71,62.2,62.02,64.71,62.7,66.34,59.14,69.81,70.59,69.7,66.95,70.49,76.52,66.35,72.52,82.22,67.52,72.53,74.77,74.53,79.25,75.68,72.54,74.81,75.63,76.09,73.19,82.96,78.68,69.23,83.84,72.18,80.71,83.19,80.49,77.36,88.37,78.26
"Vero Beach","FL","Vero Beach","Indian River",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.34,46.02,50.28,44.44,50,47.52,48.31,52.26,42.68,48.89,48.08,56.61,56.7,58.19,64.2,61.58,64.71,61.72,65,62.94,64.21,65.85,64.88,69.61,65.64,65.9,66.67,63.08,67.76,59.01,66.1,57.81,63.06,75.21,69.42,73.27,71.84,73.04,70.94,75.14,83.77,79.35,73.64,77.11,80.16,72.79,82.04,76.34,76.85,78.08,80.23,80.28,75.31
"Davie","FL","Miami-Fort Lauderdale","Broward",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.53,55.26,59.7,66.67,59.72,69.23,63.38,60.78,65,64.94,60.22,64.86,71.3,76.19,76.47,71.01,64.41,68.66,67.31,68.63,80,69.33,68.12,82.93,75.9,72.29,71.95,78.57,77.46,72.73,78.57,82.69,81.94,79.75,80,86.32,85.34,85.11,90,82.76,76.47,80.22,89.29,85.48,90.91,86.49,83.67,91.67,93.22,82.26,85.37
"Mission Viejo","CA","Los Angeles-Long Beach-Anaheim","Orange",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.22,67.39,76.47,69.81,68.89,61.54,61.9,57.58,66.67,60,58.14,54.76,60.66,67.69,56.25,66.67,71.01,66.2,65.57,66.2,69.23,62.79,72.5,80.43,81.54,89.06,80.3,80,88.64,85.25,85.19,85.96,75,80.39,93.33,94.29,84.78,94.12,88.68,85.33,92.98,95,90.91,88.24,97.44,86.79,89.19,87.88,91.89,90.59,95.35,96.12,90,92.42,94.29,91.55,91.07,95.59,93.48,88,98.55,85.71,90,90.43,92.45,92.71,95.24
"Centennial","CO","Denver","Arapahoe",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.28,80.56,87,88.1,84.94,89.77,93.75,92.53,92.68,98.99,95.18,89.77,94.55,94,93.02,94.74,90.77,95.05,97.34,96.91,95.07,94.07,94.38,97.83,94.67,95.65,96.59,100,99.16,98.54,99.46,98.72,97.79,98.03,98.82,99.19,98.84,95.08,100,99.24,99.21,98.91,99.34,100,100
"Riverview","FL","Tampa","Hillsborough",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.19,41.76,55.2,54.29,55.79,51.11,47.47,45.19,59.02,54.41,60.71,48.91,57.14,58.04,57.26,60.8,62.22,61.11,61.19,66.67,62.32,61.11,63.16,64.91,65.22,70.59,68.91,65.32,67.39,64.55,72.73,64.86,72.22,78.08,70.09,75.86,77.44,71.64,74.67,65.91,74.47
"Highlands Ranch","CO","Denver","Douglas",100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.14,66.97,70.34,75.9,75.84,79.63,78.03,82.88,81.9,79.57,75,82.14,84.89,83.33,91.96,91.59,93.31,97.33,96.13,93.1,96.88,93.75,96.97,96.1,98.21,98.68,97.6,96.65,99.49,97.01,97.48,94.03,95.7,100,91.04,97.3,96.99,98.44,96.79,98.48,97.65,98.26,99.42,99.4,99.09,100,97.56,97.14,99.07,100,99.26,98.79,97.96,98.55,100
"Greeley","CO","Greeley","Weld",101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.68,72.88,65.22,64.29,70,61.19,64.79,73.68,70.41,76.67,65.22,76.34,68.52,82.95,79.31,76.92,76.56,76.92,78.57,77.67,90.6,84.11,87.31,88.62,89.06,84.82,91.49,90.32,85.88,91.75,91.24,88.57,91.3,91.88,93.1,94.24,91.13,89.86,94.02,93.75,95.08,96,95.24,92.62,97.3,97.67,97.7,94
"Kennewick","WA","Kennewick","Benton",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.78,80.85,90.32,91.46,87.38,89.25,95.06,87.88,96.94,95.12,90.91,84.38,95.45,88.61,93.33,89.77,91.67,89.36,92.19,88.37,91.67,96.08,87.8,93.94,91.18,90.74,96.97,96.43,93.65,83.02,85.42,82.35,90.74,89.23,93.42,89.8,93.67,92.86,93.98,96.26,90.91,94.19,92.73,94.19,93.98,84,96,93.51,95.4,92.71,87.5,93.94,95.7,88.46,79.27,91.76,91.14,86.11,86.59,77.36,86.79,80,91.3,90.62,91.84,84.21,91.92,91.06,94.29,93.1,95.38,92.11,93.65,93.69,94.96,99.18,96.83,96.13,98.13,99.12,95.28,96.34,94.07,94.52,94.51,95.79,96.58,99.21,100,98.97,99.19,97.75
"Plantation","FL","Miami-Fort Lauderdale","Broward",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.06,42.86,56.52,55.07,61.36,51.22,57.78,54.55,61.04,56.76,54.55,59.57,59.42,57.69,55,56.92,70,74.19,71.57,78.95,73.33,67.78,80.46,75.79,65.85,72.13,79.71,78.38,84.69,82.02,75.73,79.75,84.52,83.93,80.88,81.01,82,75,76.12,85.57,93.67,83.33,79.44,85.87,82.95,79.07,79.71,94.06,92.31,86.11,90.91,88.76,87.63,85.53,85.11,85.48,86.79
