"RegionName","State","Metro","CountyName","SizeRank","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.34,62.71,57.69,58.28,62.94,60.99,60.94,62.61,60.74,70.47,59.12,70.92,71.02,79,69.01,69.19,75.82,79.17,74.01,71.59,76.06,75.71,77.44,84.54,82.81,84.21,80.19,76.89,87.75,84.66,85.49,88.39,87.42,88.77,88.37,88.48,89.18,88.18,92.86,88.46,93.84,91.72,91.57,90.44,86.56,90.48,92.11,89.03,92.72,93.85,84.47,86.54,87.2,93.1,89.63,93.5,89.44,89.16,92.94,89.81,83.13,88.16,94.44,92.17,89.8,83.67
"Franklin","TN","Nashville","Williamson",105,84.72,87.1,89.19,86.21,89.73,90.54,88.24,92.09,87.96,89.32,83.96,90.57,91.67,91.86,95.08,94.17,90.62,85.31,92.86,88.12,98.43,89.66,87.39,85.25,95.89,89.69,97.3,92.8,95.38,94.12,95.77,94.44,94.55,96.95,96.06,91.82,92.86,90.91,94.07,93.28,94.27,97.33,92.79,97.66,90.48,95.65,94.48,90.7,87.38,89.66,89.51,94.67,96.64,97.17,95.26,95.5,95.97,95.14,95.86,94.74,94.62,94.39,93.88,94.59,97.48,97.18,95.9,95.78,98.21,97.4,90.38,93.75,91.35,97.41,95,98.62,93.41,97.31,94.19,97.8,93.97,92.11,93.1,85.31,95.31,83.93,90.1,89.32,91.04,88.98,92.74,89.76,88.46,83.15,89.36,81.82,79.07,72.22,80.36,78.57,87.69,73.53,87.25,75.95,81.58,76.92,77.11,74.36,73.91,76,73.42,81.94,80.87,74.44,63.83,71.95,68.97,68,75.64,78.87,66.04,66.67,64.29,73.68,68.57,71.03,75.86,67.18,72,71.56,73,66.37,67.27,71.01,68.42,69.7,66.42,73.68,72.78,76.22,69.16,68.18,73.79,76.97,79.79,81.93,75.35,74.1,80.11,82.16,83.87,85.8,87.79,88.81,83.47,84.17,77.91,84.52,83.76,84.67,90.21,92.71,91.41,91.98,93.84,89.8,92.17,91.87,81.48,93.1,93.75,93.84,94.12,90.5,92.45,92.18,91.18,90.66,92.65,86.41,91.75,89.42,91.47,94.38,88.48,92.12,92.79,88.24,87.84
"Midlothian","VA","Richmond","Chesterfield",106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.57,63.47,68.87,62.89,72.5,69.44,70.31,66.67,73.86,60.91,69.17,66.08,66.06,70.78,65.47,72.12,77.66,68.48,74.77,68.18,60,69.32,75.68,75.42,69.66,75.97,77.14,76.42,66.12,77.27,69.07,62.12,75.68,74.31,68.33,74.44,75.54,78.36,76.47,68.8,79.83,73.12,77.48,64.56,64.94,72.55,79.7,78.47,76.7,75.71,77.72,70.11
"Boulder","CO","Boulder","Boulder",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.21,87.2,84.12,84.75,85.44,77.33,84.48,73.33,77.03,72.73,76.92,78.75,75.86,77.06,83.2,87.1,83.59,72.15,76.56,72.5,69.23,81.13,84.06,80,79.09,82.35,79.35,84.71,78.18,87.74,84.25,82.88,85.11,79.66,82.67,85.98,84.62,91.01,90.95,91.9,93.33,95.69,95,95.4,88.1,85.71,84.21,91.07,93.46,98.25,95.36,94.57,97.59,91.96,96.88,97.14,94.78,93.15,92.86,95.87,99.32,97.27,98.43,96.3,98.79,97.6,97.67,98.91,100,98.36,97.14,97.39,99.12,99.24,99.06,97.3,98,100
"Parker","CO","Denver","Douglas",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.98,83.7,79.43,76.13,75.98,79.13,68.89,62.5,72.16,75.21,73.17,76.44,81.22,80.69,82.49,82.32,79.41,73.48,84.43,72.09,82.18,91.41,86.34,93.37,89.61,88.55,92.7,97.06,95.89,92.17,93.55,96.59,93.59,96.67,98,98.08,98.73,99.46,98.73,96.3
"Longmont","CO","Boulder","Boulder",109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.18,47.17,54.55,56.58,65.79,63.74,65.75,63.51,59.7,58.46,60.38,63.33,64.84,76.92,70.21,76,88.03,80.67,86.11,89.77,85.71,87.3,81.25,80,83.08,94.12,92.59,90.43,96.19,91.74,93.33,96,93.41,96.59,92.59,96.49,97.27,96.64,92.86,96.93,97.74,96.88,96.8,97.32,96.34,97.7,97.83,98.18,98.75,97.78,93.88,95.5,98.8,98.15,96.08
"Maryville","TN","Knoxville","Blount",110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.85,80.88,85.07,75.47,81.4,70.31,76.25,77.42,79.66,76.67,70.69,60.61,71.7,85.51,73.63,74.36,89.13,78.38,70.83,78.87,80.95,81.93,73.85,68.33,76.19,73.33,82.61,76.24,84,79.49,78.67,72.5,74.6,76.06,81.48,70.45,83.15,70.1,73.04,79.25,76.64,75.51,86.44,83.33,86.75,71.91,79.03,81.03,71.3,83.33,79.49,74.22,86.72,83.64,85.59,89.34,86.36,81.25,80.52,80.95,82.98,82.98,85.34,84.82,81.25,85.71,95.12
"Largo","FL","Tampa","Pinellas",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.06,75.44,70.37,69.86,72.41,60.87,63.79,71.15,66.67,78.43,73.08,71.88,69.84,75.44,77.05,70.59,66,68.97,83.08,79.49,78.85,70.27,68.06,73.33,78.49,85.54,73.24,72.6,75.44,74.51,87.32,85.71,87.1,90.36,79.75,89.29,85.11,82.61,89.8,84.62
"Asheville","NC","Asheville","Buncombe",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.76,70.59,82.69,69.81,67.39,72.62,81.44,81.44,73.53,79.28,76.09,76.83,80,76.6,82.28,75.31,83.67,84.55,82.09,84.25,81.6,85.91,80.81,84.17,77.89,82.56,82.19,80.56,87.63,92.39,84.92,84.09,92.03,86.55,85.86,84.11,87.76,87.25,81.16,87.01,83.61,88.17,90,89.09,93.25,84.3,92.68,90.48,82.61,96.23,91.86,88.52,93.94,89.74,92.13,96.23,98.81,91.38,86.54
"Weston","FL","Miami-Fort Lauderdale","Broward",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.43,56.82,63.64,63.64,57.38,57.75,54.35,54.17,57.81,65.15,63.1,65.38,63.06,72.41,61.84,60.87,66.13,71.43,60.32,64.15,69.23,78.48,70.93,72.16,80.95,82.02,76.92,79.35,87.67,86.67,83.33,87.5,79.63,86.3,82.35,81.25,85.29,89.61,83.33,86.84,85.11,81.82,82.61,79.25,90,86.15,88.75,86.73,88.57,84.04,84.13,79.17,84.31,80.22,79.59,89.58,94.44,79.73,79.38,91.25,89.13,89.13,90.32
"Venice","FL","North Port-Sarasota-Bradenton","Sarasota",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.43,61.29,70.49,67.55,76.85,74.56,71.52,72.57,74.75,67.61,74.85,63.58,63.64,74.25,66.2,64.74,70.09,84.16,78.76,82.84,84.3,80.79,74.33,84.83,81.29,81.29,85.6,83.33,88.68,86.96,86.75,82.93,78.57,86.89,87,87.5,92.86
"Tamarac","FL","Miami-Fort Lauderdale","Broward",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,51.72,51.16,54.55,58.88,68.48,57.02,63.81,64.52,59.63,62.5,60.22,67.12,52.63,64.86,72.73,60.2,64.71,74.42,73.86,77.36,70.83,69.86,66.25,61.43,72.73,76.4,66.67,71,74.31,83.02,78.89,80.53,80,76.54,79.65,77.97,78.16,75.82,79.28,81.82,84.06,80,81.69,85
"Jupiter","FL","Miami-Fort Lauderdale","Palm Beach",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.17,69.33,63.33,67.46,63.57,74.36,72.22,72.65,73.08,80.19,71.05,71.79,75.44,82.96,77.61,79.29,81.06,80.17,86.07,81.2,91.01,86.4,85.53,75.34,89.32,80.79,85.35,81.63,82.76,85.04,83.33,84.69,92.05,92.52,91.57,82.93,80.47,86.99,83.74,83.33,84.71,92,89.58
"Kissimmee","FL","Orlando","Osceola",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,59.18,57.55,57.95,50,53.85,64.18,51.43,63.86,50.55,52.78,61.22,64.58,72.73,61.22,63.92,66.67,62.35,64.62,58.57,62.79,61.22,73.68,69.5,71.67,73,67.06,75.81,70.97,72.64,69.7,67.61,68.63,66.39,70.09,66.07,73.21,73.04,67.86
"Lake Havasu City","AZ","Lake Havasu City","Mohave",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,70,81.05,79.22,76.71,72.37,74.03,77.05,86.79,72.31,78.18,67.92,70.31,79.59,72.46,73.56,80.28,79.1,86.44,79.37,81.82,89.66,76.92,81.03,88.24,73.53,84.21,85.19,80.65,85.53,81.36,92.31,81.13,81.43,88.68,90.91,82.69,86.44,82.05,87.38,93.75,88.24,85,93.48,87.5
"Delray Beach","FL","Miami-Fort Lauderdale","Palm Beach",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.77,63.59,56.69,47.01,49.45,50.66,57.23,50.2,53.79,44.07,49.6,51.13,48.2,53.3,51.22,55.17,46.48,52.29,47.72,46.15,40.91,40.7,50.99,52.47,47.79,44.68,42.41,44.72,45.45,48.66,49.58,54.46,58.03,52.69,60.11,55.41,56.52,58.99,55.49,58.16,60.64,59.34,65.02,67.08,67.3,65.83,66.19,66.67,75.24,71,70.51,68.92,76.42,75.86,75.53,72.77,77.83,82.79,80.97,74.25,75.29,76.39,77.78,81.6,84.65,84.71,83.27,82.92,75.54,86.15,84.24,83.8,84.34,86.57,75.78,86.23,86.79,86.33,83.41,88.98,84.92,87.5,81.82
"Prescott","AZ","Prescott","Yavapai",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,67.53,59.38,53.12,66.1,74.07,70.21,63.64,73.68,65.67,70.51,77.78,84.71,77.5,71.01,78.38,86.89,86.15,82.35,71.11,80.77,84.48,79.75,77.46,77.63,84.13,85.33,82.09,84.72,81.03,80,73.53,86.15,83.13,83.33,79.52,89.16,82.61,81.25,80.77,86.36,78.79,85.19,81.48,87.69,85.92,76.83,88.42,87.1,85.15,88.14
"Seminole","FL","Tampa","Pinellas",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.47,69.31,69.33,78.86,72.06,83.7,73.97,69.41,75.93,62.65,72.55,74.14,70,63.53,65.75,66.29,79.17,69.74,74.32,80.25,70.18,64.08,75.68,83.33,69.74,72.53,77.36,84.38,80,77.65,82.35,88.64,88.46,81.82,81.03,87.32,82.22,83.15,82.98,86.59,82.98,85.19,85.71
"Richland","WA","Kennewick","Benton",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.46,91.07,90.28,89.23,94.12,87.1,89.36,93.94,84.72,84.85,88.68,87.8,88.16,88.41,90.16,81.94,89.09,90.32,84.09,87.72,86.36,89.36,77.42,85.42,80.36,90.77,84.93,89.71,81.94,93.02,93.1,96.59,93.75,97.83,93.18,100,91.67,94.32,93.83,98.84,97.39,98.88,92.5,98.86,98.25,97.37,90,92.5,98.65,98.67,98.96,97.92,95.4,100,98.55
"Sarasota","FL","North Port-Sarasota-Bradenton","Sarasota",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.77,64.27,63.04,60.89,67.54,60.67,66.56,70.07,71.93,70.68,71.9,69.29,70.53,75.32,74.1,73.64,76.71,71.9,76.61,73.41,79.09,77.84,78.15,78.45,81.37,80.2,82.62,81.41,85.49,79.48,81.82,84.15,81.53,83.68,83.98,81.75,80.51,85.01,80.6,85.63,83.73,85.33,87.01,87.25,88.12,87.77,87.34,87.27,89.25,86.19,83.24
"Manassas","VA","Washington","Prince William",124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.22,80.68,79.78,75.61,79.44,80.85,78.26,78.65,82.28,76.32,81.16,89.8,84.38,89.04,85.26,84.21,90.91,89.66,85.71,80.52,87.14,85.71,81.48,88.24,86.76,86.3,78.95,86.73,85.25,83.5,85.57,76.25,82.61,83.54,82.76,81.16,78.31,87.1,84.92,81.11,87.1,86.15,94.29
"Palm Beach Gardens","FL","Miami-Fort Lauderdale","Palm Beach",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.07,68.18,70,67.86,76.19,70.41,72.66,79.66,73.33,73.81,72.55,76.15,78.89,77.66,83.76,77.03,77.03,78.91,77.27,83.82,82.17,83.1,76.07,74.45,75.96,81.19,75.61,75.9,79.65,80.51,78.1,83.74,82.35,82.09,88.57,84.62
"Sun City","AZ","Phoenix","Maricopa",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.95,69.7,64.66,66.67,71.21,74.44,69.62,79.37,77.78,74.63,85.37,75.82,79.8,73.64,74.51,73.63,71.83,79.27,86.46,80,85.71,85.29,78,75,83.57,82.88,86.11,82.46,75.27,88.89,78.22,85.92,82.18,85.84,86.49,86.02,87.26,91.24,84.78,85.04,86.73,84.27,79.1
