SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,2262 42nd Ave,San Francisco,CA,94116,899000,2,1,Outer Parkside,905,3000,1951,42,Active,,,http://www.redfin.com/CA/San-Francisco/2262-42nd-Ave-94116/home/655299,San Francisco MLS,62297586,N,Y,37.744539,-122.500185
MLS Listing,Single Family Residential,227 Douglass St,San Francisco,CA,94114,2795000,3,3,Eureka Valley/Dolore,,3125,1900,24,Active,,,http://www.redfin.com/CA/San-Francisco/227-Douglass-St-94114/home/1741516,San Francisco MLS,62598270,N,Y,37.7598399,-122.438936
MLS Listing,Single Family Residential,228 Broad St,San Francisco,CA,94112,1095000,5,3,Oceanview,3100,3125,1927,10,Active,,,http://www.redfin.com/CA/San-Francisco/228-Broad-St-94112/home/1897114,San Francisco MLS,62776975,N,Y,37.713447,-122.460204
MLS Listing,Single Family Residential,2284 31st Ave,San Francisco,CA,94116,1198000,4,2,Parkside,1235,2848,1927,11,Active,,,http://www.redfin.com/CA/San-Francisco/2284-31st-Ave-94116/home/1525408,San Francisco MLS,62770898,N,Y,37.744681,-122.488415
MLS Listing,Condo/Co-op,2295 Vallejo St #308,San Francisco,CA,94123,930000,1,1,Pacific Heights,,,,4,Active,,,http://www.redfin.com/CA/San-Francisco/2295-Vallejo-St-94123/unit-308/home/564834,San Francisco MLS,62864366,N,Y,37.7950308,-122.434767
MLS Listing,Single Family Residential,2300 45th Ave,SAN FRANCISCO,CA,94116,998000,2,1,SAN FRANCISCO,1000,1437,1940,25,Active,,,http://www.redfin.com/CA/San-Francisco/2300-45th-Ave-94116/home/2010797,MLSListings,62567885,N,Y,37.7435555,-122.5034579
MLS Listing,Single Family Residential,2308 35th Ave,San Francisco,CA,94116,999000,2,1,Parkside,1492,2347,1927,17,Active,,,http://www.redfin.com/CA/San-Francisco/2308-35th-Ave-94116/home/913307,San Francisco MLS,62679632,N,Y,37.743894,-122.492665
MLS Listing,Single Family Residential,232 Corbett Ave,San Francisco,CA,94114,2200000,2,2.5,Corona Heights,1900,1694,1914,4,Active,,,http://www.redfin.com/CA/San-Francisco/232-Corbett-Ave-94114/home/1147990,San Francisco MLS,62853351,N,Y,37.7616352,-122.4435038
MLS Listing,Condo/Co-op,2326 California St,San Francisco,CA,94115,1995000,4,3,Pacific Heights,1925,,1985,14,Active,,,http://www.redfin.com/CA/San-Francisco/2326-California-St-94115/unit-200/home/568327,San Francisco MLS,62709455,N,Y,37.789344,-122.432774
MLS Listing,Condo/Co-op,236 Hartford St,San Francisco,CA,94114,1095000,2,1,Eureka Valley/Dolore,1007,,1911,4,Active,November-15-2016 12:00 PM,November-15-2016 01:30 PM,http://www.redfin.com/CA/San-Francisco/236-Hartford-St-94114/home/899522,San Francisco MLS,62850447,N,Y,37.758727,-122.434005
MLS Listing,Condo/Co-op,236 Shipley St #202,San Francisco,CA,94107,915000,2,2,South of Market,,,,2,Active,,,http://www.redfin.com/CA/San-Francisco/236-Shipley-St-94107/unit-202/home/109827466,San Francisco MLS,62899471,N,Y,37.7791141,-122.4038185
MLS Listing,Condo/Co-op,236 Shipley St #404,San Francisco,CA,94107,879000,2,2,South of Market,,,,23,Active,,,http://www.redfin.com/CA/San-Francisco/236-Shipley-St-94107/unit-404/home/109420764,San Francisco MLS,62603214,N,Y,37.7791141,-122.4038185
MLS Listing,Multi-Family (5+ Unit),2360 San Bruno Ave,San Francisco,CA,94134,1399000,4,,Portola,2903,1769,,10,Active,,,http://www.redfin.com/CA/San-Francisco/2360-San-Bruno-Ave-94134/home/27984436,San Francisco MLS,62786237,N,Y,37.7330558,-122.4061512
MLS Listing,Multi-Family (5+ Unit),2395 29th Ave,San Francisco,CA,94116,5800000,7,,Parkside,11448,3249,1928,7,Active,,,http://www.redfin.com/CA/San-Francisco/2395-29th-Ave-94116/home/40387363,San Francisco MLS,62812597,N,Y,37.7428234,-122.486604
MLS Listing,Single Family Residential,24 Lawrence Ave,San Francisco,CA,94112,850000,2,1,Outer Mission,1285,2500,1927,37,Active,,,http://www.redfin.com/CA/San-Francisco/24-Lawrence-Ave-94112/home/1123835,San Francisco MLS,62390886,N,Y,37.7098579,-122.451053
MLS Listing,Townhouse,24 Page #3,San Francisco,CA,94102,1300000,2,2.5,Hayes Valley,1345,,1997,16,Active,,,http://www.redfin.com/CA/San-Francisco/24-Page-St-94102/unit-3/home/579568,San Francisco MLS,62696327,N,Y,37.7744799,-122.421362
MLS Listing,Condo/Co-op,240 Lombard St #331,San Francisco,CA,94111,629000,1,1,North Waterfront,525,,1993,10,Active,,,http://www.redfin.com/CA/San-Francisco/240-Lombard-St-94111/unit-331/home/880540,San Francisco MLS,62776502,N,Y,37.8040758,-122.4052486
MLS Listing,Single Family Residential,240 Sussex St,San Francisco,CA,94131,850000,2,1,Glen Park,1355,2374,1949,1,Active,November-15-2016 12:00 PM,November-15-2016 01:30 PM,http://www.redfin.com/CA/San-Francisco/240-Sussex-St-94131/home/844388,San Francisco MLS,62914575,N,Y,37.7366979,-122.437165
MLS Listing,Condo/Co-op,2407 Harrison St #4,San Francisco,CA,94110,900000,1,1.5,Inner Mission,,,2002,24,Active,,,http://www.redfin.com/CA/San-Francisco/2407-Harrison-St-94110/unit-4/home/12398679,San Francisco MLS,62586190,N,Y,37.7587546,-122.4122445
MLS Listing,Single Family Residential,2407 Lincoln Way,San Francisco,CA,94122,1349000,3,2.75,Central Sunset,2130,2622,1914,3,Active,,,http://www.redfin.com/CA/San-Francisco/2407-Lincoln-Way-94122/home/1173450,San Francisco MLS,62884135,N,Y,37.764921,-122.48394
MLS Listing,Multi-Family (5+ Unit),242 Divisadero St,San Francisco,CA,94117,3100000,12,,Hayes Valley,6108,2543,1913,35,Active,,,http://www.redfin.com/CA/San-Francisco/242-Divisadero-St-94117/home/598706,San Francisco MLS,62406655,N,Y,37.7711128,-122.4366938
MLS Listing,Multi-Family (2-4 Unit),242-244 Liberty St,San Francisco,CA,94114,2395000,5,3,Eureka Valley/Dolore,3150,2848,1908,10,Active,November-20-2016 02:00 PM,November-20-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/244-Liberty-St-94114/home/983638,San Francisco MLS,62791317,N,Y,37.7574841,-122.4267932
MLS Listing,Single Family Residential,2430 Castro St,San Francisco,CA,94131,2395000,3,4,Noe Valley,,2622,1914,11,Active,,,http://www.redfin.com/CA/San-Francisco/2430-Castro-St-94131/home/1640580,San Francisco MLS,62756717,N,Y,37.742005,-122.433515
MLS Listing,Single Family Residential,2440 Scott St,San Francisco,CA,94115,6895000,4,3.5,Pacific Heights,4392,2431,1922,25,Active,,,http://www.redfin.com/CA/San-Francisco/2440-Scott-St-94115/home/1787683,San Francisco MLS,62570536,N,Y,37.7923502,-122.4393688
MLS Listing,Condo/Co-op,246 2nd St #1001,San Francisco,CA,94105,699000,1,1,Yerba Buena,668,,2000,6,Active,,,http://www.redfin.com/CA/San-Francisco/246-2nd-St-94105/unit-1001/home/1891713,San Francisco MLS,62827436,N,Y,37.7857744,-122.3973657
MLS Listing,Townhouse,2470 Sacramento St,San Francisco,CA,94115,3295000,3,3.5,Pacific Heights,2404,,2016,15,Active,,,http://www.redfin.com/CA/San-Francisco/2470-Sacramento-St-94115/home/105574418,San Francisco MLS,62704926,N,Y,37.7899263,-122.433515
MLS Listing,Single Family Residential,2471 41st Ave,San Francisco,CA,94116,849000,2,1,Outer Parkside,962,2996,1947,24,Active,,,http://www.redfin.com/CA/San-Francisco/2471-41st-Ave-94116/home/1992850,San Francisco MLS,62596372,N,Y,37.740684,-122.499498
MLS Listing,Condo/Co-op,250 King St #606,San Francisco,CA,94107,798000,1,1,Mission Bay,982,,2004,4,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-000606/home/12330913,San Francisco MLS,62856884,N,Y,37.7781311,-122.3932477
MLS Listing,Condo/Co-op,250 King St #872,SAN FRANCISCO,CA,94107,1099000,2,2,SAN FRANCISCO,1144,213232,2004,5,Active,,,http://www.redfin.com/CA/San-Francisco/250-King-St-94107/unit-000872/home/12401988,MLSListings,62838426,N,Y,37.7781311,-122.3932477
MLS Listing,Multi-Family (2-4 Unit),2502 Anza St,San Francisco,CA,94118,2199000,6,4,Central Richmond,3180,2500,1917,10,Active,,,http://www.redfin.com/CA/San-Francisco/2502-Anza-St-94118/unit-2508/home/932346,San Francisco MLS,62792064,N,Y,37.778734,-122.47526
MLS Listing,Single Family Residential,2514 14th Ave,San Francisco,CA,94127,1649000,3,2.5,West Portal,2120,2156,1968,25,Active,,,http://www.redfin.com/CA/San-Francisco/2514-14th-Ave-94127/home/1884048,San Francisco MLS,62569130,N,Y,37.7411126,-122.4698948
MLS Listing,Condo/Co-op,252 Hartford St,San Francisco,CA,94114,749000,2,1,Eureka Valley/Dolore,994,,1923,24,Active,November-15-2016 12:00 PM,November-15-2016 02:00 PM,http://www.redfin.com/CA/San-Francisco/252-Hartford-St-94114/home/109415368,San Francisco MLS,62588656,N,Y,37.758463,-122.43398
MLS Listing,Single Family Residential,2526 Francisco St,San Francisco,CA,94123,6200000,5,4.5,Marina,3945,2896,1927,45,Active,,,http://www.redfin.com/CA/San-Francisco/2526-Francisco-St-94123/home/881834,San Francisco MLS,62229568,N,Y,37.8005965,-122.4468295
MLS Listing,Condo/Co-op,254 Hartford St,San Francisco,CA,94114,1299000,3,1,Eureka Valley/Dolore,1425,,1923,24,Active,,,http://www.redfin.com/CA/San-Francisco/254-Hartford-St-94114/home/109415428,San Francisco MLS,62588994,N,Y,37.7584706,-122.4338414
MLS Listing,Condo/Co-op,254 Lexington St,San Francisco,CA,94110,1195000,3,1.5,Inner Mission,1400,,1907,3,Active,,,http://www.redfin.com/CA/San-Francisco/254-Lexington-St-94110/home/109722188,San Francisco MLS,62885869,N,Y,37.7592625,-122.4206928
MLS Listing,Condo/Co-op,255 Berry St #604,San Francisco,CA,94158,1399000,2,2,Mission Bay,,,,45,Active,,,http://www.redfin.com/CA/San-Francisco/255-Berry-St-94158/unit-604/home/1536732,San Francisco MLS,62228107,N,Y,37.7741832,-122.3947556
MLS Listing,Single Family Residential,255 Edgehill Way,San Francisco,CA,94127,1170000,2,1.5,Forest Hill Extension,1565,3750,1948,17,Active,,,http://www.redfin.com/CA/San-Francisco/255-Edgehill-Way-94127/home/684208,San Francisco MLS,62685794,N,Y,37.743056,-122.458566
MLS Listing,Condo/Co-op,256 Hartford St,San Francisco,CA,94114,1399000,3,1,Eureka Valley/Dolore,1502,,1923,24,Active,,,http://www.redfin.com/CA/San-Francisco/256-Hartford-St-94114/home/1834801,San Francisco MLS,62589355,N,Y,37.7584245,-122.4337534
MLS Listing,Condo/Co-op,256 Waller St,San Francisco,CA,94102,499000,0,1,Hayes Valley,467,,1900,11,Active,,,http://www.redfin.com/CA/San-Francisco/256-Waller-St-94102/home/580725,San Francisco MLS,62758142,N,Y,37.771733,-122.427933
MLS Listing,Multi-Family (2-4 Unit),257-261 South Van Ness Ave,San Francisco,CA,94103,2700000,7,,Inner Mission,4734,2461,1910,31,Active,,,http://www.redfin.com/CA/San-Francisco/261-S-Van-Ness-Ave-94103/home/102822590,San Francisco MLS,62482920,N,Y,37.7690809,-122.4176499
MLS Listing,Single Family Residential,2572 Greenwich St,San Francisco,CA,94123,6550000,4,4,Cow Hollow,4221,2743,1999,39,Active,,,http://www.redfin.com/CA/San-Francisco/2572-Greenwich-St-94123/home/2030671,San Francisco MLS,62361943,N,Y,37.79842,-122.441995
MLS Listing,Condo/Co-op,260 King St #469,San Francisco,CA,94107,745000,1,1,Mission Bay,,,2004,17,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-469/home/8191072,San Francisco MLS,62684754,N,Y,37.7772049,-122.3940134
MLS Listing,Condo/Co-op,260 King St #575,San Francisco,CA,94107,775000,1,1,Mission Bay,908,,2004,31,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94107/home/12331155,San Francisco MLS,62477380,N,Y,37.7772049,-122.3940134
MLS Listing,Condo/Co-op,260 King St #587,San Francisco,CA,94107,1295000,2,2,Mission Bay,1344,,2004,11,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-587/home/12331157,San Francisco MLS,62761628,N,Y,37.7772049,-122.3940134
MLS Listing,Condo/Co-op,260 King St #853,San Francisco,CA,94107,649000,1,1,Mission Bay,628,,2004,10,Active,,,http://www.redfin.com/CA/San-Francisco/260-King-St-94107/unit-853/home/11743743,San Francisco MLS,62777006,N,Y,37.7772049,-122.3940134
MLS Listing,Single Family Residential,2617 Cabrillo St,San Francisco,CA,94121,1299000,4,3.5,Central Richmond,2100,2250,1948,39,Active,,,http://www.redfin.com/CA/San-Francisco/2617-Cabrillo-St-94121/home/1118957,San Francisco MLS,62366513,N,Y,37.774109,-122.486828
MLS Listing,Single Family Residential,2635 Newhall St,San Francisco,CA,94124,699000,3,2.5,Silver Terrace,,,1997,24,Active,,,http://www.redfin.com/CA/San-Francisco/2635-Newhall-St-94124/home/752299,San Francisco MLS,62577188,N,Y,37.72889,-122.398005
MLS Listing,Multi-Family (2-4 Unit),2639-2641 San Jose Ave,San Francisco,CA,94112,1175000,9,8,Oceanview,3207,3084,1964,1,Active,November-19-2016 02:00 PM,November-19-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/2639-San-Jose-Ave-94112/home/827935,San Francisco MLS,62914416,N,Y,37.715579,-122.450461
MLS Listing,Multi-Family (2-4 Unit),2645-2647 Lawton St,San Francisco,CA,94122,1100000,4,3,Central Sunset,2213,2063,1941,5,Active,November-20-2016 01:00 AM,November-20-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/2645-Lawton-St-94122/home/1596033,San Francisco MLS,62840582,N,Y,37.757177,-122.49146
MLS Listing,Condo/Co-op,2652 21st St,San Francisco,CA,94110,2175000,4,3,Inner Mission,,,,31,Active,November-15-2016 01:30 PM,November-15-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/2652-21st-St-94110/home/79031095,San Francisco MLS,62491924,N,Y,37.7578668,-122.4079564
MLS Listing,Single Family Residential,2652 Chestnut St,San Francisco,CA,94123,7539000,5,6,Cow Hollow,4870,3000,2013,39,Active,,,http://www.redfin.com/CA/San-Francisco/2652-Chestnut-St-94123/home/1079461,San Francisco MLS,62366772,N,Y,37.799656,-122.4470834
MLS Listing,Condo/Co-op,2655 Bush St #311,San Francisco,CA,94115,1407000,2,2,Lower Pacific Height,1233,,2016,36,Active,,,http://www.redfin.com/CA/San-Francisco/2655-Bush-St-94115/unit-311/home/106098178,San Francisco MLS,62397005,N,Y,37.7858334,-122.4406677
MLS Listing,Single Family Residential,2658 44th Ave,San Francisco,CA,94116,979000,4,1,Outer Parkside,1507,3000,1948,19,Active,,,http://www.redfin.com/CA/San-Francisco/2658-44th-Ave-94116/home/665184,San Francisco MLS,62660527,N,Y,37.737055,-122.50181
MLS Listing,Single Family Residential,266 32nd Ave,San Francisco,CA,94121,2980000,4,3.5,Sea Cliff,,3000,1923,14,Active,,,http://www.redfin.com/CA/San-Francisco/266-32nd-Ave-94121/home/1853498,San Francisco MLS,62713661,N,Y,37.78418,-122.492225
MLS Listing,Single Family Residential,266 Juanita Way,San Francisco,CA,94127,1975000,4,3,Miraloma Park,2319,6520,1937,18,Active,,,http://www.redfin.com/CA/San-Francisco/266-Juanita-Way-94127/home/1486502,San Francisco MLS,62671418,N,Y,37.740085,-122.45804
MLS Listing,Condo/Co-op,2685 Pine,San Francisco,CA,94115,785000,2,1,Lower Pacific Height,860,,1877,14,Active,,,http://www.redfin.com/CA/San-Francisco/2685-Pine-St-94115/home/22045610,San Francisco MLS,62711913,N,Y,37.7870721,-122.4398691
MLS Listing,Single Family Residential,2686 44th Ave,San Francisco,CA,94116,749000,2,1,Outer Parkside,1036,1746,1952,12,Active,,,http://www.redfin.com/CA/San-Francisco/2686-44th-Ave-94116/home/1693752,San Francisco MLS,62749273,N,Y,37.736571,-122.501862
MLS Listing,Condo/Co-op,2687 Pine,San Francisco,CA,94115,1249000,2,2,Lower Pacific Height,1402,,1877,14,Active,,,http://www.redfin.com/CA/San-Francisco/2687-Pine-St-94115/home/109477453,San Francisco MLS,62711933,N,Y,37.786949,-122.439854
MLS Listing,Condo/Co-op,2689 Pine,San Francisco,CA,94115,1195000,2,2,Lower Pacific Height,1495,,1877,14,Active,,,http://www.redfin.com/CA/San-Francisco/2689-Pine-St-94115/home/591692,San Francisco MLS,62712026,N,Y,37.7870384,-122.4400221
MLS Listing,Single Family Residential,269 29th Ave,San Francisco,CA,94121,2425000,3,2,Sea Cliff,2536,3000,1919,12,Active,,,http://www.redfin.com/CA/San-Francisco/269-29th-Ave-94121/home/1090896,San Francisco MLS,62754543,N,Y,37.784233,-122.489659
MLS Listing,Single Family Residential,269 Claremont Blvd,San Francisco,CA,94127,1625000,3,2,West Portal,1890,2739,1920,18,Active,,,http://www.redfin.com/CA/San-Francisco/269-Claremont-Blvd-94127/home/1102302,San Francisco MLS,62677385,N,Y,37.740944,-122.464518
MLS Listing,Single Family Residential,2698 San Jose Ave,San Francisco,CA,94112,899000,4,2,Oceanview,1842,1842,1949,12,Active,,,http://www.redfin.com/CA/San-Francisco/2698-San-Jose-Ave-94112/home/1328816,San Francisco MLS,62751073,N,Y,37.7142883,-122.4522755
MLS Listing,Single Family Residential,270 Byxbee St,SAN FRANCISCO,CA,94132,725000,2,1,SAN FRANCISCO,812,2495,1942,2,Active,,,http://www.redfin.com/CA/San-Francisco/270-Byxbee-St-94132/home/1096100,MLSListings,62894124,N,Y,37.7191603,-122.4696612
MLS Listing,Multi-Family (5+ Unit),270 Turk St,San Francisco,CA,94102,17000000,14,,Tenderloin,47054,6875,1927,31,Active,,,http://www.redfin.com/CA/San-Francisco/270-Turk-St-94102/unit-272/home/2015571,San Francisco MLS,62492907,N,Y,37.7831066,-122.4136744
MLS Listing,Condo/Co-op,270 Valencia St #401,San Francisco,CA,94103,482825,2,1,Mission Dolores,833,,2005,3,Active,November-19-2016 02:00 PM,November-19-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/270-Valencia-St-94103/unit-401/home/11743083,San Francisco MLS,62870147,N,Y,37.7685554,-122.4225153
MLS Listing,Condo/Co-op,2719 Pine St,San Francisco,CA,94115,999000,2,1,Lower Pacific Height,1291,,1900,3,Active,,,http://www.redfin.com/CA/San-Francisco/2719-Pine-St-94115/home/980305,San Francisco MLS,62866621,N,Y,37.786744,-122.440886
MLS Listing,Multi-Family (2-4 Unit),274-276 2nd Ave,SAN FRANCISCO,CA,94118,1448000,5,,SAN FRANCISCO,2738,2996,1900,25,Active,,,http://www.redfin.com/CA/San-Francisco/276-2nd-Ave-94118/home/1359343,MLSListings,62563774,N,Y,37.7836492,-122.4599442
MLS Listing,Multi-Family (2-4 Unit),2809-2811 Polk St,San Francisco,CA,94109,3195000,6,2,Russian Hill,2856,2295,1905,20,Active,,,http://www.redfin.com/CA/San-Francisco/2811-Polk-St-94109/home/1108317,San Francisco MLS,62629030,N,Y,37.8026934,-122.4233695
MLS Listing,Single Family Residential,2820 Scott St,San Francisco,CA,94123,28500000,7,11,Cow Hollow,16000,6875,1904,24,Active,,,http://www.redfin.com/CA/San-Francisco/2820-Scott-St-94123/home/17058345,San Francisco MLS,62599996,N,Y,37.795901,-122.439948
MLS Listing,Single Family Residential,284 Roosevelt Way,San Francisco,CA,94114,1800000,0,,Corona Heights,,3123,1906,42,Active,,,http://www.redfin.com/CA/San-Francisco/284-Roosevelt-Way-94114/home/668236,San Francisco MLS,62303556,N,Y,37.765656,-122.441194
MLS Listing,Condo/Co-op,2882 Jackson St,San Francisco,CA,94115,1495000,3,2,Pacific Heights,1605,,1909,31,Active,,,http://www.redfin.com/CA/San-Francisco/2882-Jackson-St-94115/home/22044497,San Francisco MLS,62476618,N,Y,37.7915433,-122.4425377
MLS Listing,Condo/Co-op,2887 Bush St #4,San Francisco,CA,94115,785000,1,1,Lower Pacific Height,608,,1910,18,Active,,,http://www.redfin.com/CA/San-Francisco/2887-Bush-St-94115/unit-4/home/17105113,San Francisco MLS,62662702,N,Y,37.7853484,-122.4447247
MLS Listing,Condo/Co-op,2900 22nd St #5,San Francisco,CA,94110,749000,1,2,Inner Mission,865,,2003,17,Active,,,http://www.redfin.com/CA/San-Francisco/2900-22nd-St-94110/unit-5/home/868808,San Francisco MLS,62686887,N,Y,37.7560006,-122.41256
MLS Listing,Condo/Co-op,298 Portola Dr #304,San Francisco,CA,94131,850000,2,2,Twin Peaks,1144,,1996,32,Active,,,http://www.redfin.com/CA/San-Francisco/298-Portola-Dr-94131/unit-304/home/1092884,San Francisco MLS,62472491,N,Y,37.7473105,-122.4446035
MLS Listing,Single Family Residential,30 Edgar Pl,San Francisco,CA,94112,796000,3,1,Ingleside,1048,2953,1925,35,Active,,,http://www.redfin.com/CA/San-Francisco/30-Edgar-Pl-94112/home/1472532,San Francisco MLS,62402221,N,Y,37.7213669,-122.4518808
MLS Listing,Condo/Co-op,300 3rd St #1412,San Francisco,CA,94107,1199000,1,1,Yerba Buena,,,1990,31,Active,,,http://www.redfin.com/CA/San-Francisco/300-3rd-St-94107/unit-1412/home/994077,San Francisco MLS,62485709,N,Y,37.7834748,-122.3988968
MLS Listing,Condo/Co-op,300 Berry St #1610,San Francisco,CA,94158,1289000,2,2,Mission Bay,1011,,2009,10,Active,,,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-1610/home/23425177,San Francisco MLS,62786698,N,Y,37.77393,-122.396241
MLS Listing,Condo/Co-op,301 Main St Unit 24C,San Francisco,CA,94105,1295000,1,1,South Beach,809,,2008,24,Active,,,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-24C/home/108464017,San Francisco MLS,62599344,N,Y,37.789525,-122.3911753
MLS Listing,Condo/Co-op,301 Main St Unit 37B,San Francisco,CA,94105,12000000,3,3.5,South Beach,3382,,2008,20,Active,,,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-37B/home/21966675,San Francisco MLS,62631662,N,Y,37.789525,-122.3911753
MLS Listing,Condo/Co-op,301 Main St Unit T22H,San Francisco,CA,94105,1880000,2,2,South Beach,1317,,2008,4,Active,,,http://www.redfin.com/CA/San-Francisco/301-Main-St-94105/unit-T22H/home/21966835,San Francisco MLS,62852816,N,Y,37.789525,-122.3911753
MLS Listing,Condo/Co-op,301 Mission St Ph 1A,San Francisco,CA,94105,8995000,2,3,Yerba Buena,2706,,2009,4,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-1A/home/40138417,San Francisco MLS,62859654,N,Y,37.790387,-122.3961664
MLS Listing,Condo/Co-op,301 Mission St Unit 4E,San Francisco,CA,94105,1399000,2,2,Yerba Buena,1136,,2009,10,Active,,,http://www.redfin.com/CA/San-Francisco/301-Mission-St-94105/unit-4E/home/40142383,San Francisco MLS,62785132,N,Y,37.790387,-122.3961664
MLS Listing,Condo/Co-op,3026 Laguna St,San Francisco,CA,94123,995000,2,1,Cow Hollow,1129,,1885,1,Active,,,http://www.redfin.com/CA/San-Francisco/3026-Laguna-St-94123/home/1347729,San Francisco MLS,62900290,N,Y,37.799269,-122.4306
MLS Listing,Multi-Family (2-4 Unit),3045 Irving St,San Francisco,CA,94122,1590000,4,4,Central Sunset,3220,2500,1951,26,Active,,,http://www.redfin.com/CA/San-Francisco/3045-Irving-St-94122/home/1872747,San Francisco MLS,62550005,N,Y,37.762713,-122.49076
MLS Listing,Single Family Residential,305 Nevada St,SAN FRANCISCO,CA,94110,1699000,3,3,SAN FRANCISCO,1675,1751,1907,21,Active,November-20-2016 02:00 PM,November-20-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/305-Nevada-St-94110/home/1576281,MLSListings,62622026,N,Y,37.7379643,-122.4113376
MLS Listing,Condo/Co-op,3051 b California,San Francisco,CA,94115,2250000,3,4,Pacific Heights,2047,,,42,Active,,,http://www.redfin.com/CA/San-Francisco/3051-California-St-94115/unit-A/home/55750719,San Francisco MLS,62300083,N,Y,37.787233,-122.444557
MLS Listing,Multi-Family (2-4 Unit),3068 3068A Cesar Chavez St,San Francisco,CA,94110,898000,7,3,Inner Mission,1980,1675,1908,17,Active,,,http://www.redfin.com/CA/San-Francisco/3068-Cesar-Chavez-St-94110/unit-3068A/home/1240042,San Francisco MLS,62683160,N,Y,37.748542,-122.410889
MLS Listing,Multi-Family (5+ Unit),31 Leese St,San Francisco,CA,94110,1688000,5,,Bernal Heights,3606,2526,1965,21,Active,,,http://www.redfin.com/CA/San-Francisco/31-Leese-St-94110/home/1917936,San Francisco MLS,62623157,N,Y,37.736918,-122.423527
MLS Listing,Single Family Residential,310 Santa Ana Ave,San Francisco,CA,94127,1595000,3,1.5,Balboa Terrace,2475,3998,1926,10,Active,,,http://www.redfin.com/CA/San-Francisco/310-Santa-Ana-Ave-94127/home/1412967,San Francisco MLS,62774222,N,Y,37.731474,-122.468149
MLS Listing,Condo/Co-op,310 Townsend St #204,San Francisco,CA,94107,849000,1,1,South of Market,882,,2006,31,Active,,,http://www.redfin.com/CA/San-Francisco/310-Townsend-St-94107/unit-204/home/17304717,San Francisco MLS,62473271,N,Y,37.7770789,-122.3957801
MLS Listing,Condo/Co-op,3133 24th St #4,San Francisco,CA,94110,1995000,3,3.5,Inner Mission,1908,,2014,32,Active,,,http://www.redfin.com/CA/San-Francisco/3133-24th-St-94110/unit-4/home/52846536,San Francisco MLS,62457795,N,Y,37.7523963,-122.4146547
MLS Listing,Multi-Family (2-4 Unit),315-317 Brazil Ave,San Francisco,CA,94112,998000,6,2,Excelsior,2500,2500,1900,30,Active,,,http://www.redfin.com/CA/San-Francisco/317-Brazil-Ave-94112/home/1214119,San Francisco MLS,62494072,N,Y,37.7234857,-122.4320873
MLS Listing,Single Family Residential,3157 Baker St,San Francisco,CA,94123,3690000,5,3.5,Marina,3646,2050,2003,23,Active,,,http://www.redfin.com/CA/San-Francisco/3157-Baker-St-94123/home/848085,San Francisco MLS,62602292,N,Y,37.8002181,-122.4464551
MLS Listing,Single Family Residential,3166 Baker St,San Francisco,CA,94123,2750000,4,2.5,Marina,2010,1411,1926,1,Active,,,http://www.redfin.com/CA/San-Francisco/3166-Baker-St-94123/home/2026533,San Francisco MLS,62906225,N,Y,37.8003773,-122.4460908
MLS Listing,Condo/Co-op,318 Main St Unit A5K,San Francisco,CA,94105,1950000,2,2,South Beach,1520,,2015,26,Active,November-16-2016 05:00 PM,November-16-2016 07:00 PM,http://www.redfin.com/CA/San-Francisco/318-Main-St-94105/unit-A5K/home/109311804,San Francisco MLS,62546262,N,Y,37.7891933,-122.3917702
MLS Listing,Condo/Co-op,3186 Clay St,San Francisco,CA,94115,2295000,2,2,Pacific Heights,2043,,,38,Active,,,http://www.redfin.com/CA/San-Francisco/3186-Clay-St-94115/home/1859478,San Francisco MLS,62374409,N,Y,37.7894142,-122.4455328
MLS Listing,Multi-Family (5+ Unit),3201-3207 Mission St,San Francisco,CA,94110,4885000,14,,Bernal Heights,10494,4011,1908,21,Active,,,http://www.redfin.com/CA/San-Francisco/3207-Mission-St-94110/home/109451324,San Francisco MLS,62619400,N,Y,37.7452896,-122.419584
