SALE TYPE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,Single Family Residential,1 Beachmont Dr,SAN FRANCISCO,CA,94132,1788000,4,3,SAN FRANCISCO,2490,4626,1938,9,Active,,,http://www.redfin.com/CA/San-Francisco/1-Beachmont-Dr-94132/home/835947,MLSListings,62795492,N,Y,37.7344099,-122.474386
MLS Listing,Condo/Co-op,1 Hawthorne St Unit 22C,San Francisco,CA,94105,1875000,2,2,Yerba Buena,1314,,2010,38,Active,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-22C/home/40429303,San Francisco MLS,62381744,N,Y,37.78577,-122.3988537
MLS Listing,Condo/Co-op,1000 3rd St #1007,San Francisco,CA,94158,2098000,3,2,Mission Bay,1639,,,25,Active,,,http://www.redfin.com/CA/San-Francisco/1000-3rd-St-94158/unit-1007/home/109320928,San Francisco MLS,62571416,N,Y,37.7734359,-122.3898896
MLS Listing,Condo/Co-op,101 Lombard St Unit 105E,San Francisco,CA,94111,949000,1,1,North Waterfront,936,,1983,8,Active,,,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-105E/home/1738047,San Francisco MLS,62803863,N,Y,37.8035204,-122.4043894
MLS Listing,Condo/Co-op,101 Lombard Unit 902W,San Francisco,CA,94111,1830000,2,2,North Waterfront,1532,,1983,14,Active,,,http://www.redfin.com/CA/San-Francisco/101-Lombard-St-94111/unit-902W/home/538912,San Francisco MLS,62718774,N,Y,37.8035204,-122.4043894
MLS Listing,Townhouse,101 States St #5,San Francisco,CA,94114,1550000,4,2.5,Corona Heights,1635,,1977,3,Active,,,http://www.redfin.com/CA/San-Francisco/101-States-St-94114/unit-5/home/672651,San Francisco MLS,62866507,N,Y,37.763039,-122.437525
MLS Listing,Townhouse,101 States St #7,San Francisco,CA,94114,1825000,4,2.5,Corona Heights,1807,,1977,44,Active,,,http://www.redfin.com/CA/San-Francisco/101-States-St-94114/unit-7/home/1494171,San Francisco MLS,62267439,N,Y,37.763039,-122.437525
MLS Listing,Single Family Residential,1010 Silliman St,San Francisco,CA,94134,849000,3,1.5,Portola,1496,2395,1954,11,Active,,,http://www.redfin.com/CA/San-Francisco/1010-Silliman-St-94134/home/1293838,San Francisco MLS,62760929,N,Y,37.7287406,-122.4153519
MLS Listing,Condo/Co-op,1019 Kansas St,San Francisco,CA,94107,549000,1,1,Potrero Hill,909,,1907,2,Active,,,http://www.redfin.com/CA/San-Francisco/1019-Kansas-St-94107/home/994444,San Francisco MLS,62893501,N,Y,37.756753,-122.40246
MLS Listing,Condo/Co-op,1026 Sanchez St,San Francisco,CA,94114,1349000,2,2,Noe Valley,,,1890,37,Active,November-15-2016 12:30 PM,November-15-2016 02:00 PM,http://www.redfin.com/CA/San-Francisco/1026-Sanchez-St-94114/home/1542652,San Francisco MLS,62391003,N,Y,37.7526719,-122.430076
MLS Listing,Single Family Residential,1028 Newhall St,San Francisco,CA,94124,659000,5,3,Bayview,1192,1772,1900,6,Active,,,http://www.redfin.com/CA/San-Francisco/1028-Newhall-St-94124/home/1622388,San Francisco MLS,62822774,N,Y,37.7379633,-122.390392
MLS Listing,Single Family Residential,1030 Ortega St,San Francisco,CA,94122,899000,2,1,Inner Sunset,1050,2495,1940,9,Active,,,http://www.redfin.com/CA/San-Francisco/1030-Ortega-St-94122/home/992356,San Francisco MLS,62801083,N,Y,37.752688,-122.474844
MLS Listing,Condo/Co-op,1036 Potrero Ave #6,San Francisco,CA,94110,849000,2,2,Inner Mission,936,,1987,11,Active,,,http://www.redfin.com/CA/San-Francisco/1036-Potrero-Ave-94110/unit-6/home/1221702,San Francisco MLS,62764314,N,Y,37.7553584,-122.4067396
MLS Listing,Condo/Co-op,1050 North Point St #1201,San Francisco,CA,94109,1995000,2,2,Russian Hill,,,1965,17,Active,,,http://www.redfin.com/CA/San-Francisco/1050-N-Point-St-94109/unit-1201/home/12400979,San Francisco MLS,62690164,N,Y,37.8053805,-122.4248375
MLS Listing,Single Family Residential,106 Coleridge St,San Francisco,CA,94110,3195000,5,4,Bernal Heights,3015,2500,1900,3,Active,November-17-2016 05:30 PM,November-17-2016 07:00 PM,http://www.redfin.com/CA/San-Francisco/106-Coleridge-St-94110/home/1743208,San Francisco MLS,62866509,N,Y,37.744141,-122.419751
MLS Listing,Condo/Co-op,1080 Chestnut St Unit 3C,San Francisco,CA,94109,3400000,2,2,Russian Hill,1622,,1962,17,Active,,,http://www.redfin.com/CA/San-Francisco/1080-Chestnut-St-94109/unit-3C/home/12400050,San Francisco MLS,62693198,N,Y,37.8030594,-122.4210523
MLS Listing,Condo/Co-op,1080 Sutter St #503,San Francisco,CA,94109,799000,2,1,Downtown,,,2014,3,Active,,,http://www.redfin.com/CA/San-Francisco/1080-Sutter-St-94109/unit-503/home/69054916,San Francisco MLS,62870148,N,Y,37.7881792,-122.4179624
MLS Listing,Condo/Co-op,1099 23rd St #17,San Francisco,CA,94107,1295000,2,2.5,Central Waterfront,1904,,2000,11,Active,,,http://www.redfin.com/CA/San-Francisco/1099-23rd-St-94107/unit-17/home/12397194,San Francisco MLS,62771844,N,Y,37.7550271,-122.3904197
MLS Listing,Condo/Co-op,11 Jennings Ct,San Francisco,CA,94124,695000,3,2,Bayview Heights,1247,,1995,24,Active,,,http://www.redfin.com/CA/San-Francisco/11-Jennings-Ct-94124/home/1939499,San Francisco MLS,62599347,N,Y,37.717682,-122.397596
MLS Listing,Condo/Co-op,110 Channel #619,San Francisco,CA,94158,1448000,2,2,Mission Bay,1171,,,25,Active,,,http://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-619/home/109320676,San Francisco MLS,62569906,N,Y,37.7733258,-122.3930135
MLS Listing,Condo/Co-op,1101 Pacific #501,San Francisco,CA,94133,1895000,3,2,Nob Hill,,,2000,29,Active,,,http://www.redfin.com/CA/San-Francisco/1101-Pacific-Ave-94133/unit-501/home/1537503,San Francisco MLS,62505877,N,Y,37.7959627,-122.4136448
MLS Listing,Condo/Co-op,111 Chestnut St #501,San Francisco,CA,94111,1585000,2,2,North Waterfront,1532,,1993,7,Active,,,http://www.redfin.com/CA/San-Francisco/111-Chestnut-St-94111/unit-501/home/543072,San Francisco MLS,62810685,N,Y,37.8043255,-122.4057728
MLS Listing,Condo/Co-op,111 Chestnut St #503,San Francisco,CA,94111,1400000,2,2,North Waterfront,1299,,1993,6,Active,,,http://www.redfin.com/CA/San-Francisco/111-Chestnut-St-94111/unit-503/home/1098135,San Francisco MLS,62827971,N,Y,37.8043255,-122.4057728
MLS Listing,Condo/Co-op,111 Chestnut St #706,San Francisco,CA,94111,719000,1,1,North Waterfront,613,,1993,25,Active,,,http://www.redfin.com/CA/San-Francisco/111-Chestnut-St-94111/unit-706/home/1998768,San Francisco MLS,62559680,N,Y,37.8043255,-122.4057728
MLS Listing,Condo/Co-op,1110 Page St,San Francisco,CA,94117,1895000,4,2,Haight Ashbury,2550,,1900,17,Active,,,http://www.redfin.com/CA/San-Francisco/1110-Page-St-94117/home/11743057,San Francisco MLS,62678278,N,Y,37.772164,-122.4392041
MLS Listing,Condo/Co-op,1118 Fell St #2,SAN FRANCISCO,CA,94117,700000,2,1,SAN FRANCISCO,2940,2500,1904,41,Active,,,http://www.redfin.com/CA/San-Francisco/1118-Fell-St-94117/unit-2/home/108571056,MLSListings,62313904,N,Y,37.774449,-122.436405
MLS Listing,Condo/Co-op,1150 Folsom St #4,San Francisco,CA,94103,879000,1,1.5,South of Market,1200,,2000,25,Active,,,http://www.redfin.com/CA/San-Francisco/1150-Folsom-St-94103/unit-4/home/12397407,San Francisco MLS,62568162,N,Y,37.77595,-122.409294
MLS Listing,Condo/Co-op,1160 Mission St #1114,San Francisco,CA,94103,1179000,2,2,South of Market,1043,,2008,31,Active,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1114/home/17305340,San Francisco MLS,62484609,N,Y,37.7783901,-122.412238
MLS Listing,Condo/Co-op,1169 Dolores St,San Francisco,CA,94110,1625000,3,2,Noe Valley,,,,38,Active,,,http://www.redfin.com/CA/San-Francisco/1169-Dolores-St-94110/home/12277328,San Francisco MLS,62368632,N,Y,37.750752,-122.424622
MLS Listing,Condo/Co-op,12 Guy Pl,San Francisco,CA,94105,1300000,2,2,South Beach,,,1906,46,Active,,,http://www.redfin.com/CA/San-Francisco/12-Guy-Pl-94105/home/109090099,San Francisco MLS,62079737,N,Y,37.7865973,-122.3944825
MLS Listing,Multi-Family (5+ Unit),1200 17th Ave,San Francisco,CA,94122,5800000,9,,Inner Sunset,8385,3249,1928,2,Active,,,http://www.redfin.com/CA/San-Francisco/1200-17th-Ave-94122/home/1992420,San Francisco MLS,62892666,N,Y,37.7652836,-122.4749314
MLS Listing,Condo/Co-op,1200 California Unit 8D,San Francisco,CA,94109,2995000,2,2,Nob Hill,1800,,,11,Active,,,http://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-8D/home/12400150,San Francisco MLS,62769794,N,Y,37.791656,-122.4145259
MLS Listing,Condo/Co-op,1200 Gough St Unit 7A,San Francisco,CA,94109,900000,2,2,Van Ness/Civic Center,1500,,1966,6,Active,,,http://www.redfin.com/CA/San-Francisco/1200-Gough-St-94109/unit-7A/home/1145563,San Francisco MLS,62833514,N,Y,37.7849709,-122.4242992
MLS Listing,Condo/Co-op,122-124 Eureka St #122,San Francisco,CA,94114,1495000,3,2,Eureka Valley/Dolore,1402,,1892,19,Active,,,http://www.redfin.com/CA/San-Francisco/124-Eureka-St-94114/unit-122/home/109460779,San Francisco MLS,62652399,N,Y,37.7602153,-122.4384408
MLS Listing,Multi-Family (5+ Unit),1220 Hayes St,San Francisco,CA,94117,3700000,5,4,San Francisco,2743,4344,1960,42,Active,,,http://www.redfin.com/CA/San-Francisco/1220-Hayes-St-94117/home/1826363,MetroList,62310046,N,Y,37.775408,-122.436677
MLS Listing,Multi-Family (2-4 Unit),1227-1231 San Bruno Ave,San Francisco,CA,94110,2998000,9,6,Inner Mission,4565,2495,1906,31,Active,,,http://www.redfin.com/CA/San-Francisco/1231-San-Bruno-Ave-94110/home/2005046,San Francisco MLS,62476645,N,Y,37.7535439,-122.404267
MLS Listing,Condo/Co-op,124 Clifford Ter,San Francisco,CA,94117,1595000,3,3,Buena Vista Park,2065,,1898,3,Active,,,http://www.redfin.com/CA/San-Francisco/124-Clifford-Ter-94117/home/1179269,San Francisco MLS,62867391,N,Y,37.764275,-122.444836
MLS Listing,Condo/Co-op,1242 Cole St,San Francisco,CA,94117,1549000,3,1,Parnassus/Ashbury Heights,1867,,1909,10,Active,,,http://www.redfin.com/CA/San-Francisco/1242-Cole-St-94117/home/1651646,San Francisco MLS,62777056,N,Y,37.762746,-122.449046
MLS Listing,Single Family Residential,1247 15th Ave,San Francisco,CA,94122,2095000,4,2.5,Inner Sunset,2283,4560,1912,3,Active,,,http://www.redfin.com/CA/San-Francisco/1247-15th-Ave-94122/home/1119163,San Francisco MLS,62866286,N,Y,37.764713,-122.47328
MLS Listing,Single Family Residential,126 18th Ave,San Francisco,CA,94121,2380000,3,1,Lake,2286,3000,1911,42,Active,,,http://www.redfin.com/CA/San-Francisco/126-18th-Ave-94121/home/1872426,San Francisco MLS,62297587,N,Y,37.785521,-122.477276
MLS Listing,Condo/Co-op,126 Dolphin Ct,San Francisco,CA,94124,489000,2,1,Hunters Point,996,,1981,28,Active,,,http://www.redfin.com/CA/San-Francisco/126-Dolphin-Ct-94124/home/1885249,San Francisco MLS,62509061,N,Y,37.7282089,-122.371007
MLS Listing,Condo/Co-op,126 Pfeiffer St #2,San Francisco,CA,94133,895000,1,1,Telegraph Hill,715,,1939,10,Active,,,http://www.redfin.com/CA/San-Francisco/126-Pfeiffer-St-94133/unit-2/home/989005,San Francisco MLS,62787165,N,Y,37.8049334,-122.4089947
MLS Listing,Single Family Residential,1271 Cayuga Ave,SAN FRANCISCO,CA,94112,878888,3,1,SAN FRANCISCO,1452,2000,1932,19,Active,,,http://www.redfin.com/CA/San-Francisco/1271-Cayuga-Ave-94112/home/818435,MLSListings,62658659,N,Y,37.718956,-122.443315
MLS Listing,Condo/Co-op,1273 Rhode Island St,San Francisco,CA,94107,859000,2,2,Potrero Hill,975,,1900,10,Active,,,http://www.redfin.com/CA/San-Francisco/1273-Rhode-Island-St-94107/home/55480589,San Francisco MLS,62791646,N,Y,37.753642,-122.401189
MLS Listing,Condo/Co-op,1275 Indiana St #405,San Francisco,CA,94107,1190000,2,2,Central Waterfront,1215,,2014,38,Active,,,http://www.redfin.com/CA/San-Francisco/1275-Indiana-St-94107/unit-405/home/109464815,San Francisco MLS,62378643,N,Y,37.7541925,-122.3905999
MLS Listing,Single Family Residential,1285 Fitzgerald,San Francisco,CA,94124,725000,2,1,Bayview,1055,,,45,Active,,,http://www.redfin.com/CA/San-Francisco/1285-Fitzgerald-Ave-94124/home/742910,San Francisco MLS,62157874,N,Y,37.721644,-122.39302
MLS Listing,Multi-Family (5+ Unit),1300 Haight St #1322,San Francisco,CA,94117,6850000,8,,Haight Ashbury,13225,4688,1910,35,Active,,,http://www.redfin.com/CA/San-Francisco/1300-Haight-St-94117/unit-1322/home/52047203,San Francisco MLS,62406573,N,Y,37.7705439,-122.4438398
MLS Listing,Condo/Co-op,1314 Taylor St,San Francisco,CA,94108,2195000,3,3.5,Nob Hill,,,,31,Active,,,http://www.redfin.com/CA/San-Francisco/1314-Taylor-St-94108/home/1208372,San Francisco MLS,62485710,N,Y,37.794621,-122.412759
MLS Listing,Single Family Residential,132 Douglass St,San Francisco,CA,94114,1895000,3,2.5,Corona Heights,2087,1700,1904,24,Active,,,http://www.redfin.com/CA/San-Francisco/132-Douglass-St-94114/home/2024357,San Francisco MLS,62579017,N,Y,37.7615837,-122.4396448
MLS Listing,Single Family Residential,133 London St,San Francisco,CA,94112,1495000,3,2,Excelsior,2175,2900,1922,45,Active,,,http://www.redfin.com/CA/San-Francisco/133-London-St-94112/home/774611,San Francisco MLS,62221588,N,Y,37.7267409,-122.431854
MLS Listing,Single Family Residential,1338 Eddy St,San Francisco,CA,94115,1249000,3,2,Western Addition,1900,953,2007,23,Active,,,http://www.redfin.com/CA/San-Francisco/1338-Eddy-St-94115/home/12108099,San Francisco MLS,62604423,N,Y,37.7820061,-122.4293219
MLS Listing,Single Family Residential,1345 Noe St,San Francisco,CA,94131,1995000,3,1.5,Noe Valley,1521,1916,1915,38,Active,,,http://www.redfin.com/CA/San-Francisco/1345-Noe-St-94131/home/1283400,San Francisco MLS,62379565,N,Y,37.747569,-122.431219
MLS Listing,Townhouse,1348 Noe St,San Francisco,CA,94131,1795000,3,2.75,Noe Valley,1812,,1999,45,Active,,,http://www.redfin.com/CA/San-Francisco/1348-Noe-St-94131/home/1823362,San Francisco MLS,62172066,N,Y,37.747521,-122.431817
MLS Listing,Single Family Residential,135 Cerritos St,San Francisco,CA,94127,3195000,5,4.5,Ingleside Terrace,3535,9822,1928,3,Active,,,http://www.redfin.com/CA/San-Francisco/135-Cerritos-Ave-94127/home/813415,San Francisco MLS,62887173,N,Y,37.726035,-122.469882
MLS Listing,Condo/Co-op,1350 California St #304,San Francisco,CA,94109,998000,2,2,San Francisco County,1165,,1984,6,Active,,,http://www.redfin.com/CA/San-Francisco/1350-California-St-94109/unit-304/home/1216486,BAREIS,62820816,N,Y,37.7913549,-122.4167417
MLS Listing,Single Family Residential,1356 Dolores,San Francisco,CA,94110,1995000,4,2,Noe Valley,,2247,1900,9,Active,,,http://www.redfin.com/CA/San-Francisco/1356-Dolores-St-94110/home/806072,San Francisco MLS,62795049,N,Y,37.74753,-122.425099
MLS Listing,Single Family Residential,136 Bradford,San Francisco,CA,94110,1995000,4,3,Bernal Heights,,,1971,15,Active,,,http://www.redfin.com/CA/San-Francisco/136-Bradford-St-94110/home/1986129,San Francisco MLS,62704913,N,Y,37.740748,-122.409812
MLS Listing,Multi-Family (2-4 Unit),1362-1366 Sacramento St,San Francisco,CA,94109,1725000,7,3,Nob Hill,3459,,1908,10,Active,,,http://www.redfin.com/CA/San-Francisco/1366-Sacramento-St-94109/home/1893034,San Francisco MLS,62773616,N,Y,37.792319,-122.4154597
MLS Listing,Single Family Residential,1367 28th Ave,SAN FRANCISCO,CA,94122,1388000,3,2,SAN FRANCISCO,2397,3001,1926,35,Active,,,http://www.redfin.com/CA/San-Francisco/1367-28th-Ave-94122/home/2000053,MLSListings,62402525,N,Y,37.761882,-122.48701
MLS Listing,Single Family Residential,1375 8th Ave,San Francisco,CA,94122,1650000,3,1.25,Inner Sunset,1750,2996,1912,10,Active,,,http://www.redfin.com/CA/San-Francisco/1375-8th-Ave-94122/home/627184,San Francisco MLS,62784767,N,Y,37.762694,-122.465474
MLS Listing,Condo/Co-op,140 South Van Ness Ave #829,San Francisco,CA,94103,875000,2,2,South of Market,1160,,2002,25,Active,November-15-2016 02:30 PM,November-15-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-829/home/864022,San Francisco MLS,62574986,N,Y,37.7716893,-122.4186755
MLS Listing,Condo/Co-op,140 South Van Ness Ave #840,San Francisco,CA,94103,949000,2,2,South of Market,1115,,2002,10,Active,,,http://www.redfin.com/CA/San-Francisco/140-S-Van-Ness-Ave-94103/unit-840/home/865012,San Francisco MLS,62783181,N,Y,37.7716893,-122.4186755
MLS Listing,Condo/Co-op,141 Albion St,San Francisco,CA,94110,2375000,3,3.5,Mission Dolores,2066,,1900,17,Active,,,http://www.redfin.com/CA/San-Francisco/141-Albion-St-94110/home/18910733,San Francisco MLS,62683443,N,Y,37.764138,-122.422472
MLS Listing,Multi-Family (5+ Unit),1430 Sacramento St,San Francisco,CA,94109,3000000,6,,Nob Hill,5685,2292,1909,25,Active,,,http://www.redfin.com/CA/San-Francisco/1430-Sacramento-St-94109/home/1698731,San Francisco MLS,62567584,N,Y,37.7922083,-122.4166432
MLS Listing,Single Family Residential,1442 42nd Ave,San Francisco,CA,94122,1098000,3,2,Outer Sunset,1375,3000,1929,10,Active,November-15-2016 01:30 PM,November-15-2016 03:00 PM,http://www.redfin.com/CA/San-Francisco/1442-42nd-Ave-94122/home/1652357,San Francisco MLS,62784707,N,Y,37.7598,-122.50125
MLS Listing,Condo/Co-op,145 Broderick St #101,San Francisco,CA,94117,1595000,3,3,Haight Ashbury,1817,,1995,4,Active,,,http://www.redfin.com/CA/San-Francisco/145-Broderick-St-94117/unit-101/home/1384883,San Francisco MLS,62853234,N,Y,37.771615,-122.439186
MLS Listing,Single Family Residential,145 Elmira St,San Francisco,CA,94124,799000,4,2.5,Silver Terrace,2044,2495,1907,5,Active,,,http://www.redfin.com/CA/San-Francisco/145-Elmira-St-94124/home/1550382,San Francisco MLS,62842983,N,Y,37.73556,-122.40341
MLS Listing,Condo/Co-op,1450 Franklin #503,San Francisco,CA,94109,850000,1,1,Van Ness/Civic Center,699,,,29,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Franklin-St-94109/unit-503/home/109297674,San Francisco MLS,62504430,N,Y,37.7881078,-122.4233468
MLS Listing,Condo/Co-op,1450 Franklin #606,San Francisco,CA,94109,1495000,2,2,Van Ness/Civic Center,1273,,,29,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Franklin-St-94109/unit-606/home/109297686,San Francisco MLS,62504499,N,Y,37.7881078,-122.4233468
MLS Listing,Condo/Co-op,1450 Green St #5,San Francisco,CA,94109,995000,2,1,Russian Hill,1468,,1927,17,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Green-St-94109/unit-5/home/12477177,San Francisco MLS,62685519,N,Y,37.797981,-122.423061
MLS Listing,Condo/Co-op,1450 Greenwich St #301,San Francisco,CA,94109,895000,1,1,Russian Hill,858,,1928,21,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Greenwich-St-94109/unit-301/home/1561734,San Francisco MLS,62622257,N,Y,37.800756,-122.423558
MLS Listing,Condo/Co-op,1450 Post St #308,San Francisco,CA,94109,550000,1,2,Lower Pacific Height,1094,,1992,10,Active,,,http://www.redfin.com/CA/San-Francisco/1450-Post-St-94109/unit-308/home/930952,San Francisco MLS,62791804,N,Y,37.7863607,-122.4258197
MLS Listing,Single Family Residential,1470 Portola Dr,San Francisco,CA,94127,1699000,3,2,West Portal,2050,,1919,3,Active,November-17-2016 05:00 PM,November-17-2016 07:00 PM,http://www.redfin.com/CA/San-Francisco/1470-Portola-Dr-94127/home/914191,San Francisco MLS,62881497,N,Y,37.738132,-122.467909
MLS Listing,Condo/Co-op,1483 Sutter St #1605,San Francisco,CA,94109,1995000,3,2.5,Van Ness/Civic Center,2016,,1993,38,Active,,,http://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-1605/home/1498727,San Francisco MLS,62381845,N,Y,37.7867735,-122.4241362
MLS Listing,Condo/Co-op,1500 Francisco St #11,San Francisco,CA,94123,1795000,3,2,Marina,1787,,1924,18,Active,,,http://www.redfin.com/CA/San-Francisco/1500-Francisco-St-94123/unit-11/home/557037,San Francisco MLS,62668914,N,Y,37.8027012,-122.4301497
MLS Listing,Condo/Co-op,151 Alice B. Toklas Pl #401,San Francisco,CA,94109,695000,0,1,Van Ness/Civic Center,605,,1920,8,Active,,,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-401/home/1999275,San Francisco MLS,62803742,N,Y,37.7850997,-122.4205869
MLS Listing,Condo/Co-op,1512 Pacific,San Francisco,CA,94109,1399000,2,2.5,Nob Hill,1288,,1922,42,Active,,,http://www.redfin.com/CA/San-Francisco/1512-Pacific-Ave-94109/home/1442880,San Francisco MLS,62300820,N,Y,37.7952871,-122.4203121
MLS Listing,Condo/Co-op,1515 15th St #407,San Francisco,CA,94103,999000,2,2,Inner Mission,968,,2014,17,Active,November-15-2016 02:30 PM,November-15-2016 04:00 PM,http://www.redfin.com/CA/San-Francisco/1515-15th-St-94103/unit-407/home/109473407,San Francisco MLS,62690643,N,Y,37.7665977,-122.4181501
MLS Listing,Multi-Family (5+ Unit),1535 Taraval St,SAN FRANCISCO,CA,94116,6998000,2,,SAN FRANCISCO,13480,5000,1988,7,Active,,,http://www.redfin.com/CA/San-Francisco/1535-Taraval-St-94116/home/109507541,MLSListings,62816343,N,Y,37.7426262,-122.4827347
MLS Listing,Single Family Residential,1541 Hampshire St,San Francisco,CA,94110,1298000,4,3,Bernal Heights,1976,1750,1904,31,Active,November-15-2016 02:30 PM,November-15-2016 03:30 PM,http://www.redfin.com/CA/San-Francisco/1541-Hampshire-St-94110/home/1318039,San Francisco MLS,62477650,N,Y,37.7482949,-122.4063011
MLS Listing,Condo/Co-op,1550 Ofarrell St #6,San Francisco,CA,94115,599000,3,2,Western Addition,1050,,1964,24,Active,,,http://www.redfin.com/CA/San-Francisco/1550-O-Farrell-St-94115/unit-6/home/12401669,San Francisco MLS,62578482,N,Y,37.783744,-122.4304303
MLS Listing,Single Family Residential,157 28th Ave,San Francisco,CA,94121,7995000,6,7,Sea Cliff,6800,5418,1923,10,Active,,,http://www.redfin.com/CA/San-Francisco/157-28th-Ave-94121/home/1984567,San Francisco MLS,62777058,N,Y,37.785963,-122.488671
MLS Listing,Single Family Residential,1595 Thomas Ave,SAN FRANCISCO,CA,94124,849800,3,1,SAN FRANCISCO,1774,2500,1907,30,Active,,,http://www.redfin.com/CA/San-Francisco/1595-Thomas-Ave-94124/home/984593,MLSListings,62496610,N,Y,37.730139,-122.391345
MLS Listing,Condo/Co-op,16 Jessie St #303,San Francisco,CA,94105,1749000,2,2,Yerba Buena,,,1906,38,Active,,,http://www.redfin.com/CA/San-Francisco/16-Jessie-St-94105/unit-303/home/40138274,San Francisco MLS,62377127,N,Y,37.7899349,-122.398961
MLS Listing,Single Family Residential,16 Mabrey Ct,San Francisco,CA,94124,945000,3,2.5,Bayview,1910,2303,1984,47,Active,,,http://www.redfin.com/CA/San-Francisco/16-Mabrey-Ct-94124/home/1094450,San Francisco MLS,62066911,N,Y,37.7360094,-122.3856316
MLS Listing,Condo/Co-op,160 Graystone Ter #4,San Francisco,CA,94114,659000,1,1,Clarendon Heights,753,,1949,38,Active,,,http://www.redfin.com/CA/San-Francisco/160-Graystone-Ter-94114/unit-4/home/12352807,San Francisco MLS,62370967,N,Y,37.7570995,-122.446091
MLS Listing,Single Family Residential,162 162A Grand Vw,San Francisco,CA,94114,2795000,7,5.5,Eureka Valley/Dolore,4831,,,45,Active,,,http://www.redfin.com/CA/San-Francisco/162-Grand-View-Ave-94114/home/109165873,San Francisco MLS,62159803,N,Y,37.7553943,-122.4403522
MLS Listing,Multi-Family (2-4 Unit),1627 12th Ave,San Francisco,CA,94122,1100000,2,3,Inner Sunset,1521,3000,1958,32,Active,,,http://www.redfin.com/CA/San-Francisco/1627-12th-Ave-94122/home/1733169,San Francisco MLS,62469968,N,Y,37.75774,-122.469422
MLS Listing,Condo/Co-op,1631 McAllister St,San Francisco,CA,94117,2595000,3,3.5,North Panhandle,,,2016,38,Active,,,http://www.redfin.com/CA/San-Francisco/1631-McAllister-St-94115/home/49700593,San Francisco MLS,62376626,N,Y,37.777417,-122.439079
MLS Listing,Condo/Co-op,1635 McAllister St,San Francisco,CA,94115,1995000,3,2.5,North Panhandle,,,2016,17,Active,,,http://www.redfin.com/CA/San-Francisco/1635-McAllister-St-94115/home/109471923,San Francisco MLS,62685518,N,Y,37.7776836,-122.4391655
MLS Listing,Single Family Residential,164 Belvedere St,San Francisco,CA,94117,5995000,5,5,Parnassus/Ashbury Heights,4580,3044,,12,Active,,,http://www.redfin.com/CA/San-Francisco/164-Belvedere-St-94117/home/1659932,San Francisco MLS,62738608,N,Y,37.7675399,-122.448885
MLS Listing,Single Family Residential,1642 41st Ave,San Francisco,CA,94122,1198000,4,2.5,Outer Sunset,1874,2996,1940,13,Active,,,http://www.redfin.com/CA/San-Francisco/1642-41st-Ave-94122/home/1954243,San Francisco MLS,62723843,N,Y,37.756118,-122.499919
MLS Listing,Single Family Residential,1643 Revere Ave,San Francisco,CA,94124,728000,2,1,Bayview,1025,2495,1924,9,Active,,,http://www.redfin.com/CA/San-Francisco/1643-Revere-Ave-94124/home/1113733,San Francisco MLS,62800617,N,Y,37.731812,-122.390963
MLS Listing,Condo/Co-op,1650 Broadway St #506,San Francisco,CA,94109,1195000,1,2,Pacific Heights,899,,2016,3,Active,,,http://www.redfin.com/CA/San-Francisco/1650-Broadway-94109/unit-506/home/109655852,San Francisco MLS,62867602,N,Y,37.795913,-122.424471
MLS Listing,Single Family Residential,1655 48th Ave,SAN FRANCISCO,CA,94122,899000,2,1,SAN FRANCISCO,697,2996,1904,13,Active,,,http://www.redfin.com/CA/San-Francisco/1655-48th-Ave-94122/home/1954229,MLSListings,62731102,N,Y,37.755586,-122.508063
MLS Listing,Condo/Co-op,1655 Chestnut St #302,San Francisco,CA,94123,1198000,2,2,Marina,1100,,1980,10,Active,November-15-2016 10:30 AM,November-15-2016 12:00 PM,http://www.redfin.com/CA/San-Francisco/1655-Chestnut-St-94123/unit-302/home/1936357,San Francisco MLS,62781523,N,Y,37.8014433,-122.4304317
MLS Listing,Condo/Co-op,1656 Beach St,San Francisco,CA,94123,899000,1,1,Marina,788,,1938,38,Active,,,http://www.redfin.com/CA/San-Francisco/1656-Beach-St-94123/home/997422,San Francisco MLS,62371151,N,Y,37.804913,-122.436371
