"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",1,336000,349000,332000,329900,325000,315000,299925,299000,299900,299900,298500,279450,279450,279900,288200,289000,309950,308750,299900,279000,279000,279000,275000,289450,279450,287000,290900,312000,329000,325000,327102,299900,296000,297000,319450,299995,305000,299650,327000,349900,359900,359900,367000,385700,359000,357995,382000,377995,365000,374900,399000,399000,399000,402000,429000,399999.5,429450,433450,449500,444500,436449.5,475000,525000,529000,489900,479450,474990,474900,469000,466500,475000,474500,465000,446900,450000,479950,499000,485000,499000,499000,517450
"Paradise","Las Vegas","NV","Las Vegas","Clark",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167950,170000,175000,179000,183950,190000,199900,205000,205999,2e+05,202500,199999,210000,210400,215000,215950,219900,234900,234950,234950,235000,230000,239450,245300,249999,255000,252000,254900,253950,249990,250000,255000,250000,250944,254490,255000,249947.5,250000,260000,265888,265000,265000,275000,274150
"Maryvale","Phoenix","AZ","Phoenix","Maricopa",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,121625,119000,118750,121500,118950,120000,127950,133437.5,133299,132900,127935.5,130950,124900,125500,125000,129900,141183.5,159900,159900,152450,157500,155250,155250,144500,154950,149750,149250,150000,145000,159700,155250,155000,159450,161250
"Upper West Side","New York","NY","New York","New York",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5275000,5125000,5110000,5624500,5275000,5250000,5250000,5275000,5312500,5250000,5600000,5300000,5125000,5392500,5410000,5470000,6e+06,6367500,6150000,6162500,6400000,6547000,6710000,6650000,6712500,7050000,7e+06,6622000,6750000,6350000,6650000,6650000,6575000,6517500,6550000
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1099000,1154500,1199000,1100000,1089000,1199000,1099000,1097000,1025000,1097000,1172500,1112000,1261500,1337500,1350000,1339500,1409500,1339500,1362250,1312500,1360000,1184000,1279000,1350000,1299500,1360000,1429000,1359950,1297000,1495000,1499500,1499000,1483000,1424999.5,1365000
"South Los Angeles","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,375000,354450,349900,362450,366950,359900,358500,369900,370000,379500,374900,370000,369000,369450,377000,379000,379000,389000,384500,389000,399000,394500,385000,389000,399900,391500,399000,399000,404500,419000,419000,399499.5,419000,428500
"Upper East Side","New York","NY","New York","New York",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500000,6566750,6589250,7100000,7497500,7495000,6850000,6622500,6900000,7150000,7420000,7420000,7250000,7800000,7890000,7920000,7950000,7845000,7250000,7725000,7750000,7995000,7920000,7037500,7500000,6450000,6512500,7600000,7725000,7662500
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139995,140000,145000,135000,135000,145000,149900,150000,152950,154900,154000,150500,153900,149950,154900,159800,158000,162825,160250,162825,166700,165000,169450,166995,168450,169000,169000,169999.5,174999.5,178000,179900,175000,179900,179950,189900,189999
"East New York","New York","NY","New York","Kings",9,379000,379000,379000,379000,377000,367200,349000,349000,349000,327000,325000,325000,310000,310000,310000,299749.5,305000,309500,304500,312500,312500,299999.5,313500,329000,329000,347000,329500,319000,320000,329000,349000,344500,329000,349000,369000,379000,379000,369000,379000,389999.5,399000,399000,389500,419000,419000,419000,429000,425000,429000,425000,427000,425000,425000,419000,419000,429000,422500,425000,454500,439000,459000,449000,472000,465000,497500,480000,494000,495000,499000,493944,493888,499000,489000,499999.5,517500,525000,509500,565000,525000,525000,525000
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259444,264975,259900,249900,259900,255939,260950,261900,265000,269900,279900,279900,281450,285900,294900,296990,295990,299900,3e+05,3e+05,304450,302950,305990,309900,309900,309975,309900,309416,312000,310000,309990,314815,319900,319000,314999
