"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Jamaica Plain","Boston","MA","Boston","Suffolk",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2400,2112.5,2300,2450,2400,2400,2400,2300,2500,2300,2300,2300,2300,2300,2300,2500,2400,2400,2400,2475,2400,2300,2300,2400,2300,2300,2500,2500,2500,2500,2500,2500,2485,2400,2325,2300,2300,2350,2500,2600,2500,2700,2500,2500,2795,2500,2550
"Brighton","Boston","MA","Boston","Suffolk",66,,,,,,,,,,,,,,,,,1650,1650,1700,1925,1800,1900,1795,1650,1850,1850,1850,1800,1800,1800,1780,1850,1900,2000,1950,1950,1900,1925,2000,1995,2000,2000,2000,1995,2000,1975,1950,1900,1950,1900,1950,2100,2000,2000,1995,1975,1937.5,1950,1960,1975,2000,2000,1977.5,2000,2000,1995,1997.5,1995,1997.5,2000,2000,2000,2000,2037.5,2050,2095,2100,2100,2100,2100
"Bayside","Virginia Beach","VA","Virginia Beach","Virginia Beach City",67,,,,,,,,,,,,1225,1200,1272.5,1250,1295,1297.5,1300,1272.5,1275,1250,1200,1195,1195,1200,1212.5,1195,1295,1300,1295,1250,1250,1250,1275,1250,1250,1250,1250,1297.5,1272.5,1297.5,1295,1285,1295,1295,1250,1250,1200,1250,1250,1250,1250,1250,1275,1262.5,1295,1275,1275,1280,1295,1250,1225,1250,1300,1295,1250,1250,1295,1275,1250,1250,1250,1250,1275,1295,1349,1355,1350,1350,1300
"Humboldt Park","Chicago","IL","Chicago","Cook",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,1550,1572.5,1672.5,1775,1600,1700,1750,1650,1637.5,1650,1900,2000,2024.5,1925,1750,1900,1750
"Lake View East","Chicago","IL","Chicago","Cook",69,,,,,,,,,,,,,,,,,,,,,,,,,1545,1500,1525,1477.5,1400,1450,1347.5,1500,1600,1600,1357.5,1450,1475,1295,1280,1250,1250,1275,1300,1295,1500,1405,1400,1400,1500,1500,1525,1620,1700,1650,1597.5,1600,1622.5,1695,1625,1500,1550,1550,1600,1620,1600,1697.5,1650,1610,1600,1600,1600,1600,1550,1562.5,1550,1600,1600,1600,1600,1400
"South Loop","Chicago","IL","Chicago","Cook",70,,,,,,,,,1725,1850,2000,1897.5,1800,1800,1861,1825,1899,1900,1859.5,1834,1892.5,1950,1950,1950,1950,1979,1995,2000,2000,2000,2060,2075,1986.5,1950,1995,2000,2001.5,2000,2000,2038,2031.5,2040,2100,2000,1971,2000,1990,1995,2050,2042.5,2100,2152.5,2150,2100,2050,2050,2008,2024,2100,2143.5,2143.5,2100,2100,2100,2150,2100,2100,2100,2024,2008,2052.5,2100,2100,2115.5,2100,2050,2118.5,2100,2150,2150
"South Boston","Boston","MA","Boston","Suffolk",71,,,,,,,,,,,,,,,2400,2375,2400,2400,2400,2400,2400,2400,2400,2500,2450,2500,2500,2600,2650,2700,2673,2625,2600,2700,2600,2600,2700,2750,2800,2900,2800,2900,2700,2650,2575,2500,2500,2500,2500,2500,2600,2800,2800,2800,2750,2800,2700,2700,2600,2650,2700,2700,2700,2800,2850,2900,2800,2800,2800,2800,2750,2800,2800,2800,2900,2950,2900,3000,3000,3000
"Fort Greene","New York","NY","New York","Kings",72,,,,,,,,,,,,,,,,,,,,,,,2450,2450,2350,2400,2316.5,2295,2295,2450,2450,2450,2495,2500,2625,2640,2625,2654,2600,2800,2700,2595,2795,2675,2650,2800,2850,2700,2675,2800,2800,2725,2850,2982.5,3131.5,2875,2737.5,2700,2850,3000,3000,3000,2982.5,2950,2957.5,3163,3350,2982.5,2800,2850,2980,3176,3200,3150,3395,2970,3100,2965,3000,3081.5
"Venice","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",73,,,,,,,,,,,,,3995,3997.5,4375,4600,4347.5,4000,4250,4000,4275,4300,3972.5,3995,3995,4150,4175,4275,4375,4200,4300,4250,4395,4150,3997.5,4100,4272.5,4297.5,4450,4200,4500,4500,4375,4597.5,4800,4722.5,4800,4800,4595,4500,4650,4800,4600,4800,4950,4950,5000,4950,4950,4950,4950,5000,5100,4500,4825,4995,5397.5,5500,5345,5922.5,5295,5500,5500,5390,5850,5922.5,5475,4995,5497.5,5500
"Greenpoint","New York","NY","New York","Kings",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2600,2600,2795,2875,2800,3000,3425,3000,3150,3175,3200,3000,2870,2890,3000,3250,3200,3100,3437.5,3500,3475,3425,3287.5,3200,3000,2800,2800,3099.5,3000,2900,3000,3350
"Sawtelle","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3395,2975,3450,3525,3647.5,3595,3495,3600,3495,2945,3280,3287.5,3790,3675,3850,3500,3700
"Makiki-Lower Punchbowl-Tantalus","Honolulu","HI","Urban Honolulu","Honolulu",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1950,1800,1725,1600,1750,1750,1650,1787.5,1840,1700,1800,1700,1750,1700,1700,1728
"Downtown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",77,,,,,,,,,,,,2200,2050,2050,2272.5,2297.5,2300,2300,2295,2262.5,2100,2275,2287.5,2300,2372.5,2349,2300,2300,2300,2497.5,2300,2114,2291.5,2251,2302,2225,2251,2354,2441,2500,2525,2500,2400,2500,2500,2300,2325,2600,2500,2400,2400,2600,2497.5,2700,2650,2750,2600,2600,2600,2750,2650,2600,2583,2550,2600,2675,2750,2800,2900,2900,2875,2900,2985,2875,2750,2750,2725,2700,2600,2750
"Brentwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3300,3350,2995,3237.5,3547.5,3845,3750,3975,3950,4050,3950,4199,4100,4050,4150,4500,4247.5,3850,3947.5,4175,4200,3800,3999,4125,3950,3975,4025,4300,4350,4500,4399,4449.5,4447.5,4050,3995,4450,3925,4100,3850,4075,4025
"Bronzeville","Chicago","IL","Chicago","Cook",79,,,,,,,,,,,,,,,,,,1575,1500,1400,1372.5,1387,1400,1500,1470,1400,1400,1397,1375,1495,1399.5,1400,1335,1300,1337.5,1350,1425,1425,1425,1397.5,1325,1300,1325,1400,1525,1500,1500,1485,1475,1425,1400,1450,1450,1500,1500,1462.5,1500,1500,1500,1500,1500,1500,1595,1500,1500,1532.5,1500,1450,1425,1500,1475,1500,1500,1500,1500,1450,1500,1632.5,1500,1500
"Capitol Hill","Seattle","WA","Seattle","King",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1797.5,1795,1795,1797.5,1850,1737.5,1795,1895,1850,1849,1800,1972.5,1875,1950,1917.5,1825,1800,1800,1800,1800,2025,1995,2100,2125,1800
"M Streets","Dallas","TX","Dallas-Fort Worth","Dallas",81,,,,,,,,,,,,,,,,1050,1077,1099.5,1025,995,1000,1000,1100,1095,1095,1024.5,1200,1197,1207,1137.5,1084,1100,1185,1150,1150,1146,1152,1200,1256,1399.5,1395,1397.5,1301.5,1248,1300,1391,1297.5,1357,1250,1200,1200,1336,1295,1362.5,1400,1336,1297.5,1399,1395,1330,1400,1450,1425,1400,1600,1650,1600,1450,1450,1450,1450,1399,1495,1472.5,1450,1475,1549.5,1500,1495,1599
"Fort Hamilton","New York","NY","New York","Kings",82,,,,,,,,,,,,,,,,,,,,,,1350,1297.5,1295,1295,1325,1450,1500,1500,1450,1435,1450,1500,1450,1365,1385,1450,1450,1595,1600,1600,1600,1600,1587.5,1600,1647.5,1690,1600,1600,1600,1690,1700,1750,1850,1987.5,2000,1800,1800,1800,1948,1800,1737.5,1662.5,1700,1900,1950,2100,2150,2200,2000,2099.5,1950,1750,1750,1800,1800,1975,1950,2000,1950
"South End","Boston","MA","Boston","Suffolk",83,,,,,,,,,,,,,,,2300,2300,2400,2500,2525,2500,2600,2600,2600,2797.5,2750,2750,2600,2700,2800,2825,2800,2950,2900,2872.5,2800,2900,2850,2900,2800,2700,2800,2800,2800,2800,2900,2925,2900,2900,2800,2800,2800,2950,2900,2900,2900,2900,2800,2750,2850,2900,2950,3000,2997.5,3000,3000,2980,3000,2950,2950,2950,3000,3025,3200,3000,3000,2940.5,3200,3050,2990,3000
"Downtown","Jersey City","NJ","New York","Hudson",84,,,,,,,,,,,,,,,,,,2200,2200,2250,2400,2200,2300,2100,2100,2247.5,2300,2350,2400,2447.5,2340,2200,2400,2397.5,2300,2305,2317.5,2360,2350,2350,2400,2300,2350,2300,2400,2400,2350,2300,2300,2300,2300,2400,2350,2450,2400,2400,2400,2350,2400,2600,2600,2600,2600,2650,2792.5,2750,2650,2700,2675,2650,2500,2600,2500,2500,2550,2600,2450,2525,2500,2650
"Clinton","New York","NY","New York","New York",85,,,,,,,,,,,,,,2725,2700,2800,2850,2900,2900,2960,3050,3100,3150,3190,3200,3095,3200,3200,3130,3148,3250,3285,3300,3275,3225,3200,3200,3200,3200,3250,3200,3000,2995,3200,3497.5,3450,3400,3412.5,3400,3400,3400,3300,3295,3250,3300,3397,3400,3295,3250,3295,3350,3312.5,3450,3399,3395,3300,3300,3295,3395,3397,3400,3399.5,3300,3300,3300,3295,3270,3204,3250,3200
"Neartown - Montrose","Houston","TX","Houston","Harris",86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.5,1800,1800,1850,1877,1863.5,1950,1975,1912.5,1877,1800,1800,1672.5,1800,1877,1747.5,1800
"Roxborough","Philadelphia","PA","Philadelphia","Philadelphia",87,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1500,1425,1425,1400,1450,1400,1450,1495,1450,1600,1600,1500,1500,1450,1500,1500,1550,1537.5,1500,1500,1525,1650,1600,1600,1500,1500,1500,1500,1500,1550,1575,1600,1650,1670,1650,1650,1600,1600,1495,1499,1500,1500,1525,1600,1600,1600,1650,1650,1599.5,1600
"Alexandria West","Alexandria","VA","Washington","Alexandria City",88,,,,,,,,,,,,,,,,,,,,,,,,1425,1437.5,1515,1595,1650,1699,1699,1500,1495,1575,1625,1700,1528,1550,1546,1548,1545,1550,1600,1600,1550,1595,1525,1537.5,1500,1500,1595,1550,1595,1562.5,1575,1672.5,1675,1650,1600,1600,1650,1600,1612.5,1612.5,1550,1600,1540,1562.5,1575,1550,1600,1600,1512.5,1562.5,1525,1650,1549.5,1600,1700,1600,1650
"Capitol Hill","Washington","DC","Washington","District of Columbia",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650,2250,2375,2500,2600,2400,2475,2547.5,2352.5,2450,2472.5,2500,2450,2300,2695,2650,2500,2425,2400,2450,2682.5,2725,2500,2550,2734.5,2695,2625,2750,2895,2800,2670,2500,2510,2600,2650,2792.5,3069,2850,2995,2790,2695
"Financial District","New York","NY","New York","New York",90,,,,,,,,,,,4450,4095,3497.5,3100,3097,3100,3292.5,3280,3400,3392.5,3395,3350,3300,3310,3395,3395,3395,3330,3454,3480,3495,3400,3450,3400,3400,3419,3350,3295,3250,3295,3295,3300,3300,3395,3800,3895,3800,3820,3840,3800,3800,3800,3895,3850,3995,3925,3987.5,3925,3800,3800,3800,3750,3800,3895,3795,3800,3750,3840,3900,3895,3800,3800,3800,3800,3739,3635.5,3750,3800,3800,3700
"La Jolla","San Diego","CA","San Diego","San Diego",91,,,,,,,,,3700,3900,3995,3600,3500,3500,3500,3500,3300,3500,3500,3500,3500,3600,3875,3925,3800,3700,3800,3800,4000,4000,4000,3900,4000,4000,3800,3650,3500,3600,3950,4000,4000,3500,3500,3875,3900,3892.5,3800,3900,3900,3600,3600,4000,4000,4000,3900,3995,3999,3700,3600,3700,4000,3600,3600,3495,3500,3500,3600,3600,3722.5,3800,3800,3850,3900,3500,3600,3497.5,3595,3200,3250,3650
"Flatiron District","New York","NY","New York","New York",92,,,,,,,,,,,,,,,,3425,3460,3372.5,3372.5,3295,3395,3195,3150,2995,3195,3195,3195,3350,3497.5,3630,3642.5,3507.5,3595,3500,3500,3475,3450,3490,3500,3695,3700,3600,3671,3650,3782.5,4000,4000,3937.5,4000,4061,4141.5,4100,4595,4000,4080,4000,4100,4037.5,4090,4200,4195,4250,4200,4200,4100,4100,4170,4200,4315,4200,4200,4340,4250,4330,4200,4200,4000,3950,3860,4000
"Ravenswood","Chicago","IL","Chicago","Cook",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1550,1650,1550,1660,1695,1600,1572.5,1500,1500,1562.5,1600,1647.5,1625,1575,1572.5,1695,1695,1697.5,1637.5,1600,1675,1685,1700,1750,1650,1600,1722.5,1647.5,1650,1600
"Washington Avenue Coalition - Memorial Park","Houston","TX","Houston","Harris",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1554.5,1635,1517.5,1540,1540,1478.5,1490,1495,1500,1554,1495,1554,1554,1568,1568,1497.5,1497.5,1495,1554,1554,1658,1724,1745,1724,1847.5,1812,1724,1654,1845,1800,1800,1658,1598.5,1630,1658,1724,1554,1626
"Landmark-Van Dom","Alexandria","VA","Washington","Alexandria City",95,,,,,,,,,,,,1650,1650,1750,1670,1697.5,1642.5,1650,1712.5,1737.5,1700,1612.5,1600,1650,1650,1675,1650,1700,1850,1850,1850,1850,1650,1675,1697,1800,1785,1725,1650,1712.5,1785,1745,1680,1647,1750,1750,1750,1795,1750,1750,1750,1750,1775,1750,1750,1700,1775,1750,1750,1795,1725,1725,1795,1850,1850,1825,1850,1750,1750,1750,1850,1700,1700,1700,1800,1795,1800,1700,1850,1800
"Woodbridge","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",96,,,,,,,,,,,,,1975,1987.5,2100,2050,2100,2200,2200,2347.5,2397.5,2300,2275,2150,2272.5,2400,2395,2100,2370,2272.5,2300,2400,2300,2395,2200,2295,2295,2350,2250,2290,2262.5,2200,2000,2100,2300,2250,2400,2275,2400,2400,2400,2400,2300,2400,2412.5,2400,2400,2400,2425,2425,2400,2412.5,2412.5,2400,2400,2400,2400,2500,2475,2500,2400,2425,2500,2400,2350,2600,2550,2400,2300,2575
"West Town","Chicago","IL","Chicago","Cook",97,,,,,,,,,,,,,,,,,,,2100,2200,2125,2000,2025,2050,2100,2000,1900,2100,2275,2000,2000,2200,2200,2200,2200,2200,2200,2150,2195,2325,2300,1912.5,2000,2300,2325,2200,2200,2125,2200,2149.5,2300,2400,2387.5,2325,2475,2500,2400,2350,2400,2600,2700,2400,2200,2500,2500,2297.5,2150,2300,2300,2350,2350,2400,2475,2450,2400,2425,2400,2350,2400,2150
"Allston","Boston","MA","Boston","Suffolk",98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2400,2399,2350,2450,2400,2350,2300,2300,2300,2250,2300,2500,2599,2425,2399,2300,2300,2300,2250,2300,2300,2400,2475,2600,2600,2455,2400,2400,2400,2300,2350,2400
"Clinton Hill","New York","NY","New York","Kings",99,,,,,,,,,,,,,,,,,,,,,,2600,2450,2450,2585,2400,2300,2350,2400,2440,2595,2500,2550,2500,2300,2467.5,2500,2750,2750,2850,2900,2850,2775,2800,3000,3000,2995,3000,3000,3000,2800,2847.5,3000,2924.5,3000,3000,3000,2997.5,2950,3000,3100,3000,3115,3000,3000,3000,3050,3000,3000,3000,3300,3300,3200,3300,3100,3200,3000,3100,3100,3000
"Flamingo Lummus","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",100,,,,,,,,,1990,2000,2075,1775,1650,1600,1650,1750,1650,1600,1600,1600,1700,1800,1700,1700,1800,1800,1800,1800,1800,1795,1700,1725,1750,1795,1850,1897.5,1850,1950,1950,1900,1900,1862.5,1800,1800,1850,1897.5,1900,1900,1990,1950,1900,1950,1975,1995,1900,1885,1900,1950,1950,1995,2000,2000,2000,2000,2000,2000,1900,1900,1950,2000,2100,2100,2200,2195,2000,1957,1950,1975,1900,1800
"Edgewater Beach","Chicago","IL","Chicago","Cook",101,,,,,,,,,,,,1075,1150,1050,1032.5,1000,875,875,995,995,995,975,1050,1000,1100,1100,1100,1000,1000,1095,1097.5,1195,1150,1025,975,975,1079.5,1100,1100,1012.5,996,950,927.5,1050,1200,1175,1100,1100,1150,1150,1200,1150,1200,1275,1200,1200,1162.5,1187.5,1150,1200,1272.5,1250,1250,1285,1300,1300,1300,1300,1250,1250,1299.5,1262.5,1300,1300,1300,1250,1250,1300,1300,1300
"West Village","New York","NY","New York","New York",102,,,,,,,,,,,,3350,3200,3350,3500,3700,3500,3500,3350,3400,3297.5,3000,3000,3082.5,3105,3095,3295,3450,3450,3550,3500,3700,3660,3699,3500,3500,3547.5,3500,3495,3595,3500,3595,3500,3550,3725,3700,3700,3700,3700,3750,3800,3825,3995,3700,3750,3797.5,3800,3800,3700,3800,3750,3700,3750,3800,3825,3900,3895,3950,3997.5,3847.5,3800,3772.5,3772.5,3800,3750,3750,3700,3700,3800,3700
"Kew Gardens","New York","NY","New York","Queens",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,1600,1612.5,1637.5,1600,1600,1624,1612,1650,1650,1700,1700,1712.5,1712.5,1735,1745,1700,1750,1850,1850,1750,1750,1900,1860,1812,1810,1712.5,1650,1774.5,1949,1850,1822
"Brickell","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",104,2100,2000,2000,2000,2100,2000,2150,2200,2100,2100,2200,2100,1950,2000,2000,2000,2100,2100,2100,2150,2200,2200,2200,2200,2199.5,2200,2182.5,2150,2200,2262.5,2250,2250,2297.5,2295,2300,2300,2350,2350,2300,2300,2300,2300,2350,2400,2400,2400,2375,2395,2350,2350,2350,2400,2400,2400,2399,2400,2400,2400,2450,2425,2500,2500,2500,2500,2500,2550,2600,2550,2500,2500,2550,2550,2500,2500,2500,2450,2500,2497.5,2475,2500
"North Central","Philadelphia","PA","Philadelphia","Philadelphia",105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2005,2000,2100,2000,2000,2000,1800,1700,2000,2000,1950,2000,2200,2000,2000,2000,1900,2000,2000,2000,2100,2275,2250,2300,2300,2200,2200,2250,2200,1950,1895,1650
"Point Breeze","Philadelphia","PA","Philadelphia","Philadelphia",106,,,,,,,,,,,,,,,,,,,1275,1250,1197.5,1100,1200,1200,1100,1195,1195,1175,1137.5,1000,1000,1000,1000,1100,1172.5,1100,1195,1200,1250,1225,1200,1200,1200,1200,1200,1225,1225,1100,1100,1117.5,1142.5,1185,1200,1200,1200,1100,1100,1097.5,1150,1175,1200,1200,1295,1297.5,1350,1350,1350,1200,1200,1100,1100,1195,1300,1250,1300,1300,1300,1275,1200,1200
"Brooklyn Heights","New York","NY","New York","New York",107,,,,,,,,,,,,,,,,,,,2300,2689,2888.5,2875,2850,3100,3000,2750,2800,2500,2500,2550,2500,2650,2876.5,2750,2755,2775,2800,2975,2900,2977,2800,2900,2995,2995,3247.5,3450,3600,3693.5,3600,3575,3500,3743.5,3693.5,3575,3462.5,3300,3400,3142.5,3250,3500,3450,3335,3385,3400,3700,3600,3387.5,3400,3550,3500,3850,3660,3750,3747.5,3575,3100,3400,3300,3497.5,3275
"Waikiki","Honolulu","HI","Urban Honolulu","Honolulu",108,,,,,,,,,1600,1700,1600,1650,1600,1596.5,1596,1544.5,1483,1500,1598.5,1500,1519.5,1647,1695,1672.5,1697,1700,1800,1700,1800,1800,1775,1800,1797,1798.5,1900,2000,2000,1900,1850,1950,1987.5,1900,1900,1900,1900,1900,2200,2000,2100,2000,2000,2200,2100,2187.5,2000,2175,2200,2187.5,2200,2500,2408,2300,2200,2200,2200,2200,2100,2200,2200,2200,2200,2347,2200,2300,2350,2200,2300,2150,2172.5,2105
"Back Bay","Boston","MA","Boston","Suffolk",109,,,,,,,,,,,,2900,2900,2772.5,2600,2650,2800,2900,3000,3200,3200,2875,2800,3200,3147.5,2800,2772.5,2800,3000,3000,2950,3200,3200,3300,3425,3200,3150,2900,3000,3100,3000,2950,2950,2850,3000,2900,2862.5,2900,2850,2800,2800,2800,2800,2897,2900,2990,2874.5,2900,2800,2895,2850,2890,2900,2900,2897,2900,2900,2850,2899,2900,2900,2900,2950,2987.5,2950,2800,2850,2850,2850,2800
"Near North","Chicago","IL","Chicago","Cook",110,,,,,,,,,,,,1600,1599.5,1600,1695,1651,1850,1890,1995,2000,2000,1999,1999,1875,1850,1880,2000,2047,2100,2055,2099,1950,2117.5,2134.5,1900,1995,2100,2100,2000,1868,1900,1974.5,1909,1920,1955,1998.5,2000,2030,2000,2000,2044,2150,2200,2250,2250,2300,2097.5,2350,2302.5,2350,2302.5,2300,2200,2000,2000,2000,2200,2077.5,1976,2000,2030,2260.5,2200,2050,2262,1950,1995,2030,2050,1971
"Columbus Circle","New York","NY","New York","New York",111,,,,,,,,,,,,,,2835,3090,2985,3157,3100,3367,3100,3100,3200,3176,3195,3115,3190,3100,3200,3217.5,3264,3292.5,3200,3300,3275.5,3250,3200,3200,3200,3290,3300,3300,3300,3341,3282.5,3439,3500,3500,3500,3564,3582.5,3520.5,3495,3500,3500,3500,3500,3495,3500,3497.5,3444.5,3500,3557,3575,3575,3590,3582.5,3595,3599,3599,3541,3545.5,3564,3564,3500,3439,3500,3450,3450,3500,3444.5
"Uptown","Chicago","IL","Chicago","Cook",112,,,,,,,,,,,,,,,,,1200,1302.5,1400,1400,1302.5,1305,1390,1400,1475,1450,1487.5,1425,1247.5,1300,1400,1425,1400,1397.5,1395,1295,1300,1300,1300,1295,1295,1250,1295,1400,1475,1475,1462.5,1520,1532.5,1545,1600,1550,1672.5,1700,1700,1685,1642.5,1600,1550,1550,1545,1500,1450,1487.5,1725,1850,1750,1680,1650,1600,1595,1600,1600,1650,1550,1560,1700,1667.5,1575,1572.5
"Sutton Place","New York","NY","New York","New York",112,,,,,,,,,,,,2600,2400,2800,2800,2895,3200,3500,3900,3825,3495,3095,2800,3000,2995,2900,2997.5,3200,3472.5,3500,3400,3472.5,3500,3495,3300,3200,3295,3295,3400,3500,3395,3250,3200,3400,3395,3500,3500,3500,3500,3500,3495,3272.5,3222.5,3500,3500,3500,3500,3500,3472.5,3400,3400,3395,3400,3500,3500,3500,3500,3500,3500,3447.5,3500,3500,3500,3500,3497.5,3300,3300,3300,3300,3275
"Greenway - Upper Kirby Area","Houston","TX","Houston","Harris",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1675,1555,1569,1596,1465.5,1465.5,1484,1497,1552,1552,1573.5,1490.5,1484,1447,1500,1521,1552,1523,1523,1484,1465.5,1490.5,1500,1500,1500,1475,1436.5,1447,1467,1500,1595,1659.5,1612.5,1549,1489.5,1523,1500,1400,1493.5,1497
"Bucktown","Chicago","IL","Chicago","Cook",115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2318.5,2300,2350,2397.5,2400,2400,2500,2425,2500,2500,2400,2300,2200,2200,2300,2400,2400,2400,2300,2300,2497.5,2472.5,2400,2450,2500,2500,2500,2500,2375,2400,2500,2495,2600,2475,2600
"Streeterville","Chicago","IL","Chicago","Cook",116,,,,,,,,,,,,,1900,1900,1900,1815,1700,1733,1945,2000,2080,2000,2000,1950,2067.5,2100,2000,2200,2100,2075,2000,1979,2079,2165,1986,2099,2175.5,2017.5,2100,2121,2159.5,2097,2090,2049,2138,2176,2176,2200,2200,2200,2200,2200,2150,2276.5,2200,2200,2200,2200,2188,2200,2257,2200,2176,2170,2176,2176,2138,2138,2150,2109,2148,2143,2176,2200,2188,1990,2138,2109,2100,2149
"South of Market","San Francisco","CA","San Francisco","San Francisco",117,,,,,,,,,,,,,,,,,,,,,,,,3300,3100,3300,3255,3195,3350,3695,3550,3747.5,3750,3400,3500,3045,3500,3600,3550,3695,3475,3747.5,3500,3600,4095,3897.5,3695,3700,3975,3997.5,3950,3800,3747.5,3797.5,3825,3825,3990,3875,4000,4200,4450,3997.5,4350,4400,4300,4700,4697.5,4600,4500,4297.5,4200,4475,4472.5,4000,4097.5,4140,4000,4000,3747.5,4100
"Turtle Bay","New York","NY","New York","New York",118,,,,,,,,,3200,3275,3000,3150,3000,2900,2900,2997.5,3000,3000,3081,3025,3200,3200,3150,3075,3000,3000,3100,3200,3200,3000,3100,3100,3200,3200,3085,3000,3000,3000,3095,3124.5,3095,3000,3200,3150,3300,3300,3275,3274.5,3300,3300,3350,3400,3400,3350,3387.5,3400,3400,3400,3400,3447.5,3400,3400,3350,3325,3362.5,3400,3450,3400,3350,3300,3285,3250,3300,3300,3300,3300,3300,3300,3250,3200
"Midtown","New York","NY","New York","New York",119,,,,,,,,,,,,,,3250,3300,3397.5,3800,3500,3672.5,3800,3695,3400,3500,3425,3595,3400,3400,3425,3495,3400,3395,3435,3500,3500,3450,3450,3400,3400,3475,3500,3500,3500,3452,3442,3700,4300,4000,4000,4000,4100,4275,4000,4200,4000,3916,4000,4200,4000,4000,4300,4300,4500,4100,4300,4400,4300,4200,4100,4250,4250,4500,4500,4400,4500,4400,4350,4050,4000,3950,3650
"Astrodome Area","Houston","TX","Houston","Harris",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1212.5,1200,1212.5,1195,1200,1200,1200,1200,1200,1300,1300,1300,1310,1292.5,1200,1285,1250,1200
"Charlestown","Boston","MA","Boston","Suffolk",121,,,,,,,,,,,,,,,,2512.5,2500,2527.5,2500,2650,2767.5,2900,2920,2940,2700,2750,2455,2550,2600,2500,2500,2567.5,2600,2800,2800,2900,2800,2795,2950,2875,2800,2950,2750,2790,2900,2699.5,2699.5,2962.5,2760,2715,2700,2674.5,2850,2745,2522.5,2540,2650,2595,2600,2500,2500,2550,2674.5,2745,2750,2550,2525,2625,2600,2650,2850,2850,2800,2790,2795,2699,2700,2900,2900,2800
"Metro West","Orlando","FL","Orlando","Orange",122,,,,,,,,,,,,795,850,850,900,850,885,850,895,850,895,875,850,885,850,900,950,900,900,927.5,985,900,950,900,885,900,900,900,919,900,900,900,900,950,950,935,925,925,950,950,937.5,950,950,950,957.5,950,937.5,950,995,995,995,1000,1050,1050,1000,1000,1050,1100,1100,1125,1100,1100,1097,1075,1050,1000,1100,1125,1100,1175
