"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Far North","Dallas","TX","Dallas-Fort Worth","Dallas",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,126747.5,124900,132500,132500,127500,125000,127500,129900,138400,149000,149900,149700,150000,158000,149900,155500,165000,165000
"Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695000,674990,695000,669000,689000,675000,667000,699000,689000,699500,699000,715000,749999,712000,699000,629000,699975,699000,699000,747000,789000,777000
"Williamsburg","New York","NY","New York","Kings",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,1195000,1200000,1257500,1250000,1255000,1327500,1300000,1350000,1385000,1415000,1391600,1377500,1375000,1375000,1375000,1390000,1375000,1368375,1372500,1380000,1375000,1395000,1395000,1375000,1370000,1360000
"Bedford Stuyvesant","New York","NY","New York","Kings",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,779000,749500,780000,777500,819000,825000,825000,825000,792000,749000,754500,747000,780000,745000,745000,712000,825000,799000,799000,812000,847385,829000
"Jamaica","New York","NY","New York","Queens",17,219999.5,225000,233000,233000,229999,225000,225000,229900,233000,229900,234000,235000,248000,249000,249000,249000,265000,259000,250000,229999,239500,229499.5,225000,225000,225000,225000,218888,225000,221900,231250,233500,219000,215000,215000,237000,245000,249000,245000,255000,250000,245000,241950,236950,236950,265000,265000,289000,281000,279000,289000,299000,284000,280000,280000,298999,298999,298999.5,295999,298999,294499,305000,320000,317500,317499.5,299000,309500,305000,329000,329000,329000,309999,329000,350000,324000,289000,319000,319000,329000,340000,359000,359000
"Harlem","New York","NY","New York","New York",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080000,994500,890000,855000,850000,899000,913000,909500,909000,899000,820000,794000,9e+05,899000,9e+05,925000,944000,960500
"Roosevelt","Fresno","CA","Fresno","Fresno",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99000,1e+05,99500,93500,92000,93250,110000,115000,115000,107750,97000,89999,99900
"East Harlem","New York","NY","New York","New York",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,789000,735000,765000,765000,7e+05,765000,757000,788700,722500,737500,699000,675000,677500,677500,677500,690000
"North Scottsdale","Scottsdale","AZ","Phoenix","Maricopa",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,248777,265000,285000,299000,285000,279000,275000,266950,259900,255000,255000,261500,275000,289000,295000,279250,279900,289500,285000,275000,297990,297990,286000,286000,299490,317500,305000,315000,299950,298995,289250,272000,295000,295000,307400,298000,298300
"Enterprise","Las Vegas","NV","Las Vegas","Clark",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142500,149000,148000,150000,150000,150000,154900,153500,154900,155000,156000,155000,159894,159900,159900,157500,159900,159994.5,159000,159000,164900,165000,165000,165000,168000,165900,169388.5,169388.5,171550,175000,174900,179700,179900,179000
"North Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409000,429000,429000,444250,444250,425262,419950,459000,449000,449000,439000,459000,425000,439999,437475,437475,449000,445950,425000,459999,489900,490000,490000,495000,504499.5,499000,484450,477000,450000,475000,499000,499000,508000
"Alief","Houston","TX","Houston","Harris",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48900,49900,50450,50450,50700,55000,49000,45000,49000,52000,49900,52750,54250,55000,56500,64250,65999,66000,65000,60000,60000,60000,59800,65000,65000,66000,66000,63000,65000,68000,65000,68000,64950,73000,73900,69950,60000,69450,65000,65000,64600,69900
"Mid City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569000,579000,559000,556929,569000,595000,563990,596950,589000,539000,549500,573500,548500,558000,614000,599000,6e+05,599000,599000,609000,579500,592000,592000,595000,597000,599000,605000,617000,599750,609250,599000
"Koreatown","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581500,527250,524250,529000,499000,527000,529000,554500,574000,512500,549000,539000,569000,575999,574000,579000,549000,587000
"North Long Beach","Long Beach","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279500,283100,290000,299000,298000,285000,284900,282450,290000,290000,302450,299900,3e+05,299000,299000,309900,317000,319000,319000,325000,317000,310000,329950,330000,329900,335000,329450,349900,352500,351250,349900,359000,350000,349999,362500,375000
"Logan Square","Chicago","IL","Chicago","Cook",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,246000,259900,253500,265000,268500,269000,249900,241950,234900,218500,246950,250000,250000,254950,254950,249949.5,249999.5,230000,249950,259450,287450,299700,299950,317250,309000,312500,319000,332400,349900,326950,324450
"Downtown","San Jose","CA","San Jose","Santa Clara",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499900,5e+05,549894,504142.5,507000,525000,499900,520000,524995,543750,534444,522000,499999,499900,520000,519900,549900,539000,549000,599950,578944,599000,634000,604499,629988,639500,639500,649000,675000,699000,693000,650000,659444,649000,649000
"Sylmar","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262450,249900,242500,259000,249950,244950,239000,239999,249900,249900,252400,259900,277950,306450,325000,294369,289000,330000,311000,259500,267000,269945,275000,275000,297653,275000,285700
"Willow Glen","San Jose","CA","San Jose","Santa Clara",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588000,519450,554000,499800,573500,588000,589000,528000,499000,505000,549975,545000,525000,535000,619000,612000,649900,658500,631500,699000,649000,654000,640944,632888,632888,630944,625000,619988,699000,699998,758500,729900,729900,734450,724950
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345000,329350,323500,317000,325000,329000,354000,357000,359500,389400,389000,394500,384500,372000,364750,349000,350000,392000,379000,369000,399000,399000,399250,399450,399000,405000,416500,407450,410000,415000,419900,399999,409000,415000,430000,429900,423500
"Forest Hills","New York","NY","New York","Queens",33,339000,339000,339000,339000,329000,329000,324950,319000,319000,329000,327000,328000,327000,319000,329000,329000,328500,329000,329000,325000,322000,315000,299000,298500,297000,299000,293500,299000,295000,299900,299000,299450,299000,299000,298000,295000,280000,286500,288900,285000,289000,299000,290000,299000,299000,295000,299000,299000,299000,299995,299999,307000,315000,315000,329444,339000,359000,340000,319000,329900,359888,390000,360000,354000,349000,365000,365000,365000,379000,379000,409000,399000,405000,409999,422497,424999,425000,429000,424999,424999,424999
"Mira Mesa","San Diego","CA","San Diego","San Diego",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267000,269450,270000,282493.5,285000,295000,285000,285000,294900,295000,294900,279450,274500,270000,289000,295000,309000,310000,310000,302500,309950,307000,299900,299950,3e+05,299000,299950,295000,309000,313750,309949.5,312450,321950,317000,320000
"Blossom Valley","San Jose","CA","San Jose","Santa Clara",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309000,299950,289000,299444,299950,308950,313000,315000,318000,306250,299888,3e+05,295000,294900,295000,305000,322500,349950,369000,342475,374000,369500,359950,359950,339950,359000,359000,359000,372750,398500,398000,399000,411998.5,424500,425000
"West Rogers Park","Chicago","IL","Chicago","Cook",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,109900,107450,99900,105000,113900,107450,105000,114900,118900,112000,114450,114000,109000,114900,119900,117000,116500,124500,119900,119950,124500,122950,124000,120000
"Jackson Heights","New York","NY","New York","Queens",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379000,389000,397000,399000,378500,379000,354450,354500,387000,448550,394000,425000,427000,449000,495000
"Southeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94400,98000,102500,107000,107250,107000,109000,115000,106000,101000,109000,104900,106000,102500,99490,105000,98000,1e+05,111000,119500,123000,110000,112500,119900,116000,121950,126450,136500,136250,124949.5,123900,123900,132450,136250,138500,147450
"Northwest Raleigh","Raleigh","NC","Raleigh","Wake",39,158000,158000,159900,159900,159900,159900,157000,158000,154900,154900,154900,157900,155950,154900,150000,149900,149900,149900,149900,149900,145000,138950,148000,148000,149700,146500,145450,144950,143750,143000,150700,143700,138900,134950,145750,153900,163000,174900,159900,167450,157450,161250,168500,149900,147500,150000,151000,155250,157700,169900,169900,169900,169900,175950,179900,179000,173900,174900,174900,175000,174700,172000,179900,169900,175000,177450,180000,181500,169900,167500,184900,184950,185000,185000,185000,177500,180000,179450,179900,182500,182250
"Greater Fondren Southwest","Houston","TX","Houston","Harris",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55000,55000,58000,65000,65000,65000,65000,65000,65500,65500,65500,65000
"East Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138700,125990,130000,130000,125445,130000,120700,125990,129900,142400,147900,149999,154000,145500,145500,144750,148000,149900,148749.5,160950,132500,139750,156000,137900,135900,129900,138000,143341,149600,150000,145000,141250,144900,155000,166000,152000,154250,150000,150000,157000,164700
"Albany Park","Chicago","IL","Chicago","Cook",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178000,176000,179900,175000,173700,179900,169900,172400,174950,171450,182400,189900,184000,189450,199000,199000,199000,196500
"Westwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",43,732000,635000,647500,660000,686750,649000,649000,699000,675000,680000,680000,687000,675000,675000,649450,649000,649000,614000,610000,629000,605000,598000,619000,628000,629000,622000,599500,655987,655987,619500,649000,682000,629999,679900,760000,750000,796500,749999,712000,725000,749000,722000,729000,775000,795000,775000,788500,779000,779000,895000,839000,899000,877000,872500,877000,827000,799000,850000,899000,899000,899000,895000,979000,895000,899000,895000,899000,945000,935000,899900,899250,925000,930000,949500,953775,959000,949000,944250,899000,899000,929000
"Central Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159000,161000,164000,150000,159000,161500,169900,175000,170000,168900,171450,165000,157900,171450,169900,166900,169975,175000,170000,170000,171450,169950,165000,169700,165000,160000,157000,175000,179999,187500,180000,178950,179000,179900,174900
"Rogers Park","Chicago","IL","Chicago","Cook",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000,155000,169950,164500,162450,159700,159900,153000,148999,146450,147900,165000,175000,174500,175000,171500,168000,164500,159900
"Fresno High Roeding","Fresno","CA","Fresno","Fresno",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136500,124900,119900,115000,118250,124999,144000,142500,134900,134900,130000,129900,129500,135000,142000,140000,141500,142500,145000,140000,149000,145000,145950,148400,146400,139999
"Encanto","Phoenix","AZ","Phoenix","Maricopa",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232000,239900,230000,196450,215500,230000,201500,213950,188150,214900,205000,205000,229950,240000,225000,249900,215500,210000,199900,220000,247500,255000,258500,250000,249450,254000,275000,309000,309000,299900,269900,264450,258500
"Kempsville","Virginia Beach","VA","Virginia Beach","Virginia Beach City",48,145450,149825,137950,136900,140950,142450,157000,155950,149954,149950,134117,130000,137949.5,138399.5,149900,136400,129900,147500,147650,159900,156950,153450,150950,143780,137900,129900,120000,115000,117000,127000,127950,121500,99700,106900,120000,135000,137450,139000,140200,138000,143900,138500,149950,144900,142450,144950,140000,139000,143985,151500,149900,144500,154900,152450,154999.5,155000,157000,151600,149950,149900,154950,172000,184500,169900,158944,155000,157500,154950,167500,154950,151500,145000,149900,150000,155000,157000,150000,155950,156900,162000,161000
"Centennial Hills","Las Vegas","NV","Las Vegas","Clark",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152000,150000,146500,129000,135000,135000,140000,142500,135000,149000,138500,130250,139700,138250,151250,149500,144975,134900,144000,148194,154950,148950,147950,149000,154900
"Flagami","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000,160000,154999.5,169800,172500,167234,167000,179950,179900,177000,179000,175000,194313,170000,189900,195997.5,175000,185000,192000,191000,190000,2e+05,199500,205000,205000,205000,203500,199000,2e+05,2e+05,199900,197000,198013,211000
"Lone Mountain","Las Vegas","NV","Las Vegas","Clark",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112000,109900,109995,113000,114900,125000,120000,119000,122200,118000,115000,114950,124000,129200,129900,133000,135000,132000,127500,125000,126900,128000,129450,129900,129000,129000,131950,129450,129400,128900,128900,129900,134850
"Mclane","Fresno","CA","Fresno","Fresno",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,120000,123000,119000,117000,119500,120000,119950,121500,125000,127000,145000,132900,128250
"Summerlin North","Las Vegas","NV","Las Vegas","Clark",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156000,179950,172450,192000,194400,195888,192900,189900,184900,171994.5,179900,189888,197000,199000,199000,204990,219883,214900
"Michael Way","Las Vegas","NV","Las Vegas","Clark",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79500,74900,73000,74900,73000,74500,77000,78500,79900,79000,79900,75000,79000,77750,85000,87500,87000,87000,85000,85000,82000,81000,83950,85500,82150,82000,83950,80000,86950,87499.5,89000,89949.5,88700,90000
"Chelsea","New York","NY","New York","New York",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2972500,2795000,2869444,2950000,2922500,2891944,2891944,3150000,3200000,3050000,2922500,2895000,3222500,2895000,2891944,3087500
"Lake View","Chicago","IL","Chicago","Cook",56,357000,365000,369000,364900,359900,356200,359000,364947,358500,350000,349000,341000,345000,339000,330000,334900,332000,334900,339000,339000,340000,335000,325000,329000,332400,325000,329900,325000,323000,299950,302450,317000,3e+05,299950,339900,349937.5,351987.5,373000,359900,370500,362450,349900,355000,375000,379000,375000,375000,379950,381000,392450,379949.5,377250,379950,377000,365000,370000,384750,379000,372450,369500,381500,381500,377000,374900,374000,369900,369000,368900,361000,360000,357750,375000,383250,390000,378250,390000,375000,388500,385000,399499.5,379900
"Woodland Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398500,384999,370000,395000,349950,349000,359000,387500,395000,399000,409900,416750,404487.5,384000,379000,369000,398500,398000,4e+05,432500,419900,444450,450000,449000,447000,448000,454900,443950,424424,454900,485000,475000,479950,482475,479950,479950
"Oak Lawn","Dallas","TX","Dallas-Fort Worth","Dallas",58,,,,,,,,,,,,,,,,,,,,,,,,,,,270000,269900,255000,249900,249900,240000,235900,244000,269000,266500,269900,271950,272500,268450,279000,259000,258250,275000,279000,269999.5,264500,267000,259000,260400,254749.5,249500,260000,249950,258500,274900,302500,305000,289000,295000,289000,282337.5,309000,315000,3e+05,335000,329500,314974.5,347000,330000,325000,330000,349900,347500,349000,349000,367000,377000,379500,390000,429494
"Highland Park","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389500,379000,390000,399000,394500,388000,427000,432000,465000,457499.5,454500,464000,463500,474900,444500,489999,499000,499000,499000,559000,559000,525000,499000,499000,537000,545000,549000,549000,599000,599499.5,599800,599000,599000,589999,599000
"Greater Uptown","Houston","TX","Houston","Harris",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259900,264450,240250,219950,252450,249500,264500,275000,280000,264900,259000,259500,255000,267000,262249.5,256000,252000,253000,249999,272000,279000,299900,309500,299900,299450,307250,299000,307450,294950,282400
"Mid City West","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875000,869000,799000,798000,799000,890000,817250,889400,930000,857000,939750,929500,949000,925000,895000,929000,880000,768888,839500,899000,875000,869000,869000,899000,879500,959500,999000,904950,950000,1010000,1095000,1097000,1099000
"Valencia","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299968.5,314000,307000,299950,316950,339900,339900,327495,324900,318000,319950,317499,314900,332900,338995,344490,349800,348750,349994.5,347245,349950,347000,350990,360290,358488,360290,360290,363500,369900,369487.5,364950,384250,369500,392500,384450
"Rancho Bernardo","San Diego","CA","San Diego","San Diego",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315000,305000,307500,325000,324900,334000,350000,317000,320000,352500,359450,340000,338999,340000,329943.5,329900,330000,339000,337000,324950,332000,354900,349997.5,363500,365000,372500,350950,373000,379500,386500,365000,379000,375000,387450,379000,395000
"El Sereno","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349500,341500,349000,359150,364250,374000,376500,362800,358500,352499.5,346500,349000,348000,350000,365000,375000,375000,375000,372500,367250,360000,370000,389000,375000,389000,395000,386500,405000,435000,440000,436500,428800,419500,420000,420000
"Alameda - West Flagler","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229900,215750,223575,204950,219444,229959.5,227450,224900,210000,210000,219950,256950,250000,252450,254900,250000,259950,265000,269000,268500,267000,260000
"Salem","Virginia Beach","VA","Virginia Beach","Virginia Beach City",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,122500,101000,106500,115000,115000,115500,122450,125000,121000,123900,127500,135000,129900,121000,118750,120000,124100,133076
"Coney Island","New York","NY","New York","Kings",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439000,377500,404500,359000,359000,390000,426500,375000,392000,375000,399000,414000,390000,393499.5,386499.5
"Carmel Valley","San Diego","CA","San Diego","San Diego",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395000,395000,4e+05,4e+05,4e+05,420000,430000,435000,435000,445000,445000,439000,455000,467000,479000,475000,467500,459900,452400,457000,458900,458900,447500,465000,459945,465000,474450,479000,487000,484000,479000,492500,489000,524000,519500,510000,505000,529000,539000,539000,531850,495000,493450,497500,497750,512500
"Oak Forest - Garden Oaks","Houston","TX","Houston","Harris",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329000,324500,276500,289000,319000,345000,349900,349950,349000,339900,329450,329000,324750,325000,329900,320000,337000,329945,329990,329990,335000,325000,328450,329500,329000,329500,327000,322000
"Rego Park","New York","NY","New York","Queens",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380000,379888,379444,335000,319000,299000,314900,324494,325000,344500,358500,354000,358500,379000,369394,375000,368888,365000,369000,389000,416944,389000,389000
