"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Northeast Dallas","Dallas","TX","Dallas-Fort Worth","Dallas",1,,,,,,,,,,,,,0.837988826815642,0.825,0.85171568627451,0.85171568627451,0.834093371176884,0.833926453143535,0.814144736842105,0.812757201646091,0.833333333333333,0.826972010178117,0.851175003512716,0.842696629213483,0.868055555555556,0.89730948559199,0.8299768218361,0.825714285714286,0.83753928964325,0.888369678089304,0.901360544217687,0.93868522359933,0.871693432947036,0.826972010178117,0.885069626904887,0.889469393804654,0.892857142857143,0.895669980869237,0.938888888888889,0.922633204277286,0.903020590520591,0.902451816360782,0.954848806992677,0.959380010689471,0.959380010689471,0.961538461538462,0.983333333333333,0.973821890103212,0.948352033660589,0.97574084359787,0.981873111782477,1.0054844606947,1.02701422165328,1.02471368294153,1.00333115849811,0.975103734439834,1,0.973451327433628,0.973451327433628,0.996900299173151,0.999112688553682,1.0059880239521,1.13276739511611,1.04680659284059,1.04815864022663,1.11903014416776,1.10091743119266,1.08360171765969,1.09250677051624,1.16363982617021,1.07426436244745,1.01765084690155,1.11553784860558,1.15660393168202,1.07142857142857,1.04166666666667,1.12706616726863,1.23456790123457,1.09689213893967,1.25102227680403
"Upper West Side","New York","NY","New York","New York",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.89161168708765,5.00219298245614,5.02054094429375,5.00910746812386,5.01715265866209,5.06195185910292,5.13918629550321,5.13522826362128,5.23076923076923,5.25232417138238,5.2801724137931,5.33470878889823,5.36912751677852,5.35929432013769,5.32511210762332,5.27737466679017,5.26559003794143,5.26315789473684,5.34100246507806,5.34188034188034,5.30615669035168,5.32630186989328,5.2601105719717,5.27225828820105,5.29217199558986,5.35331905781585,5.37076648841355,5.36798259973846,5.37076648841355,5.3866203301477,5.37923614846692,5.36952806318305,5.36185383244207,5.22700306001374,5.20509977827051,5.19476003829272
"Sherman Oaks","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",3,,,,,,,,,,,,,1.53958944281525,1.53775961444109,1.53958944281525,1.52246939753797,1.62165575584698,1.62807525325615,1.59520348837209,1.62868163843636,1.63531959813628,1.66666666666667,1.65942028985507,1.65833333333333,1.71411969785009,1.65973701633957,1.62175324675325,1.62222222222222,1.59633906138528,1.62291922919229,1.65623291506838,1.66064981949458,1.63484622260977,1.64372546553025,1.66414523449319,1.66414523449319,1.68694721744772,1.6631884057971,1.61583387410772,1.665,1.67214585593602,1.67054038349797,1.695,1.70648464163823,1.74338624338624,1.70946290670439,1.66176470588235,1.75081433224756,1.8053738317757,1.7741935483871,1.77777777777778,1.76805883533475,1.79792060491493,1.85714285714286,1.83333333333333,1.79874902267396,1.83887997861534,1.84442662389735,1.76423416198877,1.8,1.84099733023405,1.86385737439222,1.8763557483731,1.9003807106599,1.89684483034892,1.93774479488765,1.93298276934831,1.91368788142982,1.97939821693908,1.96110155029791,1.92637598284489,1.87952596249512,1.98731754161332,2.00334492350487,2.00584492350487,2.00729927007299,2,1.98892988929889,1.96887982408389,2.16187646613559
"Upper East Side","New York","NY","New York","New York",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.71311475409836,4.84913793103448,4.76582827406765,4.75085584923783,4.74050756668574,4.77222222222222,4.77178423236515,4.83333333333333,4.92752414145409,5.10288065843621,5.21472392638037,5.14563106796117,5.09175084175084,5.08181818181818,5.08181818181818,5.10034013605442,5.10837730827686,5.19877675840979,5.2400153609831,5.23809523809524,5.23168908819133,5.33706341132587,5.23049645390071,5.24648337595908,5.19617780318978,5.13162632821724,5.14107142857143,5.16569200779727,5.14285714285714,5.21017373380448,5.21201413427562,5.2596561263438,5.20741394527802,5.17278617710583,5.08181818181818,5.0755939524838
"Sunrise Manor","Las Vegas","NV","Las Vegas","Clark",5,,,,,,,,,,,,,,,,,0.67615383809454,0.664715719063545,0.653082549634274,0.664715719063545,0.659426585577758,0.648148148148148,0.641683778234086,0.640394088669951,0.664741525248772,0.663041702961672,0.660294049521692,0.66735112936345,0.664258528108659,0.654450261780105,0.66735112936345,0.657769304099142,0.649906890130354,0.654429369513168,0.648148148148148,0.656223539373412,0.664767331433998,0.664741525248772,0.664715719063545,0.654325417536535,0.662689393939394,0.651444547996272,0.652400835073069,0.64683265908945,0.644468313641246,0.647394136807818,0.636288998357964,0.648098054874318,0.660535117056856,0.661403645024335,0.660535117056856,0.656324582338902,0.669291338582677,0.662020905923345,0.663817663817664,0.664715719063545,0.666837782340862,0.672407265680974,0.673251493737826,0.673085446464538,0.688991531947652,0.708421807064813,0.704592901878914,0.694550702996338,0.677453027139875,0.698174006444683,0.711476526693918,0.730688935281837,0.728079331941545,0.710401977502214,0.704592901878914,0.703858950939457,0.715563506261181,0.714285714285714,0.738626102776421,0.720760014941049,0.752314814814815,0.699702935694315,0.755767700875099,0.719729043183743
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",6,,,,,,,,,,,,0.800840125775227,0.814663951120163,0.81799591002045,0.796178343949045,0.812446935549558,0.812446935549558,0.811167512690355,0.802724186004677,0.81998474446987,0.800136399905113,0.790076183903164,0.802997858672377,0.806600537306528,0.797668838177473,0.795334040296925,0.798578690735553,0.808158024618056,0.804469732024352,0.79656862745098,0.79656862745098,0.796003551776937,0.8,0.780409041980624,0.766672574183927,0.75801749271137,0.781494293308318,0.790316393467045,0.79374030734527,0.80545229244114,0.800778951413107,0.80042689434365,0.802271564136709,0.817322507170394,0.820931248709027,0.815217391304348,0.815217391304348,0.802615933412604,0.797111227053835,0.808133472367049,0.810499687543347,0.821712018140589,0.820120529468738,0.814412635735439,0.815933247812342,0.828946347268212,0.824931255728689,0.815217391304348,0.815217391304348,0.827586206896552,0.83014358014358,0.836403319471519,0.850340136054422,0.857843137254902,0.85823295480348,0.869120654396728,0.868809730668983,0.869721336771906,0.877090138143897,0.871369294605809,0.869120654396728,0.867052023121387,0.874485596707819,0.884706435926354,0.899031811894882,0.888450148075025,0.918242411691495,0.919540229885057,0.924530112992284,0.936830835117773
"Paradise Valley","Phoenix","AZ","Phoenix","Maricopa",7,,,,,,,,1.05498588831163,0.960061443932412,0.97189462729165,1.03562301831432,1.08820160366552,1.04851453855879,1.02768987341772,1.02669404517454,1.04306864064603,1.09853374711946,1.00091074681239,1.00221850618466,0.989672977624785,0.895061728395062,0.868006408744201,0.90216538731,0.89662447257384,0.946969696969697,0.977583436661497,0.9,0.877926421404682,0.944993246966011,0.956284153005464,0.915384615384615,0.920085139318885,0.948717948717949,0.944124897288414,0.942095588235294,0.937537591045512,0.918818082788671,0.915605095541401,0.9375,0.909090909090909,0.9,0.911835748792271,0.929368029739777,0.955958069196077,0.935294117647059,0.911764705882353,0.947937403229374,0.900003623674961,0.894904074560491,0.881995133819951,0.889877641824249,0.916206261510129,0.935294117647059,0.946919882677379,0.941176470588235,0.912883455477009,0.910803775604535,0.910177507126198,0.941982639074678,0.955719557195572,1.00860864172007,0.989672977624785,1.13211326754247,1.12630085888032,1.09450757575758,1.13725908698383,1.17352941176471,1.13969412767772,1.14917598086945,1.13080684596577,1.17449995073406,1.15060793417016,1.15101289134438,1.17897727272727,1.17058823529412,1.04738179562599,1.05891252113553,1.05882352941176,1.14068441064639,1.03871576959396
"Deer Valley","Phoenix","AZ","Phoenix","Maricopa",8,,,,,,,,,,,,,,,,,0.778732545649839,0.763138663851303,0.766016713091922,0.766016713091922,0.761031555131715,0.786709623564233,0.811123986095017,0.765932917933882,0.782342657342657,0.762820512820513,0.754884547069272,0.746695961492617,0.758928571428571,0.756172839506173,0.746882793017456,0.745833333333333,0.752538816323454,0.756874298540965,0.747878058959792,0.763968599832688,0.762257169287697,0.779124748490946,0.782545895070357,0.787106643356643,0.795299651255871,0.812413941223496,0.858523971414269,0.848569753490401,0.799798792756539,0.790816326530612,0.79436964504284,0.80866458781145,0.78996282527881,0.801708213691314,0.787766450417053,0.823723228995058,0.811123986095017,0.806193881662254,0.832072617246596,0.801068090787717,0.802088449538936,0.803108808290155,0.810539012358128,0.80959634872929,0.782924107142857,0.834151128557409,0.851190476190476,0.834151128557409,0.872617853560682,0.898551278979472,0.895368782161235,0.901201602136182,0.905614848511358,0.87073007367716,0.892244337680165,0.900402414486921,0.900402414486921,0.898551278979472,0.879411764705882,0.895368782161235,0.891949334537806,0.895368782161235,0.924831081081081,0.935472309729261
"Astoria","New York","NY","New York","Queens",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45500666567916,2.50350959288723,2.46815286624204,2.61472501572337,2.52844500632111,2.71428571428571,2.70100502512563,2.66244725738397,2.66666666666667,2.51655629139073,2.61111111111111,2.55063922775522,2.68762677484787,2.67223848345466,2.51496263767397,2.68762677484787,2.49616835021635,2.83714317959248,2.70714285714286,2.6499765691424,2.70967741935484,2.72272727272727,2.63236392742796,2.74207369323051,2.81025641025641,2.71223856335345,2.63561463851439,2.78524174919225,3,2.96889262465691,3.04145985862488,3.0625,3.0069448436914,3.10810810810811,2.7972027972028,2.95411690760528
"North Mountain","Phoenix","AZ","Phoenix","Maricopa",10,,,,,,,,,,0.768078854671642,0.760026326107657,0.772063029055136,0.741903068825662,0.743731563421829,0.779660856384994,0.735294117647059,0.707013574660634,0.760845327962566,0.751638206063945,0.755233257257847,0.764872521246459,0.749581239530988,0.739246384014653,0.734787371628684,0.740986829374382,0.741029641185647,0.745827581226685,0.755208333333333,0.757056726121588,0.770020100502513,0.732379979570991,0.731944444444444,0.736388152077807,0.726010101010101,0.732217573221757,0.753012048192771,0.750791139240506,0.735058526999316,0.743333333333333,0.753832727673164,0.763913525498891,0.7734375,0.819301848049281,0.80820770519263,0.805899935804847,0.777872099603848,0.767634854771784,0.748825368800243,0.774793388429752,0.789364731602503,0.797872340425532,0.841369731800766,0.841369731800766,0.852574532772379,0.808868501529052,0.814549180327869,0.820089105678567,0.830323597008675,0.822737471952132,0.799731182795699,0.821722271329601,0.847573901490729,0.888571428571429,0.916372202591284,0.917476289187082,0.907385581443674,0.889005113900511,0.881009513399118,0.868055555555556,0.851337318070837,0.873317747265086,0.870352351400796,0.899621212121212,0.918580375782881,0.929088033062687,0.87573385518591,0.915750915750916,0.915796891276374,0.902992776057791,0.921750663129973
