"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2016-09-30,"Swillburg","NY","Rochester","Monroe","Rochester",5081,1237,0,-0.00881410256410256,0.0483050847457627,464
2016-09-30,"Central Waterfront - Dogpatch","CA","San Francisco","San Francisco","San Francisco",5082,4414,-0.0036117381489842,-0.010535754315176,-0.0368754091206633,767
2016-09-30,"K-15","KS","Wichita","Sedgwick","Wichita",5083,740,0,-0.00134952766531714,-0.0198675496688742,673
2016-09-30,"Tiburon","AZ","Phoenix","Maricopa","Chandler",5084,1456,0.00206469373709566,0.00483091787439614,0.0651060716898317,457
2016-09-30,"McClellan Park","WI","Madison","Dane","Madison",5085,1695,0.0149700598802395,0.0347985347985348,0.0329067641681901,882
2016-09-30,"Hazelwood","KY","Louisville/Jefferson County","Jefferson","Louisville",5086,744,0.006765899864682,0.0122448979591837,0,620
2016-09-30,"Royal Oaks","MO","Kansas City","Jackson","Kansas City",5087,1139,0.00975177304964539,0.0196956132497762,0.0169642857142857,495
2016-09-30,"Ortega Forest","FL","Jacksonville","Duval","Jacksonville",5088,2186,-0.00500682749203459,-0.0148715637674628,-0.0275800711743772,809
2016-09-30,"Swanston Estates","CA","Sacramento","Sacramento","Sacramento",5089,1378,0.00583941605839416,0.0192307692307692,0.0519083969465649,644
2016-09-30,"Weatherby","MI","Detroit","Wayne","Detroit",5090,734,0,-0.00407055630936228,-0.006765899864682,898
2016-09-30,"West Arlington","MD","Baltimore","Baltimore City","Baltimore",5091,1400,0,-0.00568181818181818,-0.000713775874375446,538
2016-09-30,"Wheatley Heights","TX","San Antonio","Bexar","San Antonio",5092,847,0.00236686390532544,0.00236686390532544,0.0694444444444444,461
2016-09-30,"Lyons Park","AL","Mobile","Mobile","Mobile",5093,1037,0.000965250965250965,0.0107212475633528,0,553
2016-09-30,"Aragon","CA","San Francisco","San Mateo","San Mateo",5094,5000,0.00120144173007609,0.0197838058331634,0.0231225700838961,1103
2016-09-30,"Rosewood","OR","Portland","Clackamas","Lake Oswego",5095,2074,0.0151737640724425,0.0587034201123022,0.12656165127648,889
2016-09-30,"Poplar Level","KY","Louisville/Jefferson County","Jefferson","Louisville",5096,1206,-0.00903861955628595,-0.0289855072463768,-0.00577081615828524,764
2016-09-30,"Ponderosa-Wingate","NC","Charlotte","Mecklenburg","Charlotte",5097,868,-0.00115074798619102,-0.00458715596330275,0.0420168067226891,515
2016-09-30,"Cypress Shores","AL","Mobile","Mobile","Mobile",5098,1178,0.0025531914893617,0.00597779675491033,0.00683760683760684,751
2016-09-30,"Lenox","GA","Atlanta","Fulton","Atlanta",5099,2003,0.0188199389623601,0.0177845528455285,0.0470465237846315,513
2016-09-30,"Verona Hills","MO","Kansas City","Jackson","Kansas City",5100,2012,0.00650325162581291,0.0120724346076459,-0.0689495603887089,784
2016-09-30,"Emerson East","WI","Madison","Dane","Madison",5101,1346,0.0135542168674699,0.023574144486692,-0.0587412587412587,779
