"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Jamaica","New York","NY","New York","Queens",14,449499.5,450000,459000,450000,459999,449000,439999.5,449000,449000,439000,436500,435000,430000,425000,435000,419000,426999.5,419000,399499.5,419000,419000,419000,399999,389000,399000,399000,390000,389000,398000,389000,389999,399000,410000,419000,429000,429000,429450,435000,439000,459999,464500,469000,489999,499475,516000,509000,519000,519000,499000,489000,489000,489000,489000,489000,499000,519000,519000,529000,589000,589000,599000,599000,599000,584000,589000,589000,539000,569000,619000,639000,639000,649000,649000,649000,675000,662000,675000,699000,679000,679900,684450
"Williamsbridge","New York","NY","New York","Bronx",15,469900,484900,499000,499000,479000,479000,468500,468500,472000,469000,465000,465000,465000,459995,468500,455000,450000,449000,449000,450000,448500,442000,449000,449000,441000,449000,449000,449000,459000,449000,459000,465000,455000,455000,479000,484000,475000,489000,495000,494000,499000,510000,499000,499000,499000,527000,529000,519000,519000,519000,519000,519000,529000,549000,529000,510000,499000,529000,549000,549000,549000,499999.5,529500,525000,525000,509500,529000,550000,569000,569000,569000,570000,594000,599000,599000,599000,579000,569000,575000,577000,579000
"Bushwick","New York","NY","New York","Kings",16,499000,499000,489900,489000,465000,454500,459000,459000,469000,479000,479999,470000,469000,469000,475000,479000,469500,479000,495000,489000,490000,487000,495000,495000,499000,499000,498999,489000,489000,495000,499000,522500,529000,549000,559000,569000,560000,579000,589000,599000,6e+05,650000,679000,699000,749000,787500,799000,799000,799999,829000,829000,829000,849000,849000,862500,954500,995000,995000,999000,999000,999000,999000,999000,999000,999000,999999,1050000,1100000,1187000,1150000,1184500,1179000,1200000,1297000,1299000,1300000,1300000,1300000,1300000,1300000,1300000
"North Scottsdale","Scottsdale","AZ","Phoenix","Maricopa",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499000,1597450,1599900,1572500,1525000,1499500,1500000,1495000,1492450,1495000,1500000,1545000,1650000,1607500,1597450,1657450,1512500,1495000,1400000,1495000,1255000,1286950,1297000,1497000,1499000,1499900,1499000,1499450,1299000,1350000,1497500,1597000,1400000,1299999,1350000
"East Flatbush","New York","NY","New York","Kings",18,534000,525000,525000,525000,520000,525000,520000,525000,519500,525000,539000,529000,519999.5,519000,513000,519000,519000,510299,5e+05,5e+05,525000,517000,519000,499459,525000,499000,499000,509000,499000,499000,525000,525000,529000,529000,550000,549450,549450,549000,559000,591000,569000,569000,575000,572000,569000,579000,575000,591000,6e+05,629000,629000,629999,639950,649999.5,649000,645000,649000,629000,614500,625000,629000,674500,699000,719000,699000,650000,667500,647000,650000,652500,649000,649000,689000,689000,709000,722500,699000,699000,695000,699000,739000
"Enterprise","Las Vegas","NV","Las Vegas","Clark",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349900,344000,342000,346500,368650,361000,399000,419000,419000,409950,419000,430122.5,413650,399444,389990,415000,415524,448610,432475,449993.5,437425,429900,429995,434950,434950,419990,434800,439000,440995,449000,449900,497000,496000,487450,479900,472200,469900,469900,448000,479000,474495,475990,499949.5,474500,499777,499949.5
"Corona","New York","NY","New York","Queens",20,725000,720000,699000,699000,699000,699000,689000,699000,699000,685000,683999,680000,680000,659000,675000,670000,675000,692500,699000,695000,695000,690000,689500,690000,690000,679000,679000,669000,677999.5,663500,649000,639450,620000,649000,695000,690000,695000,699000,699000,699000,699000,699000,704000,789999,869000,854000,850000,869000,861500,869000,872000,869000,809500,819000,849500,850000,869000,910000,904999.5,925000,980000,939000,936944,993500,999000,1080000,1089500,965000,922000,944000,1003944,1060000,1020000,1008888,1100000,1100000,1050000,1050000,1100000,1088000,1125000
"Mid City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263999.5,1253500,1199000,1227000,1179000,1100000,1100000,1100000,1100000,1211000,1150000,1150000,1200000,1295000,1324500,1320000,1359000,1325000,1300000,1290000,1399000,1299000,1275000,1339000
"Canarsie","New York","NY","New York","Kings",22,598999,585000,585000,585000,585000,585000,579500,577000,577000,559000,550000,549500,549000,550000,550000,550000,545000,548000,540000,539000,529000,539000,529990,522000,518500,519000,517000,504499.5,519500,539000,532000,499000,499000,499000,499500,499000,499000,530000,539000,530000,544000,539000,539000,549000,549000,549000,539998,522000,549000,519000,519000,539000,550000,565000,579000,599000,595000,598750,549000,549000,570000,585000,585000,589000,599000,599000,599000,599499.5,629000,629000,629499.5,637499.5,649000,645000,638000,638000,625000,649000,650000,650000,649999.5
"Northwest","El Paso","TX","El Paso","El Paso",23,385000,349500,327500,339000,344375,348850,339900,361950,399000,399000,410000,404999.5,392000,399000,399000,392000,385000,390750,379000,379000,389000,399000,389950,395000,397000,394900,399000,387500,379000,377000,392450,384950,379950,369000,369000,369900,369900,365000,365000,374450,364725,364725,369250,395000,396700,377400,384900,374500,369000,360750,362000,364888,349907.5,349900,354500,360000,360000,369800,369900,385000,409900,399900,410000,387000,389975,394950,390000,395500,393500,390000,390000,384000,374900,360000,369750,394450,367475,349950,364000,366950,353950
"Logan Square","Chicago","IL","Chicago","Cook",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,384200,337450,387450,399000,399000,399000,399375,399900,425000,425000,427000,429000,419000,439000,439000,477450,467450,449900,450000,450000,457450
"Preston Hollow","Dallas","TX","Dallas-Fort Worth","Dallas",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1899000,1697500,1697500,1697500,1697500,1995000,1895000,1897500,1935000,1935000,1950000,1965000,1895000,1895000,2025000,1850000,1872500,1749000,1697000,1724000,1825000,1902500,1749500,1749500,1800000,1699000,1767500,1780000,1749500
