"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Upper East Side","New York","NY","New York","New York",1,599000,595000,599000,599000,599000,599000,599000,610000,599000,599000,599000,595000,599000,550000,599000,599000,599000,599000,599000,599000,599000,599000,615000,599000,599500,599000,599000,599000,599000,6e+05,599000,599000,615000,6e+05,624000,625000,625000,617000,620000,629000,625000,562500,554500,647000,640000,625000,625000,625000,632000,635000,639250,625000,610000,650000,685000,675000,695000,699000,699000,725000,725000,725000,745000,765000,757500,765000,767000,775000,774500,775000,775000,795000,8e+05,825000,815000,847500,795000,850000,880000,895000,872500
"Spring Valley","Las Vegas","NV","Las Vegas","Clark",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65000,65000,65900,65000,65000,65000,69500,69000,69700,69250,68000,68700,69000,69000,69997.5,70500,74900,72900,71000,75000,75000,74800,76500,76250,79000,79999,79900,79900,79450,80999.5,77000,77000,75450,79500
"Washington Heights","New York","NY","New York","New York",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369000,395000,420000,350000,349000,325000,320000,361500,361500,389000,397000,403000,394950,387000,382000,394900,389950,379000,391950,424600,434000,450000,419800,418550,395000,378500
"Williamsburg","New York","NY","New York","Kings",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795000,830000,865000,867000,879000,860000,860000,860000,9e+05,9e+05,899000,880000,880000,892440,892440,889000,892440,891220,880000,9e+05,9e+05,9e+05,907050,905850,899000,9e+05,899499.5
"Bedford Stuyvesant","New York","NY","New York","Kings",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642000,637500,637500,635000,625000,615000,625000,585000,605000,605000,599000,599000
"Enterprise","Las Vegas","NV","Las Vegas","Clark",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,113000,118750,114000,115000,119750,109390,108900,128444,133333,129450,129900,129400,129900,135000
"Downtown","San Jose","CA","San Jose","Santa Clara",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499919,515000,525000,515000,479475,499975,536000,549444,539000,499975,499000,499000,499000
"Sheepshead Bay","New York","NY","New York","Kings",8,,,225000,235000,225000,199900,209000,199950,199000,199000,170000,175000,169900,169000,169000,163000,162999,159000,163000,170950,175000,169950,169900,175000,163000,179000,175000,169000,175000,185000,182500,179000,178500,179000,185000,185000,185000,189000,189000,183000,175000,178000,175000,179000,179000,179900,179900,179000,179000,189000,183000,184000,179500,179000,169000,169000,159900,169000,169000,182000,179000,185000,189000,189000,189500,189000,189000,189000,199000,199000,197000,192000,189000,189000,194000,195999,199000,199000,212500,235000,259000
"Forest Hills","New York","NY","New York","Queens",9,234500,229000,225000,225000,225000,221000,219000,219000,219000,219000,219000,219000,219000,219000,219000,215000,218000,218000,214900,209000,215000,209000,207000,199700,205000,209000,209000,209000,209000,209000,209000,212450,209000,209000,209000,209000,205000,205000,205000,209000,209000,210000,219000,215000,219000,215000,219000,216500,212000,219000,219000,219000,220000,229000,225000,228000,229000,229000,225000,229000,249000,249500,269000,258944,249000,250999.5,249000,249000,250000,250000,275000,260000,262000,269000,259999,269000,269000,269000,272000,279000,269000
"East Village","New York","NY","New York","New York",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767500,795000,842500,894500,899000,825000,855000,822000,790000,779000,835000,950000,1049500,1100000,1100000,1195000,1249000
"Gramercy","New York","NY","New York","New York",11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,829000,829000,935000,925000,897000,872500,895000,879450,895000,935000,962500,1031250,972500,925000,970000,966250
"Bay Ridge","New York","NY","New York","Kings",12,239000,239000,264900,255000,249000,242000,239000,239000,235000,229000,229000,229000,229000,229000,229000,229000,227500,225000,219000,219000,219000,219000,210000,209000,210000,210000,215000,212500,219000,214000,209500,218000,229000,220000,220000,219000,220500,210000,209000,209000,209000,209000,209000,207000,209000,221950,239000,235000,235000,225000,225000,225000,235000,229000,237000,235000,245000,229000,245000,245000,245000,245000,247000,247000,259000,255000,257500,269000,284000,274000,279000,279000,279000,279000,265000,299000,317500,299000,344000,349999,347000
"Chelsea","New York","NY","New York","New York",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000,1290000,1275000,1305000,1295000,1310000,1297500,1362000,1320000,1320000,1250000,1272500,1297500,1300000,1300000,1300000
"Woodside","New York","NY","New York","Queens",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265000,269000,269000,269000,278000,284000,315000,302000,315000,318000,299500,318000
"Oak Lawn","Dallas","TX","Dallas-Fort Worth","Dallas",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000,153200,152000,154900,156450,153650,153650,159000,159000,167500,169900,169900,179000,175000,175000,169000,169900,160000,169900,170000,177313.5,176900,169900,175250,178500,188500,178200,185000,179999.5,179000,180000,179000,183250,195000,190000,192500,179900,191750,197000,199999,215000,214950,195000,189950
"Greater Uptown","Houston","TX","Houston","Harris",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193450,189900,189900,189000,184450,181800,208000,219000,214950,205000,211950,199900,202400,209000,199000,185000,189900,194500,189000
