"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Sandbridge","Virginia Beach","VA","Virginia Beach","Virginia Beach City",1078,859000,859000,849900,814000,798500,792000,798750,799000,799000,798500,782000,750000,750000,697000,727000,714500,725000,679000,675000,674000,674500,674000,657000,675000,699000,699000,719000,742500,775000,795000,772000,749000,704000,704000,704900,699500,749000,765000,726950,705000,710000,715950,709000,710000,720000,749500,749500,735000,719000,725000,779450,787000,774950,774950,774950,751950,775000,774900,759500,749500,744000,762450,798000,774900,735000,725000,735000,725000,752000,709450,709900,717450,739000,709900,715000,725000,758250,758250,750000,849000,849000
"Sycamore Creek","Corona","CA","Riverside","Riverside",1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435000,459000,460000,447000,439900,447240,438650,429450,433950,429950,434000,435000,439450,439900,444900,424900,425000,439900,438500,433325,438500,430325,435775,433325,433500,432000,430825,429900,445000,465000,459000,469900,472900,459000,472450
"Lakeville","Salisbury","CT","Torrington","Litchfield",1080,,,,,,,,,,,,,,,,,,649000,585000,585000,567000,595000,585000,549000,595000,607000,590000,675000,645000,625000,597000,595000,599000,695000,657500,650000,597000,572500,595000,545000,597000,585000,585000,525000,587000,609000,575000,597000,575000,567500,575000,560000,535000,472500,535000,535000,515000,535000,495000,575000,575000,575000,562000,562000,575000,575000,575000,575000,580000,615000,631500,648000,648000,580000,575000,615000,590000,590000,595000,580000,595000
"Pretty Bayou","Panama City","FL","Panama City","Bay",1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257500,264000,279000,279000,267450,277450,279900,289900,259700,244500,239000,199000,215000,179500,179500,180000,165000,164500
"Trader's Point","Indianapolis","IN","Indianapolis","Marion",1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239900,274450,278900,278900,322400,292700,267450,270000,291950,291950,292400,299900,299900,292450,299900,314900,349500,299900,339900,3e+05,297500,342200,369000,374999,349900,361950,342900,311900,325000,325000,309000,289900,296200,285000,282450,279900,245000,272500,301450,299898.5,325038.5,355000,344950,362000,377000
"Camby","Indianapolis","IN","Indianapolis","Marion",1082,119950,124450,119900,114900,114700,114850,114800,110750,115000,114000,110000,109900,109899,106500,107900,106500,107856.5,109250,108995,106995,109900,110000,109999,112900,112990,112945,111400,109900,112900,113990,114400,114950,114900,115900,114000,114000,113250,114450,116200,117000,117500,124900,125000,124900,123900,122900,125000,127200,128200,127700,127500,128500,128950,129900,134900,130000,130250,129900,125000,124900,125000,128000,129900,129975,130000,129900,129900,134400,134500,134400,129900,129900,129900,129950,130000,130472.5,135000,135000,146200,145750,145000
"Mars Hill","Indianapolis","IN","Indianapolis","Marion",1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64900,68499.5,68949.5,69900,69900,70000,71300,69900,69400,63900,66450,68400,65950,69900,65000,64700,66900
"Alafaya","Orlando","FL","Orlando","Orange",1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235000,240000,248990,249900,245000,244995,239950,232700,239000,239000,235000,234900,229900,234900,237500,240000,239250,239900,239900,244900,249700,260000,260000,263450,265000,263445,261000,261000,267000,274900,270000,268995,265500,264900,265000
"Lake Balboa","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449000,449000,430000,448750,469000,459000,482500,475000,472000,458495,460000,465000,469000,474999,469750,472500,470000,514000,519000,519925,509999.5,509000,489000,525000,525000,524999.5,525000,539900,539450,539450,540000,549000,549500,549000,549000
"Broad Ripple","Indianapolis","IN","Indianapolis","Marion",1082,179400,177400,174900,174500,179000,171450,174200,175000,175000,174900,174950,184900,179950,178500,169900,172700,170950,170000,172000,170000,174900,175000,179000,179000,188900,192500,188900,184900,184900,182400,175000,169900,169900,169900,169700,168700,169700,175000,179000,177000,181400,186250,180000,175000,178900,179500,181000,171900,168900,169400,179900,189900,189900,189900,189900,189900,191250,187000,185000,184900,183000,184500,184900,197588.5,2e+05,202375,198000,189999,189500,194900,193000,194500,188500,193900,205000,209750,217250,207250,217000,209900,209900
