"RegionName","City","State","Metro","CountyName","SizeRank","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Enterprise","Las Vegas","NV","Las Vegas","Clark",1,0.64478477985859,0.707986281234689,0.685483740050558,0.646809571286142,0.689612133904153,0.673817381738174,0.628769491026773,0.632538982053545,0.64437984496124,0.632538982053545,0.632538982053545,0.649432505131353,0.654744822308318,0.660325337744693,0.638383382745117,0.632380238792197,0.632538982053545,0.609059763989341,0.60478074022333,0.613748056924881,0.615762299367887,0.628874467819364,0.604156597390043,0.612231114260002,0.606121744057965,0.604170523152301,0.605982465188241,0.606561896884477,0.62396006655574,0.63991698374265,0.616380231030282,0.62396006655574,0.63536622258714,0.610021786492375,0.622489959839357,0.608695652173913,0.636570131248374,0.617677363145474,0.637567435017165,0.638162093171666,0.62253903948905,0.613496932515337,0.662576687116564,0.647032574743418,0.649280388514321,0.625459657102322,0.641208327388596,0.647897983482799,0.659587752619346,0.662576687116564,0.670307845084409,0.648958647751283,0.695171693500588,0.713049123566328,0.658154060732857,0.735339269266196,0.655172413793103
"Jamaica Plain","Boston","MA","Boston","Suffolk",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970088924818108,0.927171168004524,0.969540586440062,0.997113618472842,0.964584104352788,0.916778615736078,0.923432089265102,0.910125142207053,0.884786186064336,0.854700854700855,0.870469688716523,0.924563984030258,0.966589619667998,0.989522700814901,0.9383608815427,0.915192190359976,0.950668036998972,0.869212207451616,0.876068376068376,0.939300679766361,0.897072710103872
