"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"East Elmhurst","New York","NY","New York","Queens",37,650000,650000,652500,650000,649000,649000,639000,629499.5,629000,629000,614500,599000,599000,599000,599000,599000,599000,599000,599000,589000,589000,589000,599000,599000,6e+05,599000,599000,599000,618500,604000,609000,599000,599000,599000,609000,615000,599000,599499.5,599499.5,614500,659000,659000,662000,650000,650000,669000,669000,679000,699999,729000,740000,744500,749000,739000,749000,749500,749000,739000,729000,739000,762500,777000,799000,849000,875000,875000,875000,875000,875000,875999,870000,850000,875000,899000,854500,874995,875000,875000,899000,929000,949000
"South Dorchester","Boston","MA","Boston","Suffolk",38,299000,299900,319450,335000,332000,335000,334900,332000,335000,339000,327750,309000,337000,329000,339000,329000,339000,355000,342000,337000,349000,349000,334500,3e+05,341950,364900,359000,359000,369000,370000,359900,370000,374900,372400,386950,399900,419900,419900,429450,437000,422450,439000,449000,454450,479999,449000,449000,454450,464450,479450,479000,489000,529000,519000,509450,499450,519000,517000,529000,509000,519500,509000,514900,511450,517500,549450,569500,559000,547900,549900,549000,545000,542000,544500,557500,589000,554450,569000,565000,547900,545900
"Flatlands","New York","NY","New York","Kings",39,529000,515000,515000,5e+05,499900,505000,527000,499000,499000,499000,499000,499000,490000,490000,499000,499000,494500,489000,499000,499000,499000,499000,499000,499000,539000,569000,557000,565000,542000,539000,509000,510000,489999,489999,505000,515000,529000,534000,549000,539500,544500,499999,574000,579000,579000,579000,574000,579000,579000,579000,575000,575000,569000,575000,575000,575000,575000,564000,569000,554499.5,559000,549000,562000,577000,567000,579500,594000,594000,565000,589000,565000,607000,629000,649000,644000,649000,650000,675000,650000,659000,659000
"Ozone Park","New York","NY","New York","Queens",40,524900,519000,519000,509000,504500,499000,499000,499000,499000,489000,479000,469000,469000,479000,479000,469000,471950,470000,479000,479000,475000,475000,469000,465000,469000,469000,464000,464000,469000,469000,479000,459000,458250,459500,472000,484500,484500,490000,499495,504500,522500,524500,544000,549000,545000,549000,549000,549000,539000,549000,499000,499000,499000,525000,525000,539000,539000,539000,544000,549000,549000,550000,554500,566999.5,589000,598900,594000,599000,6e+05,625000,689000,689888,649999.5,649000,649999.5,650000,650000,669000,649000,649000,649000
"Park Slope","New York","NY","New York","Kings",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299475,2389500,2380000,2499500,2450000,2390000,2499000,2495000,2550000,2685000,2950000,2950000,2964500,2800000,2939500,2700000,2750000,2750000,2875000,2815000,2875000,2937500,2900000,2999497.5,2885000,2897500,2947500,2995000,3195000,2999000,2972500,2900000,2995000
"Albany Park","Chicago","IL","Chicago","Cook",42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354500,327950,324450,329000,342000,347500,375000,394999.5,394999,393999,393999,382450,399000,403000,406000,402950,409950,403000,427400
"Brownsville","New York","NY","New York","Kings",43,447000,447000,460000,450000,450000,450000,449500,450000,450000,442450,442450,429000,429000,429000,420000,420000,442500,449750,449500,450000,450000,454500,469000,479000,458950,467000,461500,450000,450000,449000,449500,429455.5,439000,450000,479000,479000,479000,469000,450000,459500,469999,469000,470000,480000,469999.5,484500,499000,499000,529000,529000,529000,529000,529000,529000,529000,525000,529000,527000,549000,564000,545000,533500,554000,545000,529000,549000,534900,549000,550000,550000,594000,634000,659000,610000,619500,640000,650000,707500,725000,725000,712499.5
"Richmond Hill","New York","NY","New York","Queens",44,549000,529999,535900,519750,519000,504999.5,499000,499000,512500,504950,520000,515000,499990,512500,517000,499000,499000,499000,499000,499000,499000,499000,499000,499000,499000,489000,489000,489900,496000,499000,499000,489500,489000,477000,499450,530000,527000,515000,529500,539000,540000,550000,579000,594500,599000,599000,579000,569000,569000,569000,589000,589000,599000,599000,622000,629000,629000,639000,642000,642000,634500,642000,647000,636500,629000,637000,649000,660000,669000,675000,675000,675000,689000,699000,695000,697000,699000,729000,699000,724450,699000
"Bay Ridge","New York","NY","New York","Kings",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188000,1200000,1200000,1200000,1225000,1200000,1250000,1199500,1120000,1105000,999888,1104444,1190000,1120000,1189500,1242500,1295000,1312000,1312000,1295000,1337500,1350000,1375000,1380000,1475000,1475000,1450000,1480000,1398000,1398000,1395000
"South Austin","Chicago","IL","Chicago","Cook",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,99900,98900,99900,109950,99950,90000,85450,81000,83900,89000,99000,103900,119900,125000
"Bath Beach","New York","NY","New York","Kings",47,779000,799000,799000,799000,777000,779000,777000,768000,749000,723500,709000,728000,699000,743500,758000,769000,744000,749500,799000,799000,799000,799000,814499.5,834000,839000,839000,744500,788500,768500,699000,735000,748500,742000,788000,818000,833000,849000,838500,783000,778000,749000,738000,823000,825000,888000,890000,773500,828000,869000,929000,899000,949000,899000,938500,899000,949500,937000,949500,998500,1080000,1080000,1014000,1100000,1088000,1150000,1107500,1098000,1106500,1088000,1150000,1190000,1195000,1212500,1199500,1230000,1230000,1209500,1265000,1250000,1199000,1200000
"Roxbury","Boston","MA","Boston","Suffolk",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900,479000,492450,519450,465000,474500,479450,484450,499000,489000,499000,519450,509900,529000,539000,519500,499000,499000,549000,529900,570000,575000,597000,597000,599000,575000,554500,559000,599450,565900,549900
"Central City","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455000,450000,450000,450000,450000,450000,432500,449950,457500,430000,450000,475000
"Bayside","New York","NY","New York","Queens",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000,1188000,1199950,1190000,1262500,1190000,1200000,1195000,1200000,1199944,1200000,1274944,1280000,1280000,1280000,1280000,1280000,1219990,1199500
"Maspeth","New York","NY","New York","Queens",51,618000,625000,629000,639000,648500,643000,639000,628944,619000,602694,618500,629000,630000,629000,628944,599000,595000,619000,599000,599000,599000,599000,579000,580000,594000,590000,573900,580000,580000,599000,599000,599000,609500,623000,679000,649000,679000,677000,679000,669000,649000,609000,599000,599000,628000,649000,649000,649000,649000,694000,699000,699000,769000,769000,759000,747000,745000,750000,769000,799000,825000,799000,849000,838500,799000,799000,799000,799000,798500,789000,789000,797000,849500,899000,887000,932000,889000,899000,935000,955000,934000
"Lake View","Chicago","IL","Chicago","Cook",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750000,778000,824900,825000,825000,750000,750000,799500,774000,799500,699000,749999,850000,829900,825000,799000,799750,849000
"Jefferson Park","Chicago","IL","Chicago","Cook",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364900,375000,375000,377000,375000,377450,385900,385400,379900,396950,407450,406950,414900,412000,419000,424900,414900,417400,409900
"East Boston","Boston","MA","Boston","Suffolk",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477000,549000,549000,549000,544450,549900,629500,599900,599900,599000,584450,599000,599999,627000,649000,625000,699000,694000,625000
