"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"United States",0,169000,169900,169900,169900,169000,165343,164900,164000,167000,159995,155000,149900,147900,147000,147500,144990,148000,149000,148900,147500,145000,144900,140000,139900,139900,139900,141000,142000,144900,144900,141950,141900,140000,142900,165000,165000,165000,168990,169900,174500,175000,178500,178900,178000,179000,178400,175000,175000,174500,177900,179900,184900,187500,189000,189000,189000,189000,186900,184990,180000,184900,189000,189900,194900,199000,199900,199900,199500,199900,199500,199000,197500,198000,199000,2e+05,209000,210000,214900,214900,214500,214900
"New York, NY",1,369000,368000,369900,369000,369000,365000,359990,359000,359990,359000,350000,349000,344000,339000,349000,349000,349000,349000,345894,339999,339000,337000,329999,329000,329000,329000,332500,334900,335000,329900,325000,319000,319000,318000,349000,348888,349000,349900,357000,355000,359000,350000,350000,349900,350000,350000,359000,359000,359000,359146.5,369000,369000,375000,379000,375000,375000,375000,379000,379000,379000,384900,385000,384000,380000,389000,389000,389000,385000,384900,389000,384000,379000,396500,399000,390000,399900,399000,399999,404000,399900,399900
"Los Angeles-Long Beach-Anaheim, CA",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488000,479000,469000,475000,485000,499000,505000,519000,524974.5,520000,519900,510000,504000,489900,495000,510900,524900,538990,555000,559900,559900,565000,567950,569000,564900,564000,559900,569900,579982.5,590000,599000,599999,599000,599000,599000
"Chicago, IL",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179900,171700,174900,169900,179258.5,189000,195000,199500,199990,2e+05,199900,196938.5,192900,189000,180000,184900,189900,199900,208999.5,215000,219000,217500,210000,209900,204900,199900,198000,199000,199900,210000,218590,219000,225000,224999,221945,224900
"Dallas-Fort Worth, TX",4,129900,129900,133000,134900,134500,134287.5,132500,134500,139900,135000,129999,126800,125000,125000,125500,127500,129900,131845,129990,129000,125000,124999,124900,119990,120500,124500,121500,121600.5,124900,128900,125000,124900,122850,125000,144900,145000,145000,149549,153990,157595,159900,159900,159900,159900,159900,159900,159385,159900,158000,159900,164900,168000,169900,167500,169000,174900,174150,174900,171340,174900,179900,183550,189900,189900,189900,189900,189900,189900,192500,193000,195000,195000,198990,195000,2e+05,209000,213990,217900,219000,219900,219738
"Philadelphia, PA",5,189000,189900,197550,197700,194900,189900,189900,188900,189000,184500,179900,173250,169900,173000,169900,169900,175000,169900,169900,168000,162500,160000,159900,152900,155000,159900,159900,159900,160000,159900,155000,149900,149000,149900,169900,169000,166974.5,169900,177127,179900,185000,189900,184900,179900,179900,179900,175000,175000,169999,174900,179990,189000,190000,190000,187500,184900,184900,180000,179900,170000,174000,179900,189900,195000,199900,199000,189900,187900,189900,185000,184600,179000,174900,175000,185000,194900,197900,199000,195000,189999,190000
"Houston, TX",6,129000,130000,133950,134900,133762,133000,130000,131000,137693.5,135500,137200,134990,134000,133990,132000,132500,134900,135000,135000,135000,129990,130000,127990,129000,129000,128440,129900,129900,130000,130000,130215,132627,130000,130990,139900,141000,140995,149500,150000,154900,155628.5,157500,159000,159900,160000,164900,159900,160000,163841,169000,171000,178950,179500,179773,179900,183900,184900,185990,188995,199500,205000,212950,215950,225990,215000,210000,224900,228990,230000,232087,232000,239000,240000,229900,233170,233440,230000,234000,229950,229000,226300
"Washington, DC",7,235000,239900,249000,254952.5,250000,249900,247900,245000,250000,249900,239900,229900,220000,224850,225000,224900,229000,236950,225000,238000,239900,239000,235000,230995,229900,230000,239900,249900,259900,265000,264900,259900,259000,265000,289999.5,289900,290000,299900,310000,319900,325000,329585,325000,324990,329000,325990,319900,315000,314900,321990,332500,337617.5,345000,343900,340900,339900,339900,339741,339000,331995,327990,329990,339000,345000,349900,349900,335000,344000,346500,349000,344900,343995,339990,340000,349900,360549,365000,369900,365000,359900,359900
"Miami-Fort Lauderdale, FL",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249900,249900,249900,250000,250000,255900,257000,259900,254900,254900,259000,259900,265000,266995,269000,275000,285000,279900,269000,270000,285000,289000,294990,299000,3e+05,309900,314968.5,317750,315000,325000,325000,325000,325000,329000,335000
"Atlanta, GA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,134900,129900,135000,142000,149900,150000,154000,154900,152191.5,150000,149900,144000,139900,143900,148900,149900,152165,157000,159500,157000,158900,158681,155000,152500,151500,154247.5,154900,159900,164900,169000,169900,172636,171000,170000
