"RegionName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Portland, OR",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04420308158626,1.05747126436782,1.03248786322381,1.10294117647059,1.08573500967118,1.12138379204893,1.09402466367713,1.05849072233267,1.09577129243597,1.1105722599418,1.1085626911315,1.13227052338551,1.18518518518519,1.23595795508839,1.24867162592986,1.25,1.28277872725445,1.29680998613037,1.26964933494559,1.30064655172414,1.29985228951256,1.31512744124462,1.35,1.36134453781513,1.37406798772759,1.38729198184569,1.45201606118467,1.53617495270925,1.5853239271017,1.59,1.58054215322938,1.76010430247718,1.68101761252446,1.70634920634921,1.77083333333333,1.76685971685972,1.77987473903967,1.76951357652312,1.72837837837838,1.75864905284148,1.63576520037265,1.66832174776564
"Sacramento, CA",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04435483870968,0.965151515151515,0.967741935483871,0.985422198619225,0.991534391534391,0.978898806067544,0.969287469287469,0.961538461538462,0.991666666666667,1.00522875816993,1.06170212765957,1.05634920634921,1.13999035966293,1.14080834419817,1.12961558653678,1.12761276127613,1.15744454441043,1.16704430760447,1.2,1.20161290322581,1.2,1.22037735849057,1.24024822695035,1.25494490129093,1.24033484144453,1.24133148404993,1.22916666666667,1.37231924047526,1.35823233928473,1.35600632911392,1.38206403792517,1.4375,1.43162393162393,1.4535365497076,1.4611499104056,1.43888888888889,1.44571428571429,1.41772151898734
"San Antonio, TX",23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06643946770529,0.99160945842868,0.985074626865672,1,0.973873526672448,0.957427536231884,0.957738095238095,0.944010416666667,0.991140642303433,1.01036269430052,1.03964757709251,1.05313653136531,1.06507018526478,1.05811965811966,1.10416666666667,1.08766233766234,1.07581663484623,1.08333333333333,1.0873786407767,1.10671667656962,1.12138263665595,1.10213861902589,1.10757872152458,1.08401826484018,1.07964969302997,1.08588957055215,1.09340901797176,1.11833171677983,1.13044909369646,1.13439022687609,1.12979172544962,1.16022901186576,1.15833333333333,1.15833333333333,1.15506329113924,1.18181818181818,1.1778364116095,1.17107309486781,1.19814241486068,1.18792038654763,1.21540075776606,1.21174004192872
"Orlando, FL",24,,,,0.708617131062951,0.717234262125903,0.720491894292694,0.726461038961039,0.785152838427948,0.795454545454545,0.782330069124424,0.813070182819092,0.812358307406603,0.795,0.749882849109653,0.740845070422535,0.769230769230769,0.811688311688312,0.862852664576802,0.87361963190184,0.908593370778725,0.850945494994438,0.79617223446188,0.781584582441114,0.790009250693802,0.791666666666667,0.786423841059603,0.8,0.804579030035414,0.811512491020832,0.918918918918919,0.931372549019608,0.977235912196439,0.9,0.968641114982578,0.958387445887446,0.9375,0.931340301431466,0.934172730234579,0.970443349753695,0.963133640552995,0.964491362763916,0.953675845218255,0.972222222222222,1.00274567014551,1.0177147918512,1.0249270124315,1.02020408163265,1.02461743180306,1.04592747559275,1.05762652617912,1.04996626180837,1.04406781306742,1.05560382276281,1.06326988835331,1.08228317272053,1.09473157204721,1.049786628734,1.11646587464682,1.13300492610837,1.15330472564252,1.15479158936302,1.24297752808989,1.25070403502608,1.23837991718427,1.19991235758107,1.22576687116564,1.239092495637,1.25680724229225,1.24539858736837,1.26702997275204,1.27144578789316,1.30230189138235
"Cincinnati, OH",25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7981220657277,0.7421875,0.741161999123783,0.739828498449188,0.757901802838512,0.757575757575758,0.792682926829268,0.766666666666667,0.764285714285714,0.766666666666667,0.788888888888889,0.813068181818182,0.813636363636364,0.795,0.798816568047337,0.795,0.807692307692308,0.8125,0.811162575266327,0.829268292682927,0.829268292682927,0.875456204379562,0.883838383838384,0.874698281388491,0.85349593495935,0.861244658119658,0.863636363636364,0.85349593495935,0.883870967741936,1.00690448791715,0.995454545454545,1,1,1.0410447761194,1.0625,1.07329842931937,1.05,1.04347826086957,1,1.01333333333333
"Cleveland, OH",26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.678571428571429,0.738636363636364,0.760314685314685,0.763157894736842,0.75,0.752868068833652,0.761108281876631,0.783464566929134,0.818127053669222,0.815594541910331,0.822815918820358,0.913978494623656,0.961581920903955,0.957714276309635,0.97124944694421,0.954166666666667,0.931952662721893,0.973154362416107,0.92,0.907608695652174,0.936507936507937,0.920042643923241,0.905172413793103,0.918653576437588,0.960031347962382,0.967868338557994,0.932805447053191,0.923076923076923,0.9359375,0.910493827160494,0.930232558139535
"Kansas City, MO",27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784615384615385,0.803571428571429,0.793650793650794,0.833333333333333,0.827369095048378,0.766927083333333,0.775461596829947,0.760869565217391,0.777777777777778,0.768948655256724,0.791575889615105,0.78125,0.848484848484849,0.825319771921714,0.833793738489871,0.864030858244937,0.847358466105329,0.846153846153846,0.833333333333333,0.827777777777778,0.870571566003012,0.849819773429454,0.910767597064448,0.911214778556885,0.908410698496905,0.954738330975955,0.985349325466047,0.966999202691403,0.980719794344473,1.00875958754264,0.991201608848668,0.96683470821876,0.945020536850631,0.959749276759884,0.971302428256071,1,0.991666666666667,0.989351403678606,0.975885455915599,1.00917431192661,0.996684433260894,1.03956834532374
"Las Vegas, NV",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.660569105691057,0.753561253561254,0.792391304347826,0.803890014377206,0.744378698224852,0.797022405660377,0.766509433962264,0.72225869993434,0.717852684144819,0.723514211886305,0.718055514020812,0.717972886437213,0.72025108051423,0.717105263157895,0.728511530398323,0.738188976377953,0.738338623723294,0.75046904315197,0.772272055099038,0.758454106280193,0.75,0.757575757575758,0.763582605237988,0.760416666666667,0.775819233240523,0.783475783475784,0.805369127516778,0.829951690821256,0.847248165724287,0.867158671586716,0.871164620004491,0.860018298261665,0.87,0.967567567567568,1.02638888888889,0.994736842105263,0.97711590296496,1.02461033634126,1.0137077294686,1.01041666666667,0.963884430176565,0.870924754489958,0.868878357030016,0.903597122302158
"Columbus, OH",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,0.852396825699024,0.867391304347826,0.865971107544141,0.867295597484277,0.850591715976331,0.833333333333333,0.862026868178002,0.854893138357705,0.87396408839779,0.910891089108911,0.927291886195996,0.938697690305407,0.944911193457705,0.956521739130435,0.95809712259873,0.965831072430697,0.954545454545455,0.962264150943396,0.94758064516129,0.968660968660969,0.97979797979798,0.966833333333333,0.972019760285066,0.996296296296296,0.995,1.01408450704225,1.0187559354226,1.0304028436019,1.05022831050228,1.0309558389936
"Indianapolis, IN",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.784,0.741860465116279,0.727513227513228,0.694444444444444,0.69842605156038,0.738532110091743,0.746813933729822,0.754189944134078,0.748680555555556,0.729166666666667,0.730925918883459,0.73227885178676,0.743801652892562,0.782608695652174,0.776,0.768088942307692,0.79989939637827,0.786749482401656,0.77798719772404,0.806451612903226,0.819000697593303,0.827233994442163,0.827743138822276,0.858963271262939,0.859030837004405,0.86767406585879,0.863636363636364,0.83594566353187,0.841000049716615,0.886807270008424,0.891456369717239,0.927611988191503,0.923566878980892,0.914972881497826,0.921111111111111,0.934,0.962121212121212,0.969802555168409,0.963114754098361,0.942857142857143,0.939016122332213,0.955882352941177
"San Jose, CA",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46274509803922,2.54978354978355,2.62838468720822,2.74906832298137,2.76805251641138,2.78324508225587,2.80240073868883,2.83467378513446,2.8226387887527,2.8206988783434,2.86808510638298,2.89980732177264,2.94797687861272,2.97709188076343,3.05955178722207,3.14424007744434,3.184,3.20841335772395,3.19333333333333,3.15947116121068,3.18063112078346,3.15286624203822,3.18912529550827,3.18115942028985,3.18306010928962,3.12673022143972,3.08333333333333,3.10014778325123,3.15897402597403,3.0625,3.06423611111111
"Austin, TX",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.17096443360811,1.19173915598919,1.18823529411765,1.25350140056022,1.32776934749621,1.3,1.27275146597937,1.30697340043134,1.28430413109651,1.29327731092437,1.32352941176471,1.36458333333333,1.2973665973666,1.31260554303399,1.31291512915129,1.28875968992248,1.35367169647654,1.31948553583169,1.35141440040351,1.35724331926864,1.39327334944603,1.39892904953146,1.3963963963964,1.42908653846154,1.44299674267101,1.44236760124611,1.44283995186522,1.48693627227935,1.50263620386643,1.48462354188759,1.51973684210526,1.46170320295548,1.49132947976879,1.45710059171598
"Virginia Beach, VA",33,,,,,,,,,,,,0.901442307692308,0.913777747328035,0.873458644465425,0.861793611793612,0.858546858546859,0.868421052631579,0.866666666666667,0.875,0.873205741626794,0.845008756567426,0.826293234223301,0.87962962962963,0.886970172684458,0.888718473074301,0.875,0.868210182250396,0.875,0.875,1,1.00717948717949,0.999333333333333,0.999333333333333,0.993117313150426,0.99375,0.946252838758516,0.958713753918495,0.975,0.983679595128684,0.992857142857143,0.993525813808833,0.993972242380261,1,1.0042998684303,1,1,1,1,1,1.01881833996024,1.02438903566711,1.03111462566976,1.03333333333333,1.05536332179931,1.04304635761589,1.04166666666667,1.03707747048358,1.04132955771305,1.04789473684211,1.04102254016919,1.04309755177131,1.04,1.03661329361385,1.03703703703704,1.04638200782269,1.06441048034935,1.06738662164522,1.07058823529412,1,1.0625,1.02024424227522,1.05100077622533
"Providence, RI",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08333333333333,1.07165375607999,1.06679035250464,1.0625,1.10275862068966,1.125,1.13333333333333,1.14633495708652,1.15263157894737,1.10791925465839,1.1,1.11111111111111,1.11940298507463,1.125,1.15,1.175,1.1875,1.15384615384615,1.1422619047619,1.15983682983683,1.15822720660132,1.13571428571429,1.13636363636364,1.15,1.16666666666667,1.16666666666667,1.1875,1.25,1.29166666666667,1.25,1.3,1.28571428571429,1.25560538116592,1.27272727272727
"Milwaukee, WI",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11363636363636,1.09615384615385,1.08571428571429,1.17,1.10119047619048,1.09081597020137,1.07916666666667,1.11111111111111,1.10416666666667,1.08541666666667,1.05718954248366,1.08428571428571,1.03257575757576,1.15777940102264
"Jacksonville, FL",36,,,,0.761217948717949,0.80952380952381,0.805247341655109,0.885901162790698,0.833333333333333,0.833333333333333,0.826893389874642,0.845731505322913,0.858695652173913,0.842105263157895,0.8125,0.795,0.800970873786408,0.823529411764706,0.873611111111111,0.934224724372508,0.923076923076923,0.862178119220373,0.800154676143479,0.814814814814815,0.814138204924543,0.844277673545966,0.844277673545966,0.821428571428571,0.818121693121693,0.825,0.933488012374323,0.9375,0.941666666666667,0.948550724637681,0.96045197740113,0.969874476987448,0.976415094339623,0.980746089049338,0.982513661202186,0.989761092150171,0.991818181818182,0.992307692307692,0.993781094527363,0.997067448680352,1,1.00721732157177,1.00721732157177,1.00689655172414,1.00887729923733,1.02209944751381,1.03305084745763,1.03305084745763,1.03305084745763,1.01934235976789,1.0228166797797,1.03846153846154,1.03751143641354,1.04426433915212,0.991818181818182,0.952813067150635,0.954719944163322,0.958399893503727,0.986885245901639,0.973965848965849,0.987261146496815,0.98755832037325,0.99265306122449,0.995390824129142,1.00115155600494,1,0.992222222222222,0.996677740863787,1.01087866108787
"Memphis, TN",37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.743667679837893,0.739130434782609,0.681185231071018,0.707269155206287,0.665079365079365,0.639830508474576,0.603158205430933,0.607142857142857,0.607142857142857,0.612244897959184,0.71072972972973,0.708086620189094,0.761428571428571,0.744121621621622,0.723015873015873,0.713209802749552,0.731363996827914,0.727380281690141,0.76836390612355,0.787878787878788,0.787878787878788,0.803824219381977,0.787878787878788,0.813829787234043,0.814377675304828,0.815223846902833,0.839017735334243,0.869618696186962,0.827814569536424,0.820667968936109,0.853051534246086,0.844598109108711,0.886808733738927,0.904545454545455,0.90625,0.882665832290363,0.822199383350462,0.84635761589404,0.848842105263158
"Oklahoma City, OK",38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.716470588235294,0.751531058617673,0.712143928035982,0.730000699276249,0.750569476082005,0.72972972972973,0.727370689655172,0.750569476082005,0.757575757575758,0.753521126760563,0.732078598484848,0.730476848652384,0.719551282051282,0.730769230769231,0.72972972972973,0.748251748251748,0.734414977567632,0.768049155145929,0.75554347826087,0.75,0.763485142118863,0.752631578947368,0.766486486486487,0.768049155145929,0.768049155145929,0.767357910906298,0.881856540084388,0.891891891891892,0.9,0.875,0.925870437130328,0.946666666666667,0.927619047619048,0.924667454069038,0.9,0.92814371257485,0.894444444444444
"Louisville-Jefferson County, KY",39,,,,,,,,,,,,,,,,,,,,0.638888888888889,0.638888888888889,0.631578947368421,0.629678362573099,0.611111111111111,0.605897009966777,0.611111111111111,0.636363636363636,0.648148148148148,0.642857142857143,0.694444444444444,0.784909825870647,0.771103896103896,0.73740243902439,0.73953488372093,0.706,0.694444444444444,0.716666666666667,0.727142857142857,0.741904761904762,0.75,0.818930041152263,0.942216981132076,0.983333333333333,1,0.86875,0.963355834136933,0.936339522546419,0.770811921891059,0.770811921891059,0.769166666666667,0.794666018158236,0.789473684210526,0.818181818181818,0.836940836940837,0.9,0.877973906369916,0.875,0.897117544184291,0.898673100120627,0.874285714285714,0.850540806293019,0.930340469279149,0.9,0.936339522546419,0.954545454545455,0.991809991809992,1.00592300098717,0.996010807374444,1.01416998162235,1.07123287671233,1.00408829500777,1.05390317589874
"Hartford, CT",40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03011093502377,1.05548854041013,1.03757207704576,1.05740181268882,1.06209150326797,1.0625,1.03448275862069,1.03530534351145,1.04705882352941,1.03550981461287,1.00223214285714,1.02083333333333,1.05,1.07142857142857,1.11111111111111,1.11111111111111,1.10188563593169,1.07916666666667,1.08156943727414,1.0625,1.05263157894737,1.06666666666667,1.08333333333333,1.1144578313253,1.14285714285714,1.11111111111111,1.11111111111111,1.1,1.06837606837607,1.07758620689655,1.05718954248366
"Richmond, VA",41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01276276276276,1.0128659370725,1.01530568223838,1.02970588235294,1.02173913043478,1.07142857142857,1.04950495049505,1.07210300429185,1.07032967032967,1.06566734856561,1.04013480392157,1,1,0.998333333333333,1,1.03157894736842,1.04824453551913,1.08333333333333,1.10155645713371,1.09395973154362,1.14,1.2006542275421,1.18283881315156,1.2,1.21433973123461,1.15985054433925,1.15576102418208,1.16432069766,1.19097222222222,1.21081081081081,1.20769230769231,1.18348623853211,1.21359928840576,1.19069239500568,1.14752116082225
"New Orleans, LA",42,,,,0.919117647058823,0.947222222222222,0.947368421052632,0.966091954022989,0.966666666666667,0.995,0.97280487804878,1,0.959097320169252,0.956038647342995,0.904069767441861,0.916666666666667,0.933854166666667,0.934375,0.949404761904762,0.922947857511616,0.929988331388565,0.934313725490196,0.891861761426979,0.902272727272727,0.904545454545455,0.93,0.913003663003663,0.901842948717949,0.886363636363636,0.887626262626263,1,0.965665236051502,0.990978964401295,0.977894736842105,1.00081234768481,1,1.0625,1.06643356643357,1.10678531701891,1.08888888888889,1.08303249097473,1.06797316384181,1.09170305676856,1.18465909090909,1.19981105337742,1.125,1.13124488124488,1.2,1.13333333333333,1.15384615384615,1.19230769230769,1.16666666666667,1.13333333333333,1.1171568627451,1.21428571428571,1.26666666666667,1.45454545454545,1.35,1.34495268138801,1.36571428571429,1.31306715063521,1.25,1.25908898752906,1.24689054726368,1.27281984817626,1.27272727272727,1.29265770423992,1.33333333333333,1.39195583596215,1.33055555555556,1.3,1.26522671568627,1.296632996633
"Buffalo, NY",43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97992362982929,0.925,0.893796992481203,0.804545454545455,0.818151147098515,0.920535714285714,0.8875,0.918649732620321,1,1.04545454545455,1.07609594706369,1.03935185185185,0.975,0.817307692307692,0.761538461538461
"Raleigh, NC",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.901709401709402,0.926824524459917,0.91327705295472,0.915780866721177,0.916767717955889,0.942410506741051,0.928438661710037,0.894736842105263,0.900828729281768,0.917249417249417,0.902321885759689,0.903955884540991,0.922425750652742,0.946180555555556,0.975352078047245,0.986667255959221,1.00735294117647,1.00076335877863,0.970238095238095,0.93984375,0.968631178707224,0.977724741447892,0.981754385964912,0.972955558651435,1.00730277185501,1.03963248971757,1.05346090254974,1.05290036396724,1.08695652173913,1.06875,1.0475,1.13072776280323,1.13769941225861,1.13581730769231,1.14334112001219,1.16815773357829,1.16666666666667,1.18988045718032,1.1906103286385,1.19930578021855,1.17114956375716,1.22748498999333
"Birmingham, AL",45,,,,,,,,,,,,,,,,,,0.844951923076923,0.758574007220217,0.731063829787234,0.820735165794066,0.846153846153846,0.833333333333333,0.856399286987522,0.84375,0.900367965367965,0.873405299313052,0.878666666666667,0.907692307692308,0.871727748691099,0.882352941176471,0.883002207505519,0.872222222222222,0.821370593931756,0.840336134453782,0.914358974358974,0.888090994371482,0.913333333333333,0.940522202985354,0.933526011560694,0.94194152255304,0.934487021013597,0.929207180254301,0.942857142857143,0.93114224137931,0.935294117647059,0.943458976366459,0.969333333333333,0.972727272727273,1.00384615384615,0.967718349358974,0.909260474208967,0.899581589958159,0.927333333333333,0.96291718170581,0.933806841046278,0.998366481379522,1.01339285714286,1.00384615384615,0.997746133984981,0.979064039408867,0.963562753036437,0.894736842105263,0.887755102040816,0.782142857142857,0.810426647383169,0.825,0.870486111111111,0.877387725882517,0.801536312849162,0.855,0.861495844875346
"Salt Lake City, UT",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.983823096226197,0.958613444297567,0.948775055679287,0.872986111111111,0.89403453689168,0.912162162162162,0.933137254901961,0.904392764857881,0.89625,0.894899285250162,0.915384615384615,0.952121871599565,0.921052631578947,0.945978301533857,0.949367088607595,0.934911283297419,0.933060443805979,0.928571428571429,0.953861996944439,0.976364612511671,0.981067125645439,1.02845238095238,1.00944259074203,1.02261904761905,1.0334788937409,1.04394068490906,1.06896551724138,1.05009359832945,1.06090373280943,1.10909090909091,1.095,1.14074910900001,1.13902113052531,1.14132204215636,1.14211135895676,1.1743388834476,1.11404709748083,1.1144578313253,1.13882916941221,1.14428676838749
"Rochester, NY",47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.898997015915119,0.882352941176471,0.916559487445145,0.928571428571429,0.945454545454545,0.971428571428571,0.960526315789474,0.982301341589267,0.971428571428571,0.963636363636364,0.984412955465587,0.984930375265518,0.981558388157895,0.96875,0.97525641025641,0.972556390977444,1.01111111111111,1.00769230769231,1,1.0411036036036,1.04,1.04611552830731,1.02777777777778,1.03333333333333
"Grand Rapids, MI",48,,,,,,,,,,,,,0.720833333333333,0.666666666666667,0.599808061420345,0.619318181818182,0.638888888888889,0.651639344262295,0.687261450381679,0.695,0.689707104279186,0.704545454545455,0.657894736842105,0.670277777777778,0.749166666666667,0.710084033613445,0.6875,0.695,0.695,0.732230392156863,0.778820982682239,0.808139534883721,0.821018062397373,0.805555555555556,0.805555555555556,0.789739884393064,0.818908260689083,0.769911504424779,0.788471560216079,0.827777777777778,0.844951923076923,0.833333333333333,0.846153846153846,0.84375,0.828865979381443,0.8,0.8,0.801634472511144,0.827380952380952,0.823287339627209,0.807838179519595,0.849726775956284,0.854406130268199,0.875,0.866666666666667,0.923076923076923,0.948275862068966,0.947552447552448,0.956439393939394,0.962068965517241,0.935627354390032,0.923076923076923,0.945269080849994,0.9375,0.962912087912088,0.989189189189189,1.02777777777778,0.995595238095238,1.02447552447552,0.995454545454545,1.07142857142857,1.04166666666667
"Tucson, AZ",49,,,,,,,,,,,,,,,,0.720046082949309,0.742574257425743,0.754583921015515,0.762820512820513,0.78125,0.703571428571429,0.707142857142857,0.7,0.697538100820633,0.725,0.699753117889229,0.724431818181818,0.75,0.744375,0.75098814229249,0.768761726078799,0.777014925373134,0.75,0.750375939849624,0.750375939849624,0.751201923076923,0.78125,0.788676236044657,0.790459642294505,0.78125,0.78125,0.79,0.831278103616813,0.847517488073374,0.829355608591885,0.8203125,0.845423143350605,0.832301047909204,0.826710816777042,0.809873818348395,0.808,0.808481532147743,0.824102467189513,0.814746176866266,0.81728113257125,0.827683615819209,0.826923076923077,0.827683615819209,0.818181818181818,0.825475094267949,0.823486847705797,0.881141631088263,0.828947974217311,0.833725490196078,0.845170454545455,0.866666666666667,0.892857142857143,0.870608397600686,0.849676524953789,0.864799498746867,0.876153846153846,0.842307692307692
"Urban Honolulu, HI",50,,,,,,,,,,,,,,,,,1.83997784024458,1.8203656462585,1.83436104503151,1.84049079754601,2.01388888888889,2.07584082584083,2.1,2.08333333333333,2.1,2.08333333333333,2.23438300051203,2.24654377880184,2.3501874558977,2.14285714285714,2.11764705882353,2.13904422979156,2.1554005205321,2.0877531340405,2.01215023248432,2.12839076246334,2.13596237801746,2.24299065420561,2.21270683154584,2.1356783919598,2.06666666666667,2.075,2.09269177126918,2.2,2.25,2.18181818181818,2.25265017667845,2.2375,2.17691237162876,2.1875,2.28745744265223,2.43521594684385,2.3,2.38315217391304,2.50941028858218,2.54360465116279,2.44897959183673,2.4,2.48663101604278,2.38918128654971,2.39897959183673,2.39145087407684,2.37797619047619,2.4,2.38278388278388,2.38979963570127,2.4,2.5,2.46376811594203,2.50458996328029,2.4390243902439,2.45454545454545
"Tulsa, OK",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.709411196911197,0.716363636363636,0.702439024390244,0.715596330275229,0.742767787333855,0.734571151671782,0.732411642411642,0.799445471349353,0.82264449722882,0.769,0.730985915492958,0.79156010230179,0.888333333333333,0.885703703703704,0.879586515179736,0.870476190476191,0.867992424242424,0.861155614377264,0.876524390243902,0.883104111209701,0.863104678826328,0.851205743839879,0.955882352941177,0.949206349206349,0.936,0.901041666666667,0.89619696969697,0.911764705882353,0.878378378378378,0.897727272727273,0.916666666666667,0.866666666666667,0.861111111111111
"Fresno, CA",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.770700636942675,0.846354166666667,0.828571428571429,0.912771739130435,0.9191283598527,0.782302270947533,0.793814432989691,0.825242718446602,0.883116883116883,0.875,0.872222222222222,0.86858552631579,0.879746835443038,0.864021349540284,0.887423935091278,0.875,0.865757443121026,0.875,0.867890211640212,0.872077922077922,0.875,0.872727272727273,0.866890380313199,0.867746731383095,0.898928786026563,0.899653979238754,0.892199434969133,0.871274878967187,0.875,0.883333333333333,0.880398671096346,0.896551724137931,0.90625,0.880199335548173,0.903249224609834,0.896494124875202,0.925925925925926,0.961693221428101,0.939125653448935,0.945112781954887,0.96106048053024,0.943650793650794
"Worcester, MA",53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10182370820669,1.08333333333333,1.0211027910143,1,1,1.03571428571429,1,1,1,1.03125,1.06666666666667,1.0625,1.04166666666667,1.025,1.04761904761905,1.04166666666667,1,1.01934899117276,1.01892285298399,1.0625,1.05,1.05555555555556,1.07142857142857,1.06666666666667,1.08333333333333,1.07142857142857,1.08834304318951,1.09649122807018,1.112,1.09148784614015,1.11328125,1.14285714285714,1.15909090909091,1.2,1.20742590742591,1.12466931216931,1.21739130434783,1.15384615384615,1.21807065217391
"Stamford, CT",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.60037002775208,1.7152133580705,1.85781990521327,1.80063559359367,1.85359577131729,1.9319974189848,1.85228331780056,1.78246484698098,1.77510166020976,1.80947580645161,1.8,1.80465391165415,1.9,1.91676436107855,1.9375,1.9797328193907,1.91676436107855,1.94933459556883,2.0280269058296,1.95,2.07937211622033,2,2.02306714741695,2.08435472242249,2.08048289738431,2.12067732831609,2.12666666666667,2.07549808975309,2,1.96428571428571,1.96118909991742
"Albuquerque, NM",55,,,,,,,,,,,,,,,,,,,,0.912878787878788,0.867708333333333,0.835768398268398,0.811688311688312,0.786666666666667,0.825082508250825,0.827380952380952,0.861148197596796,0.865686274509804,0.868841019417476,0.894683026584867,0.864197530864197,0.886713286713287,0.863636363636364,0.909902597402597,0.891304347826087,0.926666666666667,0.881317315658658,0.846660395108184,0.895638629283489,0.833333333333333,0.831202046035806,0.821428571428571,0.84020735984403,0.854413901271256,0.870818678617351,0.909368409368409,0.92692917285785,0.910931174089069,0.895638629283489,0.885180970232517,0.9,0.892597339614798,0.927518427518428,0.942756183745583,0.922675902296755,0.973913043478261,0.969195666669604,0.991840277777778,0.985616336050647,0.995,0.984752223634053,0.985047121589014,1,1.02813127345728,1.02313167259786,1.03459119496855,1.03174603174603,1.04135878489327,0.991766343188144,0.98,1,1
"Albany, NY",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02272727272727,1.02717391304348,1.07271095152603,1.07695711368278,1.05816733067729,1.07481701422455,1.04878048780488,1.0650464617584,1.07695711368278,1.07271095152603,1.05851063829787,1.07480653482373,1.08636363636364,1.13333333333333,1.14285714285714,1.1328125,1.12327075098814,1.15656565656566,1.11046511627907,1.09191393551652,1.06904761904762,1.09315589353612,1.09320174098028,1.10685011709602,1.13781032470929,1.16454229432213,1.13333333333333,1.15151515151515,1.10571895424837,1.10111111111111,1.12898130321864
"Omaha, NE",57,,,,,,,,,,,,,,,,0.664377777777778,0.613450292397661,0.59010989010989,0.647058823529412,0.615789473684211,0.6,0.5625,0.624561403508772,0.686944444444444,0.658333333333333,0.678369565217391,0.683541979010495,0.702941176470588,0.708333333333333,0.733161911081619,0.743761904761905,0.76352146263911,0.763529411764706,0.78692448062886,0.827796052631579,0.915580384854128,0.945293644408689,0.887878896968824,0.915,0.947374638075302,0.986529318541997,0.945293644408689,0.978519133751692,0.983030303030303,0.987171052631579,0.946315789473684,0.925,0.949905178805681,0.894375,0.855072463768116,0.864492753623188,0.877623157334669,0.904327521793275,0.906344410876133,0.912576687116564,0.884615384615385,0.89375,0.9,0.919642857142857,0.919642857142857,0.9,0.94813847528411,0.933456561922366,0.943791946308725,0.951388888888889,0.953558590941769,0.955056179775281,0.944504830917874,0.981873111782477,0.942443064182195,0.933641975308642,0.96218698713537
"New Haven, CT",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0625,1.03571428571429,1.04166666666667,1.06666666666667,1.05555555555556,1.03825136612022,1.01476014760148,1,1,0.9765625,1,1,1.05,1.08258858576356,1.08176555716353,1.11469823760619,1.11875,1.08333333333333,1.0536398467433,1.11003861003861,1.07142857142857,1.07954545454545,1.08143939393939,1.1296251850074,1.16666666666667,1.21739130434783,1.21951219512195,1.22065244510978,1.17928571428571,1.16529259618493
