"RegionName","SizeRank","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"San Francisco, CA",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38775510204082,2.65925819984744,2.90824468085106,2.81443298969072,2.88844621513944,2.95761190201359,2.85177596212802,2.85189421491611,2.86,3.01025163094129,3.08823529411765,3.1,3.0634632819583,3.19472853270741,3.28505747126437,3.32222418670438,3.33546108172616,3.356,3.31854043392505,3.27380952380952,3.23302107728337,3.28083664021164,3.49501718869366,3.49017857142857,3.60299003322259,3.58208955223881,3.5496417604913,3.53159851301115,3.2261780104712,3.44858156028369,3.27481060606061
"Detroit, MI",11,,,,,,0.794117647058823,0.75,0.75,0.75,0.76260370134014,0.790754257907543,0.804838709677419,0.744253214638971,0.723611111111111,0.75,0.777777777777778,0.803330263965623,0.799863852961198,0.799565217391304,0.834699453551913,0.783482142857143,0.772124374864101,0.778174603174603,0.769230769230769,0.766666666666667,0.773504273504274,0.732291666666667,0.708333333333333,0.785714285714286,0.862450912450913,0.849621262627225,0.855263157894737,0.846153846153846,0.822295321637427,0.825219298245614,0.86,0.866319444444444,0.833333333333333,0.853889943074004,0.866666666666667,0.875414020772327,0.878030303030303,0.882011737409581,0.946052631578947,0.923076923076923,0.908181818181818,0.916666666666667,0.91875,0.919636335678315,0.919787377108979,0.928571428571429,0.9375,0.932505175983437,0.972,0.974285714285714,0.982239709443099,1,0.96898161345496,0.985860700108264,0.994868421052632,0.999166666666667,0.990752972258917,1,1.0086208095863,1,1.00646736516302,1.01967213114754,1,1.02404935751485,1.05,1.05170611588522,1.06923076923077
"Riverside, CA",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21428571428571,1.22222222222222,1.09344262295082,1.15942028985507,1.15,0.994444444444444,1,1.03411764705882,1,0.992857142857143,0.985221674876847,0.977517106549365,1.05,1.17404067046711,1.14800509337861,1.14601018675722,1.24937562437562,1.22380952380952,1.19760479041916,1.20833333333333,1.25203583061889,1.24929378531073,1.275,1.33333333333333,1.37160829044373,1.37965517241379,1.3955,1.4028408905162,1.4,1.363399415528,1.3734835355286,1.46606914212548,1.50393184796855,1.4931191212676,1.46675085880928,1.50333889816361,1.54991394148021,1.5562851782364,1.51585261353899,1.61183134706252,1.57837837837838,1.5
"Phoenix, AZ",13,,,,,,,,,,,,,,,,,0.863674851820491,0.875598086124402,0.869781312127237,0.897205588822355,0.844444444444444,0.775344776995305,0.771812080536913,0.785714285714286,0.741798941798942,0.736613717840952,0.763157894736842,0.75,0.769230769230769,0.849645390070922,0.851428571428571,0.858908433673599,0.846598202824133,0.876497489239598,0.878619153674833,0.865358974358974,0.873303167420814,0.861650485436893,0.875706214689266,0.909090909090909,0.915384615384615,0.910778034137998,0.940392156862745,0.933532486930545,0.944444444444444,0.935714285714286,0.928462709284627,0.93312101910828,0.937621832358674,0.937621832358674,0.952748262475216,0.958993476234856,0.981359649122807,0.994108983799705,1.02353058422288,1.02175406975787,1.02631578947368,1.02828918119241,1.04285714285714,1.05233219567691,1.05207216675425,1.10948455855482,1.17531718569781,1.17628273937312,1.16666666666667,1.18745988446727,1.18243243243243,1.18690180225229,1.23703486145174,1.15927099841521,1.15187744682118,1.16525423728814
"Seattle, WA",14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56606192948824,1.65545087483176,1.81318681318681,1.84429452539574,1.86612866474252,1.82031446429258,1.85849056603774,1.79138683862386,1.8758573388203,1.82454440200199,1.86676427525622,1.97211716254833,1.97455470737913,1.96685878962536,1.96209634639613,2.00711111111111,2.03846153846154,2.04166666666667,2.02067669172932,2,1.81009137093676,1.98250728862974,1.99193548387097,2.08333333333333,2.17253839205059,2.14285714285714,2.22734761120264,2.21866422689844,2.11875,2.12459546925566,2.12890625
"Minneapolis-St Paul, MN",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09251849340775,1.10285714285714,1.07350002334594,1.04615384615385,1.03846153846154,1.11155555555556,1.12939814814815,1.15096359743041,1.125,1.11464968152866,1.16,1.165,1.17894736842105,1.1875,1.195,1.205,1.23304347826087,1.23333333333333,1.20558993097848,1.20012437810945,1.20286731634183,1.2080223880597,1.25098039215686,1.25388127853881,1.26285714285714,1.26601671309192,1.275,1.27747551686616,1.30299166096836,1.3125,1.310825,1.34213421342134,1.37096774193548,1.38569604086845,1.39581657280772,1.4163372859025,1.40767824497258,1.39274758983348,1.40067586739986,1.42281138243687,1.41437969924812,1.44895067794464
"San Diego, CA",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61187392550143,1.64816539392811,1.61744022503516,1.57843137254902,1.57258064516129,1.59025114542678,1.57936507936508,1.5625,1.73611111111111,1.76923076923077,1.70857142857143,1.70954887218045,1.81598062953995,1.94754939561457,1.94722474977252,1.97802197802198,1.96888315765867,1.94217332123412,2,2.05570291777188,2.0211161387632,2.08079930495222,2.10732984293194,2.07509881422925,2.12809917355372,2.12840602242042,2.17710371819961,2.18166467203305,2.20861872146119,2.21454880294659,2.21111111111111,2.22474977252047,2.20640569395018,2.19834211682038,2.19116022099448,2.20322832764367,2.22857142857143,2.20417633410673,2.21571330117161,2.26844919786096,2.24661546524754,2.27102803738318
"St. Louis, MO",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.833061180056608,0.895,0.895238095238095,0.883177570093458,0.86875,0.905172413793103,0.879120879120879,0.854545454545454,0.843167701863354,0.872395833333333,0.870732642884542,0.891996142719383,0.9,0.922526841612545,0.918207918033802,0.916666666666667,0.923606762680025,0.932681867535288,0.932681867535288,0.95,0.977452153110048,0.960805084745763,0.964,0.965255157437568,0.987912087912088,1.00874243443174,0.995740149094782,0.985227438048591,1,0.980507974010632,0.971893101632438
"Tampa, FL",18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970112079701121,0.933333333333333,0.8984375,0.881443298969072,0.914634146341463,0.945433333874696,0.961538461538462,0.966526610644258,0.9874994419777,0.990009074410163,0.99,0.990588235294118,1.00694444444444,1.04032258064516,1.06060606060606,1.05778648383937,1.06054994388328,1.0732421875,1.06276229104635,1.06031374841664,1.06909814323607,1.06923076923077,1.08,1.08486789431545,1.11663752035217,1.13211703100324,1.12669126691267,1.10803851321093,1.12266666666667,1.12297181895816,1.11501295336788,1.21236872812135,1.20864197530864,1.20666666666667,1.19389890000649,1.19771165260856,1.20833333333333,1.21428571428571,1.23639960435213,1.23342175066313,1.20858895705521,1.24519230769231
"Baltimore, MD",19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.48502965682081,1.49329737071396,1.47354822588706,1.36414800932279,1.38461538461538,1.34267100977199,1.34299595771144,1.39924647149541,1.40846097738877,1.415625,1.40333974780979,1.42786069651741,1.4619924067349,1.4745962787432,1.48634462233336,1.50093808630394,1.55596594741967,1.43958019821769,1.41285662483756,1.41,1.39802631578947,1.37430167597765,1.40055439002706,1.42250530785563,1.42666666666667,1.43700787401575,1.44359968458405,1.43983402489627,1.44434222631095,1.43629807692308,1.42436313534574,1.41794438079058,1.43258039311192,1.42955326460481,1.44649446494465,1.48936170212766,1.5,1.46511627906977,1.47159090909091,1.4616935483871,1.43374024367028,1.41236240474174
"Denver, CO",20,,,,,,,,,,,,,,,0.903877576671694,1.04166666666667,1.12821039654818,1.20869565217391,1.14241159037206,1.19027303754266,1.17142857142857,0.980827242139459,0.926666666666667,0.947712418300654,0.95666044195456,0.99375,1.06508152173913,1.08571428571429,1.08823529411765,1.18164633098471,1.1994178096261,1.22368129432624,1.20299107348424,1.23496795401991,1.25396556058321,1.25915492957746,1.25908496732026,1.28066666666667,1.27988095238095,1.284046692607,1.3034188034188,1.32075471698113,1.35938630525462,1.40673017745278,1.41840607210626,1.44749897912726,1.49350649350649,1.49230769230769,1.51867816091954,1.53673103888011,1.54964863295736,1.53048534702835,1.60290010443699,1.57840808532439,1.60791389481612,1.63561415220294,1.65625,1.66383684670615,1.66372579516292,1.66903409090909,1.64400887061378,1.6780303030303,1.6668071950534,1.65,1.66903661840828,1.66464891041162,1.65665236051502,1.68611435239207,1.70795306388527,1.7,1.75459317585302,1.67862089434112
