"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"United States",0,139500,139900,142000,139900,139900,138000,135000,129990,135000,130000,129000,124900,120000,119900,120000,119900,120000,120000,119900,119900,115000,99000,115000,110000,109000,110000,114000,114500,114900,115000,115000,113894,110000,113750,129000,129950,130000,132500,135000,138000,139000,137000,135000,137500,138900,135000,139000,137500,135000,139000,139900,142900,145000,149500,148000,149000,149000,147990,134900,128000,134900,145000,145000,149200,154900,155000,155000,155000,155000,155000,159000,154900,154000,159000,159400,164900,165000,166000,165000,165000,169000
"New York, NY",1,230000,229000,224000,225000,239900,239000,230000,229500,238000,242650,239000,234949.5,233000,215000,229000,225000,220000,215000,209000,199900,199000,199000,199000,198000,199000,199000,198500,199999,199990,199000,197000,189000,189900,189000,199000,198000,199000,197000,194000,193500,189900,180888,179999,187950,189000,185000,199000,195000,198000,192944,199000,199000,205000,230000,224900,225000,225000,220000,199900,207900,215000,219900,220000,219000,219000,227000,229000,228000,229000,237000,235000,235000,259000,265000,239000,260000,249000,250000,250000,255000,264700
"Los Angeles-Long Beach-Anaheim, CA",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299000,299000,290000,299000,299900,299945,299900,299900,305000,299500,299900,299000,299500,312250,309000,325000,329900,335000,328000,334990,339900,339000,335000,339000,349900,349800,349000,350000,359000,369000,375000,369500,369000
"Houston, TX",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79995,83250,85950,86250,87500,86950,85500,89500,89925,92650,94900,94900,92900,89900,89700,95000,100500,98500,104749.5,105000,104700,104949.5,111000,109450,99800,108750,105000,110950,125000,129999,129000,121000,134000,130000,130000,139500,134000,139000,132300,139500,135000,144500,145000,139950,144900,152000,155000
"Washington, DC",4,199990,199900,215000,229000,225000,217000,215000,210000,219900,219000,215000,209900,204900,209000,214000,215000,222500,219900,205000,219000,209900,192450,210000,2e+05,183750,205000,220000,229000,240000,248750,244900,235000,239900,235000,249500,249900,249000,240000,254000,265000,269900,270000,274900,270000,270000,274900,269900,264000,269500,267000,274900,275000,279900,280000,279000,274900,273000,275000,242000,238250,239999.5,255000,260000,259989,260000,265500,242250,267500,268000,269900,265000,259900,259900,269900,274925,279800,279000,275000,269950,265000,269900
"Miami-Fort Lauderdale, FL",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000,160000,159000,159900,159500,150000,159250,158000,165000,169000,169000,169900,169000,165000,169900,162000,162000,169900,168000,165000,175000,175000,174000,195000,195000,190000,195000,189000,194000,198000,199900,209000,203450,210000
"Atlanta, GA",6,,,,,,,,,,,,,,,,,,,,,,,,80000,75000,80000,79900,79950,84500,87900,85000,84900,85000,85000,1e+05,102000,105000,109900,112700,112000,115000,119000,118500,119000,120000,113400,115000,105060,109945,119400,121000,120000,124900,128000,130000,137000,137500,137000,122950,115000,129900,135000,139000,140000,140000,145000,145000,150000,154700,150000,154250,149900,149000,149900,152000,159900,155000,154900,154900,157500,159999.5
"Boston, MA",7,195000,219900,224900,229900,225825,225000,220000,215000,219000,215000,219664,209788.5,202500,199900,209000,214900,224900,215000,209000,2e+05,198000,189000,169900,159900,179438,185000,199900,209900,204949.5,209900,199900,189900,189900,189350,194900,189900,194900,209900,225000,225000,229950,229950,235000,228000,229000,229000,220000,210000,218350,229900,239900,244900,249000,244950,235000,225000,229900,239900,239900,239900,239900,245000,249900,264000,259000,260000,259900,249900,259000,259900,259900,249000,240000,264900,269900,285000,284000,285500,279900,275000,299000
"San Francisco, CA",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392450,376500,373950,395000,390000,415000,415000,409000,399000,399000,409500,429000,414500,399000,360000,395000,399000,399000,449000,472000,488000,479000,499000,515000,518000,499000,499975,499000,525000,529000,520000,520000,505000,538000,549000
"Riverside, CA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99900,108500,110000,110000,116375,119000,119900,120000,120000,119000,119000,119000,123000,120950,125000,103900,115700,129000,130000,132000,134000,134000,131000,135000,135000,135000,139000,138500,139250,140000,139900,139999.5,145000,141000,143250
