"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"United States",0,,,1.11764705882353,1.13636363636364,1.13333333333333,1.17694805194805,1.09090909090909,1.05177993527508,0.946122448979592,0.951327433628319,0.961538461538462,0.965648955819012,0.980243161094225,1,1.01566436630518,1.11706881143878,1.12385321100917,1.09649122807018,1.08636610537751,1.08333333333333,1.07003891050584,1.02397602397602,1.02476515798463,1.05263157894737,1.0515873015873,1.0597302504817,1.08474576271186,1.07581967213115,1.08630952380952,1.09580363938965,1.09656301145663,1.11111111111111,1.11317254174397,1.09649122807018,1.10887096774194,1.08823529411765,1.05691056910569,1.07657657657658,1.10599078341014,1.09809663250366,1.10220440881764,1.0957324106113,1.1304347826087,1.13636363636364,1.17391304347826,1.18181818181818,1.18755118755119,1.20949432404541,1.20582120582121,1.18165112678886,1.16959064327485,1.19047619047619,1.25,1.30546328855386,1.26001456664239,1.24900793650794,1.2463768115942,1.23,1.21951219512195,1.216287678477,1.21696801112656,1.25,1.26996805111821,1.27272727272727,1.29230769230769,1.3,1.3184584178499,1.32806691449814,1.31578947368421,1.30813953488372,1.32575757575758,1.32113821138211,1.32431539862187,1.34340896401198,1.36605504587156,1.36532515574532,1.36363636363636,1.35135135135135,1.38495347496706,1.34079922471782,1.33672316384181
"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7027027027027,2.68087846303773,2.61617763679619,2.625,2.61538461538462,2.64022471910112,2.62727272727273,2.64285714285714,2.63340874811463,2.6,2.64705882352941,2.63888888888889,2.66,2.625,2.58823529411765,2.56,2.58823529411765,2.6,2.61538461538462,2.63223562152134,2.72,2.77777777777778,2.76287279617729,2.75321100917431,2.66666666666667,2.71830985915493
"Los Angeles-Long Beach-Anaheim, CA",2,,1.68681095979248,1.66666666666667,1.68680765357503,1.67616599914601,1.68612191958495,1.7454954954955,1.72228202368138,1.67664670658683,1.68661588683351,1.68164339268978,1.69230769230769,1.66034155597723,1.66666666666667,1.66349809885932,1.67910447761194,1.68894114378696,1.69686253487879,1.69971671388102,1.69753086419753,1.70326756616031,1.66666666666667,1.66277593758853,1.67106420404573,1.68061847988078,1.70157068062827,1.7,1.7,1.71052631578947,1.70940170940171,1.72122492080253,1.71558704453441,1.7351598173516,1.73431062791065,1.69704881715326,1.69216173039773,1.6967046579984,1.72,1.75890641971074,1.76230299083061,1.7843048768058,1.78156467854376,1.78222591045232,1.776963024698,1.82224922669023,1.82648401826484,1.795,1.86248957218873,1.85694635488308,1.84803921568627,1.84887459807074,1.87083333333333,1.89873417721519,1.92924528301887,1.93756727664155,1.95454545454545,1.96634189548273,2.00288493453808,2.02147525676937,2.02313883299799,2.02429149797571,2.02173913043478,2.03601108033241,2.06075846945563,2.08333333333333,2.095,2.10551330798479,2.12494175209692,2.1205597416577,2.13253012048193,2.16035492438133,2.14946318719594,2.16571428571429,2.18378378378378,2.19745222929936,2.19325048732943,2.19165085388994,2.21384205856256,2.18546132339236,2.2,2.23788546255507
"Dallas-Fort Worth, TX",3,,,0.885617760617761,0.952672237913033,0.917407454585985,0.856170561261856,0.795687885010267,0.824468085106383,0.92809657549862,0.933590199827674,0.933040614709111,0.992239467849224,0.928074245939675,0.90286309036309,0.907118762556334,0.888625592417062,0.889058265582656,0.900787150787151,0.902037738473206,0.880626223091976,0.862068965517241,0.869565217391304,0.876640419947507,0.914811078070424,0.919373032732234,0.921963141025641,0.949897750511247,0.922304944916746,0.941928910930624,0.953484507799132,0.948827059465357,0.949252885732435,0.952340425531915,0.959421789394569,0.964191168866982,0.996131528046422,1.04280510018215,1.00577491718357,1.0297390067413,1.01421592929296,1.04012841091493,1.05603448275862,1.04968944099379,0.99140625,1.02522057859502,1.03052441454908,1.02667668699725,1.04166666666667,1.04443908649516,1.04032258064516,1.04380789938394,1.09034267912773,1.10873287671233,1.1,1.09359468190855,1.08990145767345,1.08060386703866,1.07491856677524,1.1065235342692,1.07314814814815,1.05706267539757,1.08599290780142,1.1008,1.12017937219731,1.13120567375887,1.13961422800806,1.14877430262046,1.15531914893617,1.15313653136531,1.15891132572432,1.19230769230769,1.18974358974359,1.20085015940489,1.20753995937633,1.23595505617978,1.24118938440937,1.24900910037229,1.25537403267412,1.25136017410229,1.23366013071895,1.25303616225873
"Philadelphia, PA",4,,1.09642446069877,1.05976090645902,1.07804054054054,1.11931904034384,1.10589700996678,1.15546218487395,1.17689015691869,1.11558978662191,1.13566229985444,1.11344537815126,1.11344537815126,1.11934004675418,1.10990374862953,1.1,1.09482020547945,1.11176164454853,1.13821138211382,1.146875,1.15384615384615,1.12657388999337,1.1297551207178,1.1902380952381,1.2,1.21027838929025,1.20616221322113,1.23211446740859,1.2559816126085,1.26488095238095,1.25348189415042,1.24596150503997,1.19654231119199,1.18508765513374,1.17751479289941,1.17021276595745,1.17336152219873,1.16459627329193,1.16504854368932,1.16666666666667,1.17941386704789,1.20454545454545,1.19047619047619,1.2,1.19047619047619,1.19918699186992,1.19047619047619,1.21052631578947,1.17555789372789,1.17903574060427,1.17356392835083,1.17758067727667,1.19444444444444,1.22916666666667,1.25,1.25,1.24633431085044,1.24014022787029,1.22032640949555,1.22222222222222,1.21428571428571,1.20967741935484,1.22890436040598,1.26455026455026,1.27363737486096,1.29310344827586,1.2911052058922,1.27840909090909,1.26627824858757,1.26168632590651,1.2598814229249,1.29166666666667,1.27586206896552,1.30615384615385,1.32811707523246,1.33854166666667,1.36955492424242,1.37843068261787,1.3674843275076,1.35023364485981,1.34097725325232,1.32867132867133
"Houston, TX",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.979335130278526,1.0152817574021,0.9340024137712,0.938202247191011,0.984162895927602,1.02106227106227,1.02665500737814,1.01960935679329,1.06369426751592,1.07192516506955,1.14159158952318,1.14115137901352,1.12055641421947,1.06200177147919,1.18423383525244,1.07895957182329,1.04389721627409,1.06725663716814,1.11480948161276,1.11663977591409,1.11475409836066,1.11291632818846,1.1463363446624,1.15933998665957,1.11538461538462,1.12119894343512,1.11966410076977,1.12860892388451,1.14329268292683,1.17563939245468,1.18138424821002,1.18763033215777,1.1972602739726,1.18808193668529,1.18633049726665,1.17754569190601,1.29548637636873,1.27954779033916,1.28739800543971,1.2509236747246,1.28858315728827,1.26788553259141,1.25894176923733,1.24186046511628,1.22727272727273,1.20608285264814,1.22744535793356
"Washington, DC",6,,1.41129032258065,1.45454545454545,1.47314133986928,1.42857142857143,1.46153856689695,1.42857142857143,1.38913085559427,1.46329837940896,1.46264440468318,1.46791558859454,1.49431230610134,1.4844015773309,1.45845488136912,1.45299145299145,1.50934390187457,1.51072124756335,1.50031328320802,1.50481189851269,1.52340019102197,1.55622089155023,1.53910325598129,1.56,1.56149732620321,1.58431401249024,1.58703071672355,1.6256007113591,1.64372469635628,1.71264367816092,1.6903073286052,1.6448087431694,1.61578277755457,1.6179435483871,1.65506329113924,1.65435745937962,1.67235772357724,1.68468468468468,1.70364156102411,1.72675656493967,1.71364204411119,1.67002237136465,1.7047817047817,1.70994086715334,1.74,1.72248803827751,1.70826010544815,1.71481481481481,1.67862254643745,1.7018544935806,1.69847328244275,1.69574731233945,1.71232876712329,1.76788530755854,1.77222222222222,1.83333333333333,1.83552631578947,1.78958785249458,1.75167224080268,1.75374531835206,1.73149606299213,1.74561756808592,1.7931260977225,1.7735834124723,1.80209508852562,1.80249106394246,1.79638714921972,1.78952879581152,1.78780456013105,1.7955678330264,1.77777777777778,1.7537505749751,1.74183384773663,1.77335637026257,1.78571428571429,1.805,1.82123411978221,1.79558662613982,1.81753385602281,1.753125,1.75339366515837,1.74030172413793
"Miami-Fort Lauderdale, FL",7,,,1.4216286181032,1.44716093879792,1.44189394942407,1.45382751937984,1.33460438512869,1.24316260566882,1.42294220665499,1.44927536231884,1.48045203452217,1.45903479236813,1.35416666666667,1.35711256512783,1.34566862910008,1.34453781512605,1.33481646273637,1.32743362831858,1.31459655485041,1.30952380952381,1.32407004065685,1.31578947368421,1.31810193321617,1.31396212501737,1.29963898916968,1.29561367217614,1.30323054331865,1.3,1.29399585921325,1.32689987937274,1.31736526946108,1.31818181818182,1.30568356374808,1.2797131147541,1.28065708916773,1.28458498023715,1.28942486085343,1.29464285714286,1.31147540983607,1.31726457399103,1.33333333333333,1.35135135135135,1.41170431211499,1.42056665709981,1.42746913580247,1.44230769230769,1.46611578108299,1.47610261816904,1.44216833890747,1.42011834319527,1.4,1.3855421686747,1.42503097893432,1.45161290322581,1.47624597624598,1.47392290249433,1.47058823529412,1.47058823529412,1.45512516781173,1.45631067961165,1.47368421052632,1.49315805897956,1.50375939849624,1.50760656351935,1.55555555555556,1.5929203539823,1.61417234869578,1.62962962962963,1.5984015984016,1.62372400593165,1.64210526315789,1.63934426229508,1.63461538461538,1.66666666666667,1.69363881358834,1.64207069397632,1.6304347826087,1.61153519932146,1.5835621067379,1.5855676567711,1.63360560093349
"Atlanta, GA",8,,0.859375,0.845791495724449,0.851281233694707,0.844594594594595,0.823241242275333,0.750883392226148,0.747663551401869,0.75,0.766129032258065,0.786243326565907,0.830078125,0.770167332667333,0.790677354321281,0.79719387755102,0.778824410088579,0.772469072190987,0.765846991148248,0.751817237798546,0.749673468875147,0.756595622119816,0.734597156398104,0.722175021240442,0.732517482517482,0.723893798161581,0.779777206512425,0.787709497206704,0.76844262295082,0.767218831734961,0.758064516129032,0.758823529411765,0.789873417721519,0.75,0.76885400356145,0.756978653530378,0.760714285714286,0.760188087774295,0.765,0.766666666666667,0.769624588189143,0.767849077300297,0.776,0.8,0.785900783289817,0.797473105608573,0.765877016129032,0.77120822622108,0.804073033707865,0.833333333333333,0.824596774193548,0.829015544041451,0.870935960591133,0.846632710809281,0.851970181043664,0.85,0.865998176845943,0.874579124579125,0.866388308977035,0.907150480256137,0.899130434782609,0.910246227164416,0.95,0.949020240720092,0.961708947081288,0.995320855614973,1.02248062015504,0.996223564954683,1.02205601306508,1.01153504880213,1.00574712643678,1.17092624829903,1.15196078431373,1.15509476817043,1.14552536231884,1.16416666666667,1.1617900172117,1.05953423400884,1.13743676222597,1.0906862745098,1.10118043844857,1.11654635258359
"Boston, MA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.93951142944774,1.91562021189894,1.64473684210526,1.6093023255814,1.62760416666667,1.63881617219314,1.6583688910135,1.71065032987747,1.747538284548,1.84485840815829,1.94479297365119,2.10526315789474,2.12542517006803,2.4,2.3,2.26468506723284,2.21223021582734,2.22222222222222,2.2,2.10540935672515,2.2,2.19907407407407,2.225,2.41252261761158,2.47058823529412,2.45802828709158,2.37623781391883,2.29885057471264,2.21098265895954,2.17564870259481,2.125,2.28273904568015,2.36363636363636,2.43664717348928,2.53658536585366,2.53275359002231,2.52631578947368,2.53170731707317,2.45454545454545,2.3755222690314,2.31335436382755,2.30769230769231,2.33333333333333,2.4036398151205,2.452103410468,2.48868407578085,2.52742616033755,2.53600729261623,2.52103368423182,2.5,2.46522965350524,2.42230588384801
