"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Cadillac, MI",602,114450,114450,114900,113950,114900,113950,115000,114950,110000,104900,99900,99000,97900,92900,99000,99000,99900,99900,99900,105000,99900,99899,94700,89000,87000,89900,89900,89900,94900,99900,99900,99900,99000,95900,99500,99900,98950,99900,99950,104950,109900,108500,104000,104000,104450,99250,96750,89987.5,89900,93000,98000,99900,103900,109700,110000,111900,114900,110000,104900,99900,99900,99900,97900,99900,109900,110000,109900,109000,104900,99900,99900,99900,99900,104900,109900,117900,119900,127750,124900,120000,129000
"Ardmore, OK",603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151609,162450,149900,159900,166500,159900,165000,165000,169250,169950,169500,159900,179900,189900,189950,191000,189450,179900,188950,188000,179900,159000,149900,149500,149900,152250,159900,159950,169900,169500,169900,176700,173450,165000,165000
"Kendallville, IN",604,,,,,,,,,,,,,89700,99700,103750,119900,109900,109900,124900,123950,124900,119900,119700,109000,98940,96850,89900,95950,89925,89900,96450,98500,99900,92300,108900,106400,99900,105000,106900,109900,110000,109900,112250,109900,109900,114900,112500,109900,112375,121000,139900,132500,133200,134800,129900,128900,124950,124900,115249.5,119450,114900,120000,119700,119900,125000,126450,124200,119900,119900,119900,124900,119950,124900,117900,129700,129900,139900,139900,139250,134900,124900
"Nogales, AZ",605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199900,198000,193250,195750,199900,207500,220000,221950,217450,219950,219900,211950,199900,227000,239250,220000,239900,249000,229900,235000,235000,235000,245000,249900,249000,249900,247000,239000,239000,243000,249900,249900,249000,239450,239450
"Oxford, MS",606,209900,204500,199500,2e+05,199900,199900,198400,199000,199900,199500,199000,194500,196750,184900,183700,190000,194700,195000,199000,199000,2e+05,209000,205000,2e+05,199000,199500,2e+05,194900,199900,192500,195000,2e+05,210000,209900,209700,199000,199450,199950,199850,210000,199000,216000,209450,224900,225000,209000,205000,207250,197530,189900,198950,194900,194900,194900,199450,210500,211000,214950,229000,239900,229900,245000,249900,257500,260000,266950,269000,281500,279000,289950,275000,269500,269950,272000,266450,265000,264500,271000,269450,289000,295000
"Plymouth, IN",607,,,,,,,,,,,,,,,,,,,,,,,,128200,123500,117250,124900,125000,126950,120000,127000,115000,109900,109900,129500,134950,139800,135500,142900,146500,139950,143900,149900,158500,149900,149900,142378.5,148900,139900,146900,149450,159000,159500,155000,149500,151900,149900,149900,149950,155000,159950,159900,154950,154900,152500,151900,153950,154700,149900,152500,149900,148250,149000,147500,149675,152900,150000,150000,152500,149500,149500
"Gardnerville Ranchos, NV",608,329000,309999,299000,304500,311450,310000,301500,299970,314900,310000,289000,284250,279900,258000,249250,249000,254995,252500,267000,269950,289000,299000,299900,299450,315000,299450,319995,299000,319990,329000,355000,365500,354900,349900,364400,389300,399000,379900,399000,379900,379000,399000,429000,449000,449000,432443,449000,429000,399000,389900,369900,399000,399000,422500,432000,432500,398495,429000,444000,434950,432400,425000,446950,420000,424500,448250,446700,430000,447000,439900,449000,459000,449000,481200,452737,459000,459000,469900,475000,485000,499990
"Tahlequah, OK",609,137950,139900,141250,145000,139450,139500,140450,139900,139900,139900,134050,129900,129900,125950,126500,128450,129900,129900,125900,128750,127900,126900,127900,129900,129900,128000,129900,128900,125450,129250,129900,129000,129900,125000,129900,129900,123900,134900,134900,135000,135000,135000,129900,129900,129900,129900,129000,124900,124700,126250,125000,124950,124900,124900,127500,126500,125000,129900,129900,129000,129000,128200,125000,112000,115000,115000,129900,128000,129900,129900,129450,130000,128000,129450,130000,132500,134950,133500,132500,129900,132500
"Madisonville, KY",610,125900,125900,124400,119900,110950,112000,119250,110000,104900,99900,99500,97000,95450,89900,90000,89900,89700,89700,93000,99900,109900,105000,109700,114900,114900,110400,109900,109900,111450,113450,111000,119900,119900,109900,112900,119900,119900,109900,110000,109900,99900,105000,104900,106200,109900,119000,113700,110450,114900,112500,115000,125000,123750,119900,119750,115000,119900,119900,119900,119900,119900,119900,118750,114900,119900,125400,128900,124900,132000,129900,139750,129900,127900,124900,129900,129900,129900,129900,129900,129900,129900
"Canon City, CO",611,179900,179900,175000,172500,169900,170000,169900,165000,165000,164900,164900,159900,159900,162000,159900,158500,159900,157700,149250,144900,144900,143450,149900,154000,146000,145000,144900,146000,154900,149900,149900,149900,149900,154200,155840,155000,153500,154450,149900,155000,154500,154950,159900,160000,167150,169500,168500,169900,169900,175000,174600,169900,175000,179000,178000,169900,169000,169000,169660,169850,177500,179500,181000,182500,179000,184900,180000,179975,179900,179975,189900,185000,182500,185000,189000,189900,199800,199900,195000,198000,194500
