"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"United States",0,265990,269000,269000,269000,265000,264900,260000,259900,264700,255000,249500,239900,232900,233900,232500,229900,235000,235000,235000,234900,230000,229900,225000,221900,222990,225000,229900,229900,234950,234990,230000,229900,229900,233990,268900,265900,265000,269950,275000,279950,286200,289000,289000,285900,287628,285000,284500,283160.5,279900,289000,291900,299000,299900,299900,299900,299900,299900,299900,299000,297990,299500,299990,307990,314900,319900,320000,319900,319900,319000,319900,319500,318500,316990,319900,325000,330000,334900,335000,334900,330000,332400
"New York, NY",1,474900,470000,479000,479000,479000,475000,469000,465000,467000,459000,450000,449000,439000,439000,449000,447500,449000,440700,439900,439000,429900,429794,429000,425000,429000,429000,435737,439000,439000,435000,426124.5,424900,419000,419900,449900,449000,449000,450000,469000,469000,469900,469000,468000,460000,465000,465000,469000,469000,469000,465000,475000,485000,499000,499000,499000,499000,499000,499900,495700,499000,499000,499000,499000,499500,5e+05,499000,499900,499900,5e+05,509999,5e+05,499999,525000,525000,519997,529990,525000,529000,525000,524000,525000
"Los Angeles-Long Beach-Anaheim, CA",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659000,658844,649000,659000,659000,685000,699000,699999,708650,699900,699900,699000,698000,668000,679900,699000,715000,725000,749893.5,749999,749900,749900,749000,749900,749000,749250,749900,759900,779000,779945,787600,789000,789000,788000,786900
"Chicago, IL",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289000,289900,285990,297700,299980,309000,316132.5,319000,315000,309900,3e+05,299900,299900,299000,299000,308490,319900,319900,329000,328900,325000,325000,324990,319900,319900,314738.5,317800,324900,331261,339000,340000,349000,349000,342990,340000
"Dallas-Fort Worth, TX",4,220000,224900,225000,229000,229900,229900,227500,228900,231990,229000,224000,219000,214900,214900,214900,215000,220000,221950,224500,219900,214900,214900,210990,207990,209500,214500,214990,217900,219900,224999,219900,215990,216275,219900,239990,248976,245945,249900,259900,264000,269500,269900,269500,268000,268550,269900,266990,273990,275990,280725,284000,289990,294995,289900,295000,299900,3e+05,309900,307767.5,327754.5,329900,337990,349900,350000,340000,339900,337425,335990,336500,349000,349990,356990,352990,350000,355500,358954.5,358990,355995,355545,355000,359000
"Philadelphia, PA",5,339900,339900,340000,340000,339900,339000,329900,329900,329900,324900,319900,314900,300495,309900,299999,3e+05,315000,299999,299999,299900,299000,299000,299900,299000,299900,3e+05,319000,319900,324900,319990,315000,309000,299990,303490,334900,334900,329900,334990,340000,339990,354900,354900,346501,345000,346063,345000,341902,349999,339900,337000,349900,354900,359900,365000,359000,354990,359900,349990,349000,344900,339900,344990,358900,364500,374641,369900,369000,365000,359900,364900,359900,350000,349900,350000,359900,375000,379900,375000,375000,369900,369900
"Houston, TX",6,198000,199900,2e+05,203000,203900,204988,199900,199900,214048,211500,211699.5,207990,205000,205900,205000,205000,209900,212570,213248,209950,194900,195000,192500,195000,197278,199431.5,199999,205000,206990,208995,205950,206900,209471,209900,219900,228000,229890,238990,240610,244900,246232.5,249990,249900,249500,249990,256684,254900,256500,258990,264990,266892.5,275000,277990,279588.5,280000,288216.5,291990,294900,299000,307502,315990,319900,322358,325990,320734,314990,320000,324900,319992.5,325000,325000,332950,329990,318512,319900,318888,315990,316990,315000,313900,311565
"Washington, DC",7,371625,375000,380000,396000,396900,398775,395000,385000,389900,390000,385000,370000,362123,369900,375000,379900,389900,395995,389000,389990,384900,383000,377945,374990,375000,382500,399000,410000,424900,428900,424900,420000,419900,424995,449900,440000,445000,448990,454990,470893,486447.5,486990,484900,479900,485000,481990,479900,475990,475000,482490,496900,499990,514990,509925,499999,499900,499500,499900,495000,489900,490450,499900,509900,524900,525000,524990,509786,514000,509990,514990,5e+05,499990,504990,518125,525000,539990,540990,539900,535000,528900,529000
"Miami-Fort Lauderdale, FL",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348000,349999,350000,359000,365000,375000,379000,381900,359900,364900,369900,379000,384900,385000,387000,380990,389000,390000,397000,390995,389000,389000,389000,389900,399000,399500,409900,415000,413000,399000,399000,410000,414545,4e+05,410000,425000,429000,449000,459000,459900,464900,459900,459000,459900,459900,469900
"Atlanta, GA",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,249900,244900,238832,249000,259000,262500,267950,269000,268999,265000,264450,259900,255000,250000,255000,261900,265000,264900,269900,274900,267194,269900,265000,267900,265000,263900,265000,275000,279900,289000,289900,290000,289900,289900,290000
