"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09"
"Miami-Fort Lauderdale, FL",7,,,,,,,,,,,,,,,1.05421686746988,1.03861907548274,1.02465102465102,1.03426983636925,1.04523299967243,1.04622685608601,1.05220558478349,1.08326456510975,1.08943588784964,1.10724631589272,1.10511111674226,1.14709851551957,1.12526539278132,1.12570356472795,1.11882716049383,1.08958837772397,1.07538802660754,1.06883283454468,1.06580069064599,1.03509623160278,1.04419058598286,1.05217030305826,1.04912142254829,1.06980476063118,1.04364326375712,1.06496272630458,1.06727037516171,1.07687705653605,1.06312292358804,1.05247773042662,1.03942386793166,1.0327868852459,1.01917014448248,1,0.997678048356149,0.998613037447989,1.00077288431663,1.03150116532712,1.07469390435086,1.06769642660293,1.07793820608011,1.09375,1.08254397834912,1.09862462260986,1.09272599582521,1.09401709401709,1.07690006672956,1.09340830990316,1.17562415754971,1.14430372090539,1.14132053945248,1.13537908953921,1.14610913087998,1.13580222119575,1.147312515817,1.14970645792564,1.14527461972161,1.13851992409867,1.14388922335942,1.17562380038388,1.19856172592889,1.19588706953083,1.18609406952965,1.13570180547467,1.13570180547467,1.16535433070866
"Atlanta, GA",8,0.631776114277701,0.613929666770047,0.646761508463868,0.624913798099212,0.662083015024192,0.667728841740703,0.642800632911392,0.65982646635771,0.661049945267555,0.651380927566441,0.67367286445702,0.596259437199725,0.605141021063906,0.605326876513317,0.605141021063906,0.623698599732006,0.61022120518688,0.611143653034098,0.608145974753989,0.592592592592593,0.593267193148405,0.593171296296296,0.589055729084577,0.5832927423283,0.576005752737949,0.596379126730564,0.587803085966201,0.587758411025537,0.594913928941366,0.59299027764696,0.580997949419002,0.54861322767449,0.573778335552287,0.563069993069993,0.57302198238472,0.572916666666667,0.562215224599824,0.577445652173913,0.574162679425837,0.57372346528973,0.578034682080925,0.573943072357784,0.559662113175908,0.567349370059857,0.558766859344894,0.54105798487821,0.54861322767449,0.548316877766863,0.541338582677165,0.545804794520548,0.551921504497138,0.566076574722108,0.566076574722108,0.576923076923077,0.577787315138833,0.582920431361119,0.592417061611374,0.593646130104463,0.602409638554217,0.598672636201455,0.595546349041947,0.595706618962433,0.602976669348351,0.611251352326001,0.6174597227426,0.615839547441502,0.623990968273981,0.602375514141157,0.595273174520974,0.595505617977528,0.600658707286949,0.617385144707549,0.621719160104987,0.624525436598329,0.630914826498423,0.63900527214091,0.639469868383926,0.633954835326042,0.633161851998417,0.637815515332294
"Riverside, CA",9,0.826135936913256,0.789162692327137,0.779664107291181,0.8,0.765864332603939,0.782023361710552,0.845073962869568,0.832781815948128,0.804929185720106,0.765864332603939,0.790693883335998,0.753924450919537,0.742528241972302,0.72463768115942,0.71301247771836,0.712663831936333,0.713103122043519,0.690763815082073,0.678758008290937,0.674494129402948,0.68118130868331,0.672251543222382,0.677506775067751,0.67565305905018,0.706776663819329,0.697490036650891,0.689655172413793,0.670470756062768,0.693802035152636,0.695494405805866,0.694500636339696,0.688874930078587,0.686929868891611,0.693887767082696,0.689301694905883,0.693117123761255,0.691498054897529,0.682492581602374,0.684212857394216,0.686697178329959,0.682513532595905,0.690204406689674,0.700122900450635,0.688542022583903,0.686866635310215,0.674988501339323,0.68452380952381,0.686920083807243,0.690709046454768,0.695704779189353,0.699626865671642,0.721062618595825,0.71154904070376,0.711559492233051,0.717516447368421,0.716963448922212,0.707033132224614,0.713470319634703,0.700549450549451,0.709219858156028,0.713648528099911,0.716855087358685,0.730994152046784,0.739024928303552,0.747264478249266,0.74617987560498,0.753507632137958,0.75292805354155,0.745118191161357,0.752785305630834,0.748409734336482,0.756003402380718,0.760249796361662,0.772270114942529,0.782064650677789,0.759144237405107,0.766491178286676,0.775618374558304,0.762377488097235,0.765572261429886
"Phoenix, AZ",10,,0.807331932621609,0.807381776239908,0.820056232427366,0.825354902608121,0.743840235151725,0.697167755991285,0.73019359860946,0.738772725170946,0.743750042664034,0.719350536833172,0.676328502415459,0.655172413793103,0.633690901867302,0.628199162401117,0.624776865405212,0.638932904333942,0.611886855453305,0.604166666666667,0.586682311528307,0.589213151089767,0.598745534039943,0.595756256800871,0.599945459503681,0.607652735456985,0.609037328094303,0.609037328094303,0.614860480207657,0.626356783919598,0.617944300890037,0.610042233693102,0.595130767777721,0.594535874002245,0.587686449455931,0.590926868065415,0.584783419829721,0.574461545742861,0.592867756315007,0.607566970450152,0.608732857289745,0.579937304075235,0.587010071663019,0.580018939393939,0.570661295736824,0.560016057808109,0.552179625738361,0.558915770609319,0.54091982921173,0.549450549450549,0.553498704183636,0.56655659830359,0.620119430408819,0.634225092250922,0.61496178474659,0.615917127370456,0.614928970978785,0.603817686014803,0.592781227637942,0.614898102600141,0.622115901942391,0.63479897523651,0.65410779696494,0.664511494252874,0.667427311835932,0.683251576734408,0.656020073576456,0.634249471458774,0.657917203366983,0.642320350984263,0.648273049661313,0.654211956521739,0.675925925925926,0.671428571428571,0.68989340702724,0.705461274357674,0.673174015483002,0.654428871012664,0.676014021031547,0.66,0.656324582338902
"Seattle, WA",11,,,,,,,,,,,,,,,,,,,,,,,,0.73904028436019,0.743719008264463,0.731402121905554,0.713240673006584,0.663125884493564,0.694822724873876,0.714264167281812,0.701122751120218,0.70470701567898,0.707964601769911,0.651130911583276,0.731248723360795,0.741935483870968,0.707964601769911,0.710856831313205,0.732701238390093,0.735294117647059,0.732258009822594,0.725290697674419,0.72972972972973,0.71232774029868,0.722335615385038,0.720962199312715,0.737237354783678,0.715317919075145,0.711870773854245,0.729174682570219,0.730494249300591,0.741751472094214,0.748262548262548,0.769922879177378,0.815418828762046,0.782352941176471,0.767014270032931,0.756329113924051,0.740607958791078,0.754980079681275,0.732531930879038,0.738831615120275,0.771660649819495,0.795771838851217,0.816645927850945,0.835135135135135,0.862745098039216,0.876099706744868,0.880216123985635,0.817793980763264,0.812373459917017,0.837048480927605,0.863169306184012,0.84192439862543,0.778985507246377,0.898058252427185,0.931989924433249,0.911458333333333,0.904227763502204,0.878117316473481
"Minneapolis-St Paul, MN",12,,,,,,,,,,,,,,,0.945,0.933692331792904,0.935438469866474,0.918742678738063,0.876278829424973,0.874756335282651,0.853629961104188,0.823857055898814,0.813304721030043,0.812496516359177,0.769230769230769,0.775312066574202,0.756222530965094,0.796578239300429,0.813197026022305,0.839473684210526,0.765673324905363,0.78540423223006,0.78540423223006,0.835920022371365,0.86747081043956,0.800309332325708,0.809802142175011,0.8561044571276,0.856370192307692,0.899621212121212,0.82965769571034,0.841292134831461,0.868421052631579,0.818829321675245,0.902255293739378,0.911216872843361,0.9370337995338,0.954972553250711,0.951206796210676,0.951776649746193,0.941027786632664,0.92838915473733,0.892009319451051,0.880372863801139,0.885093664009619,0.875682261208577,0.848404255319149,0.878507094449864,0.958168456755229,0.962419798350137,0.95785025401864,0.975715393680563,0.908648170011806,0.958333333333333,0.918448972685781,0.895077076081552,0.915037400197693,0.967582377169756,0.915458937198068,0.916373747205999,0.908804129232518,0.900438393401247,0.966793497059841,0.96606648199446,0.931346037201779,0.931318681318681,0.919500346981263,0.873015873015873,0.946372239747634,0.864718614718615
"San Diego, CA",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13119059817817,1.10517010648239,1.06253267124854,1.04983848638671,1.00351229302559,0.993603348674443,0.997922244590866,1.03857566765579,1.03298327462777,1.0488996285401,1.0307705773093,1.06265525195174,1.06951871657754,1.11614629513738,1.1749064595628,1.14314115308151,1.12197928653625,1.10165931991317,1.11503991230572,1.12234752947699,1.12886306559161,1.10961572710551,1.12886306559161,1.21546524744157,1.23304749741531,1.236115975384,1.17664362406236,1.17485505035093,1.17708245221022,1.18461538461538,1.21852152721365,1.2664188122229,1.23400156843636,1.23243608821502,1.23152709359606,1.27768257023206,1.29193068431293,1.22741759312438,1.21303341855607,1.23561565017261,1.23723487824038,1.23362068965517,1.23068116771608,1.24150811076531,1.26502111075024,1.23336500638989,1.24538645041049,1.24873088239063,1.21405768643582,1.2115436972502,1.23449461395589,1.23795221601672
"Tampa, FL",14,,,,,,,,,,,,,0.676852401459108,0.658703197535685,0.689491203043271,0.688400772676322,0.68845365303416,0.702916073968706,0.73,0.72400810889082,0.687851971037812,0.68397866913981,0.699300699300699,0.6765625,0.664343655428566,0.710285248032652,0.695643302081138,0.670365299955517,0.654899282307779,0.66734196180943,0.676072898295121,0.678066037735849,0.674157303370786,0.673904998990782,0.650236065111691,0.642791551882461,0.669216061185469,0.680544435548439,0.66334239951647,0.658135283363803,0.660277674437831,0.658376005852231,0.677083333333333,0.668170092171679,0.700075162335146,0.68446291990484,0.68677540538598,0.674091441969519,0.669818754925138,0.668306155595376,0.671704450041982,0.690983235160852,0.712328767123288,0.694873378628783,0.685072746856309,0.667622689611217,0.682765342647131,0.664235474006116,0.665472587408178,0.678602367889113,0.689262353759042,0.688073394495413,0.695548489666137,0.707587201724914,0.705573740974446,0.693011647254576,0.70360970107163,0.705882352941177,0.713342148571341,0.722540050906785,0.720415537488708,0.722728263238178,0.718401844026124,0.722890567893693,0.72108843537415,0.716466174867235,0.709421112372304,0.723401022821829,0.73907935860803,0.714694110920526
"Baltimore, MD",15,,,,,,,,0.951499118165785,0.947488398156762,0.934214714335196,0.938775510204082,0.910977859778598,0.939894465772469,1.00352112676056,0.985578657856965,1.02651839178785,1.06587006502137,1.05903996834632,1.02594776337589,0.96045197740113,0.976096799239285,0.981973388796298,0.986041890011633,0.982142857142857,1.01529712322937,0.989940922880409,0.985915492957746,0.990019966390699,0.977891156462585,1.02859913816855,1.02651839178785,1.00961280993948,0.903023164507263,0.93311435628561,0.875,0.983162816972132,0.988728367372908,0.994291505127418,0.985545335085414,0.99009900990099,0.988595442687777,1.04166666666667,1.03057199211045,1.04450321184192,1.07174103237095,0.992063492063492,1.04733975701718,1.09004739336493,1.05263157894737,0.982142857142857,0.972504572428585,1.01999184006528,1.00679472430937,1.0033239303974,1.10663983903421,1.04787879959132,0.960562567029548,0.957854406130268,0.964630225080386,0.969332298136646,0.963391136801541,1.02543068088597,0.982142857142857,1.05359506554101,1.06275303643725,1.03193058376755,1.10526281347954,1.02597453633691,1.01102941176471,1.01102941176471,0.98052925989673,0.998538723818802,1.00979192166463,1.05216252556741,1.03638521895157,1.06652205350687,1.09561752988048,1.04166666666667,1.03160909728855,1.0233918128655
"Denver, CO",16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.840909090909091,0.891962719814002,0.817858413376023,0.875,0.841143392689784,0.853807432063735,0.865384615384615,0.822022445502086,0.869316010699274,0.870257037943696,0.853749072011878,0.817858413376023,0.835555555555556,0.817858413376023,0.884718498659517,0.868421052631579,0.863460915798981,0.883790898834148,0.87919919481427,0.900141274915847,0.90007215007215,0.900868029283378,0.908395180587751,0.952214870188908,0.941747053149189,0.941186260620604,0.954304313813143,0.95881518337836,0.998003992015968,0.999001996007984,0.974055716412295,0.988557728881997,0.994308075418001,1.00181195288791,0.932367325100889,0.95769651108138,0.926232219649355,0.932125033316244,0.927306616961789,1.01204819277108,0.983568582265111,0.938438438438438,1.00675675675676,0.951057902679035,0.927586206896552,0.900210399759543,0.889363215937389
